postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,age,weekends,profitable
2620,1,Renewals,120,0,120,53,4,1
2620,1,Renewals,113,0,113,,4,1
2620,1,Acq,110,0,110,71,4,1
2620,1,Acq,105,0,105,,4,1
2620,1,Acq,103.1,0,103.1,55,4,1
2620,3,Renewals,103,0,103,,4,1
2620,1,Acq,89,11,100,65,4,1
2620,2,Renewals,100,0,100,,4,1
2620,1,Renewals,97,0,97,,4,1
2620,2,Acq,95,0,95,72,4,1
2620,1,Acq,89,0,89,,4,1
2620,1,Acq,88.55,0,88.55,,4,1
2620,10,Acq,79.6,0,79.6,42,4,1
2620,1,Acq,75,0,75,85,4,0
2620,9,Acq,74,0,74,,4,0
2620,9,Acq,74,0,74,,4,0
2620,3,Acq,72,0,72,64,4,0
2620,1,Renewals,70,0,70,81,4,0
2620,3,Renewals,67,0,67,58,4,0
2620,1,Renewals,55,10,65,57,4,0
2620,1,Renewals,63.7,0,63.7,,4,0
2620,1,Renewals,63,0,63,68,4,0
2620,2,Acq,60.9,0,60.9,58,4,0
2620,1,Acq,60,0,60,,4,0
2620,1,Acq,60,0,60,83,4,0
2620,9,Acq,57,0,57,,4,0
2620,1,Acq,53,0,53,,4,0
2620,1,Acq,0,50,50,79,4,0
2620,9,Acq,24,26,50,,4,0
2620,1,Renewals,49.5,0,49.5,,4,0
2620,1,Acq,49,0,49,19,4,0
2620,1,Renewals,48,0,48,,4,0
2620,1,Acq,47,0,47,53,4,0
2620,9,Acq,46.05,0,46.05,,4,0
2620,1,Renewals,40,0,40,52,4,0
2620,1,Renewals,30.1,0,30.1,17,4,0
2620,2,Renewals,30,0,30,65,4,0
2620,1,Acq,21.65,0,21.65,,4,0
2620,1,Renewals,17,0,17,,4,0
2620,1,Acq,16,0,16,,4,0
2620,1,Renewals,15,0,15,,4,0
2620,1,Renewals,12,0,12,,4,0
2621,1,Acq,350,0,350,75,4,1
2621,1,Acq,200,0,200,70,4,1
2621,3,Acq,182,0,182,66,4,1
2621,3,Acq,105,0,105,68,4,1
2621,1,Acq,100,0,100,50,4,1
2621,1,Renewals,100,0,100,47,4,1
2621,1,Acq,71,0,71,,4,0
2621,1,Acq,60,0,60,,4,0
2621,1,Acq,55,0,55,59,4,0
2621,1,Acq,47,0,47,56,4,0
2621,1,Renewals,30,0,30,,4,0
2621,1,Acq,22.5,0,22.5,,4,0
2621,3,Acq,20,0,20,54,4,0
2627,9,Acq,100,0,100,,4,1
2627,2,Acq,80,0,80,,4,1
2627,1,Renewals,65.05,0,65.05,72,4,0
2627,2,Acq,37,0,37,66,4,0
2627,1,Acq,30,0,30,68,4,0
2630,1,Renewals,313.95,0,313.95,55,4,1
2630,1,Renewals,172,33,205,70,4,1
2630,2,Renewals,203.05,0,203.05,84,4,1
2630,1,Acq,0,200,200,,4,1
2630,1,Acq,192.5,0,192.5,,4,1
2630,2,Renewals,160.6,0,160.6,51,4,1
2630,1,Renewals,143.6,0,143.6,74,4,1
2630,1,Renewals,100,0,100,,4,1
2630,1,Renewals,90,0,90,78,4,1
2630,1,Acq,88,0,88,66,4,1
2630,9,Acq,85,0,85,37,4,1
2630,9,Acq,84,0,84,72,4,1
2630,2,Acq,80,0,80,67,4,1
2630,7,Renewals,61,0,61,,4,0
2630,1,Renewals,60,0,60,,4,0
2630,1,Renewals,52,0,52,,4,0
2630,1,Renewals,0,50,50,,4,0
2630,9,Acq,49.5,0,49.5,55,4,0
2630,9,Acq,45,0,45,83,4,0
2630,1,Acq,44.1,0,44.1,80,4,0
2630,1,Acq,36,0,36,36,4,0
2630,9,Acq,35,0,35,17,4,0
2630,1,Renewals,34.5,0,34.5,,4,0
2630,1,Acq,29,0,29,,4,0
2630,1,Acq,0,25,25,61,4,0
2630,1,Renewals,24,0,24,,4,0
2630,1,Acq,20,0,20,,4,0
2630,2,Acq,0,20,20,,4,0
2630,1,Acq,10,0,10,38,4,0
2640,1,Renewals,1120.85,0,1120.85,,4,1
2640,8,Renewals,1072.95,0,1072.95,80,4,1
2640,1,Acq,270,0,270,,4,1
2640,1,Renewals,225.6,0,225.6,,4,1
2640,2,Renewals,192.3,0,192.3,,4,1
2640,2,Renewals,185,0,185,,4,1
2640,13,Acq,183.25,0,183.25,35,4,1
2640,1,Acq,180,0,180,,4,1
2640,1,Renewals,162,0,162,76,4,1
2640,1,Acq,150,0,150,,4,1
2640,2,Renewals,150,0,150,62,4,1
2640,1,Renewals,120,30,150,,4,1
2640,1,Renewals,150,0,150,,4,1
2640,1,Renewals,150,0,150,65,4,1
2640,1,Renewals,150,0,150,80,4,1
2640,1,Renewals,147,0,147,,4,1
2640,1,Renewals,140.15,0,140.15,82,4,1
2640,3,Acq,136.3,0,136.3,67,4,1
2640,1,Renewals,135,0,135,,4,1
2640,1,Renewals,129.15,0,129.15,,4,1
2640,1,Acq,122,0,122,,4,1
2640,1,Acq,121,0,121,64,4,1
2640,1,Acq,121,0,121,,4,1
2640,9,Acq,117,0,117,,4,1
2640,1,Renewals,116.5,0,116.5,70,4,1
2640,1,Renewals,105,0,105,54,4,1
2640,1,Renewals,104,0,104,76,4,1
2640,1,Acq,100,0,100,60,4,1
2640,9,Acq,70,30,100,,4,1
2640,1,Acq,100,0,100,72,4,1
2640,1,Acq,0,100,100,,4,1
2640,2,Renewals,70,30,100,75,4,1
2640,1,Renewals,100,0,100,81,4,1
2640,1,Renewals,80,20,100,,4,1
2640,4,Renewals,0,100,100,80,4,1
2640,2,Acq,97,0,97,72,4,1
2640,1,Acq,97,0,97,,4,1
2640,1,Renewals,95,0,95,,4,1
2640,1,Renewals,92.65,0,92.65,85,4,1
2640,1,Acq,92,0,92,,4,1
2640,9,Acq,89.4,0,89.4,,4,1
2640,1,Acq,83,0,83,82,4,1
2640,1,Renewals,82.55,0,82.55,,4,1
2640,2,Acq,81,0,81,71,4,1
2640,9,Acq,80,0,80,,4,1
2640,1,Acq,80,0,80,,4,1
2640,1,Renewals,79.75,0,79.75,66,4,1
2640,1,Renewals,78.3,0,78.3,,4,1
2640,1,Renewals,76.15,0,76.15,17,4,1
2640,1,Renewals,70,0,70,,4,0
2640,1,Renewals,70,0,70,86,4,0
2640,1,Renewals,69,0,69,,4,0
2640,1,Renewals,68,0,68,,4,0
2640,10,Acq,63.5,0,63.5,,4,0
2640,9,Acq,63,0,63,,4,0
2640,3,Renewals,61.3,0,61.3,55,4,0
2640,1,Acq,0,60,60,63,4,0
2640,1,Renewals,60,0,60,69,4,0
2640,1,Renewals,60,0,60,,4,0
2640,9,Acq,51,0,51,60,4,0
2640,2,Acq,0,50,50,64,4,0
2640,1,Acq,50,0,50,,4,0
2640,1,Renewals,50,0,50,61,4,0
2640,1,Renewals,50,0,50,,4,0
2640,1,Acq,48,0,48,,4,0
2640,1,Renewals,48,0,48,47,4,0
2640,1,Acq,47.8,0,47.8,,4,0
2640,1,Renewals,45.5,0,45.5,60,4,0
2640,9,Acq,45,0,45,,4,0
2640,9,Acq,45,0,45,,4,0
2640,2,Renewals,43.5,0,43.5,58,4,0
2640,1,Acq,40.55,0,40.55,,4,0
2640,1,Acq,0,40,40,,4,0
2640,9,Acq,39,0,39,19,4,0
2640,9,Acq,38,0,38,,4,0
2640,1,Acq,37,0,37,78,4,0
2640,2,Renewals,17,20,37,60,4,0
2640,1,Renewals,37,0,37,62,4,0
2640,10,Acq,36.65,0,36.65,57,4,0
2640,1,Renewals,35,0,35,39,4,0
2640,1,Renewals,33,0,33,,4,0
2640,1,Acq,32,0,32,,4,0
2640,1,Acq,29.7,0,29.7,17,4,0
2640,1,Renewals,29,0,29,,4,0
2640,1,Renewals,26,0,26,45,4,0
2640,1,Acq,25,0,25,,4,0
2640,1,Acq,25,0,25,61,4,0
2640,1,Renewals,25,0,25,,4,0
2640,1,Renewals,0,25,25,,4,0
2640,1,Acq,19.5,5,24.5,63,4,0
2640,1,Acq,24,0,24,56,4,0
2640,9,Acq,22,0,22,66,4,0
2640,1,Acq,20,0,20,,4,0
2640,1,Acq,0,20,20,,4,0
2640,1,Acq,0,20,20,75,4,0
2640,9,Acq,0,20,20,69,4,0
2640,2,Renewals,20,0,20,62,4,0
2640,1,Acq,15,0,15,,4,0
2640,10,Acq,15,0,15,54,4,0
2640,9,Acq,11.9,0,11.9,92,4,0
2641,3,Renewals,195.25,0,195.25,64,4,1
2641,3,Renewals,175,0,175,72,4,1
2641,1,Acq,158.3,0,158.3,78,4,1
2641,1,Acq,126,0,126,,4,1
2641,2,Acq,125.25,0,125.25,54,4,1
2641,2,Acq,122.5,0,122.5,50,4,1
2641,3,Renewals,121,0,121,,4,1
2641,1,Acq,112.9,0,112.9,67,4,1
2641,1,Acq,100,0,100,69,4,1
2641,10,Acq,90,10,100,,4,1
2641,1,Acq,95,0,95,64,4,1
2641,3,Acq,89.65,0,89.65,65,4,1
2641,1,Acq,89,0,89,60,4,1
2641,1,Acq,83,0,83,68,4,1
2641,1,Acq,79,0,79,,4,1
2641,2,Renewals,76.8,0,76.8,,4,1
2641,1,Renewals,66,10,76,66,4,1
2641,1,Renewals,71.05,0,71.05,,4,0
2641,1,Renewals,71,0,71,81,4,0
2641,1,Renewals,67,0,67,,4,0
2641,10,Acq,64.45,0,64.45,50,4,0
2641,1,Renewals,63.1,0,63.1,72,4,0
2641,1,Renewals,62.5,0,62.5,,4,0
2641,9,Acq,60,0,60,,4,0
2641,9,Acq,10,50,60,,4,0
2641,1,Renewals,51,0,51,69,4,0
2641,1,Acq,49.5,0,49.5,25,4,0
2641,1,Renewals,44,0,44,,4,0
2641,1,Acq,40,0,40,,4,0
2641,10,Acq,33.6,0,33.6,58,4,0
2641,1,Acq,30,0,30,77,4,0
2641,10,Acq,30,0,30,72,4,0
2641,2,Acq,30,0,30,56,4,0
2641,1,Renewals,0,30,30,80,4,0
2641,1,Renewals,27.15,0,27.15,,4,0
2641,10,Acq,25.4,0,25.4,42,4,0
2641,9,Acq,24,0,24,,4,0
2641,2,Acq,21,0,21,72,4,0
2641,1,Acq,20,0,20,,4,0
2641,1,Renewals,20,0,20,30,4,0
2641,1,Renewals,20,0,20,53,4,0
2641,1,Renewals,19,0,19,51,4,0
2641,9,Acq,14.55,0,14.55,,4,0
2643,1,Renewals,106,0,106,,4,1
2643,1,Acq,103.1,0,103.1,78,4,1
2643,1,Renewals,52,50,102,,4,1
2643,1,Renewals,75,0,75,,4,0
2643,1,Renewals,55,0,55,54,4,0
2643,1,Acq,50,0,50,56,4,0
2643,1,Renewals,40,0,40,78,4,0
2646,1,Acq,280.5,0,280.5,,4,1
2646,1,Acq,130,0,130,,4,1
2646,2,Acq,115.5,0,115.5,84,4,1
2646,1,Renewals,114.9,0,114.9,74,4,1
2646,1,Renewals,111,0,111,74,4,1
2646,1,Renewals,110,0,110,,4,1
2646,1,Acq,102,0,102,,4,1
2646,1,Acq,96,0,96,,4,1
2646,1,Renewals,91,0,91,63,4,1
2646,1,Acq,90,0,90,62,4,1
2646,1,Renewals,82.7,0,82.7,64,4,1
2646,9,Acq,70.2,0,70.2,60,4,0
2646,1,Acq,63.25,0,63.25,52,4,0
2646,1,Renewals,62,0,62,80,4,0
2646,1,Acq,60,0,60,66,4,0
2646,1,Acq,57.5,0,57.5,,4,0
2646,9,Acq,56,0,56,,4,0
2646,1,Acq,43.05,0,43.05,68,4,0
2646,1,Acq,36.5,0,36.5,67,4,0
2646,1,Renewals,25,0,25,78,4,0
2646,1,Acq,20,0,20,,4,0
2646,9,Acq,15.5,0,15.5,68,4,0
2647,1,Acq,236,0,236,69,4,1
2647,1,Acq,86.2,0,86.2,78,4,1
2647,1,Acq,58,0,58,40,4,0
2647,1,Acq,57.3,0,57.3,47,4,0
2647,1,Acq,55.45,0,55.45,,4,0
2647,1,Acq,35,0,35,69,4,0
2647,1,Acq,0,30,30,67,4,0
2647,1,Acq,0,25,25,73,4,0
2647,1,Renewals,0,20,20,80,4,0
2648,1,Renewals,133,0,133,,4,1
2648,9,Acq,50,0,50,,4,0
2650,1,Acq,704.4,0,704.4,76,4,1
2650,9,Acq,458.3,0,458.3,76,4,1
2650,1,Renewals,418.4,0,418.4,68,4,1
2650,1,Acq,305,0,305,73,4,1
2650,1,Acq,264.5,0,264.5,80,4,1
2650,1,Renewals,231.2,0,231.2,40,4,1
2650,9,Acq,225,0,225,,4,1
2650,1,Renewals,225,0,225,78,4,1
2650,1,Renewals,221.4,0,221.4,77,4,1
2650,1,Renewals,112,100,212,60,4,1
2650,1,Renewals,211.45,0,211.45,,4,1
2650,1,Acq,209,0,209,73,4,1
2650,1,Renewals,200,0,200,,4,1
2650,1,Renewals,199.6,0,199.6,77,4,1
2650,3,Renewals,196.7,0,196.7,70,4,1
2650,9,Acq,195.4,0,195.4,78,4,1
2650,1,Renewals,194.55,0,194.55,63,4,1
2650,1,Renewals,190,0,190,,4,1
2650,1,Renewals,189,0,189,,4,1
2650,1,Renewals,180,0,180,,4,1
2650,1,Renewals,165.4,0,165.4,,4,1
2650,1,Renewals,164,0,164,,4,1
2650,1,Acq,161,0,161,,4,1
2650,1,Acq,155.1,0,155.1,,4,1
2650,1,Renewals,155,0,155,,4,1
2650,1,Acq,151,0,151,,4,1
2650,1,Acq,150,0,150,57,4,1
2650,1,Renewals,150,0,150,64,4,1
2650,1,Acq,99,50,149,,4,1
2650,1,Renewals,148.6,0,148.6,66,4,1
2650,2,Renewals,147,0,147,54,4,1
2650,1,Renewals,138.5,0,138.5,,4,1
2650,1,Acq,135,0,135,,4,1
2650,1,Acq,126,0,126,71,4,1
2650,1,Renewals,125.45,0,125.45,70,4,1
2650,1,Renewals,120,0,120,63,4,1
2650,1,Acq,116.25,0,116.25,31,4,1
2650,1,Acq,110.8,0,110.8,45,4,1
2650,1,Renewals,110,0,110,,4,1
2650,1,Renewals,110,0,110,,4,1
2650,2,Acq,106,0,106,85,4,1
2650,1,Acq,105,0,105,,4,1
2650,1,Renewals,105,0,105,77,4,1
2650,1,Renewals,104.45,0,104.45,,4,1
2650,1,Acq,103,0,103,65,4,1
2650,1,Renewals,103,0,103,68,4,1
2650,1,Renewals,101.6,0,101.6,79,4,1
2650,1,Renewals,101.1,0,101.1,,4,1
2650,9,Acq,100,0,100,,4,1
2650,1,Acq,100,0,100,49,4,1
2650,9,Acq,100,0,100,69,4,1
2650,1,Acq,100,0,100,,4,1
2650,1,Acq,0,100,100,78,4,1
2650,1,Acq,93,0,93,75,4,1
2650,2,Renewals,92.6,0,92.6,76,4,1
2650,1,Renewals,90,0,90,,4,1
2650,1,Acq,88.1,0,88.1,54,4,1
2650,2,Acq,77,10,87,,4,1
2650,1,Renewals,86,0,86,,4,1
2650,1,Renewals,83,0,83,,4,1
2650,1,Renewals,83,0,83,,4,1
2650,9,Acq,82,0,82,72,4,1
2650,10,Acq,81,0,81,77,4,1
2650,9,Acq,60,20,80,,4,1
2650,1,Acq,80,0,80,,4,1
2650,1,Renewals,77.5,0,77.5,,4,1
2650,1,Renewals,57.5,20,77.5,81,4,1
2650,1,Renewals,76.9,0,76.9,,4,1
2650,9,Acq,75,0,75,,4,0
2650,1,Acq,75,0,75,,4,0
2650,1,Renewals,75,0,75,73,4,0
2650,9,Acq,74,0,74,55,4,0
2650,1,Renewals,73.4,0,73.4,,4,0
2650,1,Renewals,73,0,73,,4,0
2650,1,Renewals,72,0,72,,4,0
2650,1,Renewals,72,0,72,,4,0
2650,1,Acq,70,0,70,,4,0
2650,1,Acq,70,0,70,74,4,0
2650,9,Acq,68,0,68,71,4,0
2650,4,Renewals,66,0,66,60,4,0
2650,1,Acq,65.3,0,65.3,54,4,0
2650,1,Acq,62,0,62,72,4,0
2650,10,Acq,60,0,60,70,4,0
2650,9,Acq,60,0,60,,4,0
2650,1,Acq,60,0,60,,4,0
2650,1,Renewals,60,0,60,68,4,0
2650,1,Renewals,57,0,57,48,4,0
2650,1,Renewals,56.05,0,56.05,,4,0
2650,1,Renewals,55,0,55,,4,0
2650,1,Acq,53,0,53,,4,0
2650,1,Renewals,53,0,53,68,4,0
2650,1,Renewals,51,0,51,51,4,0
2650,1,Acq,50,0,50,,4,0
2650,1,Acq,0,50,50,72,4,0
2650,1,Acq,50,0,50,,4,0
2650,9,Acq,50,0,50,,4,0
2650,1,Renewals,50,0,50,,4,0
2650,1,Renewals,50,0,50,72,4,0
2650,1,Renewals,50,0,50,69,4,0
2650,1,Renewals,50,0,50,,4,0
2650,1,Acq,44,0,44,42,4,0
2650,1,Acq,44,0,44,71,4,0
2650,1,Acq,43.65,0,43.65,65,4,0
2650,1,Acq,43.2,0,43.2,,4,0
2650,9,Acq,42,0,42,75,4,0
2650,1,Renewals,32,10,42,66,4,0
2650,1,Acq,41,0,41,66,4,0
2650,1,Renewals,40,0,40,51,4,0
2650,9,Acq,39.25,0,39.25,56,4,0
2650,1,Acq,38.95,0,38.95,,4,0
2650,1,Renewals,38.5,0,38.5,75,4,0
2650,1,Acq,35,0,35,,4,0
2650,1,Renewals,35,0,35,,4,0
2650,9,Acq,34,0,34,34,4,0
2650,1,Acq,34,0,34,,4,0
2650,1,Renewals,34,0,34,65,4,0
2650,1,Acq,33,0,33,73,4,0
2650,11,Acq,0,30,30,,4,0
2650,1,Renewals,30,0,30,,4,0
2650,1,Renewals,30,0,30,,4,0
2650,1,Acq,27,0,27,60,4,0
2650,1,Renewals,25,0,25,,4,0
2650,9,Acq,10.85,10,20.85,,4,0
2650,1,Acq,0,20,20,,4,0
2650,10,Acq,20,0,20,45,4,0
2650,1,Renewals,0,20,20,,4,0
2650,1,Acq,15,0,15,63,4,0
2650,9,Acq,0,15,15,,4,0
2650,2,Acq,0,10,10,70,4,0
2650,1,Acq,0,10,10,,4,0
2650,9,Acq,0,10,10,,4,0
2650,1,Renewals,10,0,10,,4,0
2650,9,Acq,4,0,4,,4,0
2651,1,Acq,127.3,0,127.3,,4,1
2651,1,Renewals,33,0,33,39,4,0
2651,1,Renewals,10,0,10,,4,0
2653,9,Acq,40,0,40,,4,0
2663,1,Renewals,147,0,147,,4,1
2663,1,Renewals,129.5,0,129.5,,4,1
2663,3,Renewals,128,0,128,,4,1
2663,2,Renewals,102,0,102,56,4,1
2663,1,Acq,101,0,101,,4,1
2663,9,Acq,100,0,100,69,4,1
2663,2,Acq,100,0,100,67,4,1
2663,1,Renewals,100,0,100,64,4,1
2663,1,Renewals,79,0,79,73,4,1
2663,3,Renewals,61,0,61,,4,0
2663,1,Acq,57,0,57,54,4,0
2663,1,Acq,35,0,35,,4,0
2663,4,Renewals,34,0,34,70,4,0
2663,9,Acq,19,0,19,49,4,0
2666,1,Renewals,256,0,256,,4,1
2666,1,Renewals,203.6,0,203.6,,4,1
2666,2,Acq,186,0,186,,4,1
2666,1,Renewals,154,0,154,81,4,1
2666,1,Acq,150,0,150,63,4,1
2666,1,Renewals,150,0,150,,4,1
2666,2,Renewals,102,0,102,80,4,1
2666,1,Acq,0,100,100,,4,1
2666,1,Renewals,100,0,100,65,4,1
2666,1,Acq,79,0,79,66,4,1
2666,1,Renewals,71.85,0,71.85,,4,0
2666,9,Acq,63,0,63,,4,0
2666,1,Renewals,55,0,55,51,4,0
2666,1,Renewals,53.55,0,53.55,,4,0
2666,1,Acq,50,0,50,77,4,0
2666,1,Acq,50,0,50,58,4,0
2666,1,Acq,50,0,50,78,4,0
2666,1,Renewals,50,0,50,,4,0
2666,1,Renewals,49.85,0,49.85,,4,0
2666,2,Acq,25,0,25,,4,0
2666,2,Acq,20,0,20,,4,0
2666,2,Acq,8,6,14,64,4,0
2668,1,Acq,40,0,40,63,4,0
2671,1,Renewals,352,0,352,69,4,1
2671,1,Renewals,167,0,167,55,4,1
2671,9,Acq,143,0,143,,4,1
2671,1,Renewals,104,0,104,,4,1
2671,2,Acq,100,0,100,65,4,1
2671,1,Acq,100,0,100,59,4,1
2671,1,Renewals,93,0,93,,4,1
2671,1,Acq,70,0,70,42,4,0
2671,1,Renewals,50,0,50,79,4,0
2671,2,Acq,5,0,5,65,4,0
2680,9,Acq,412,0,412,,4,1
2680,1,Renewals,238.1,0,238.1,77,4,1
2680,1,Renewals,237,0,237,85,4,1
2680,1,Renewals,202,0,202,51,4,1
2680,2,Renewals,190,0,190,73,4,1
2680,1,Renewals,154,0,154,,4,1
2680,1,Renewals,145,0,145,,4,1
2680,1,Renewals,133.75,0,133.75,,4,1
2680,1,Renewals,123,0,123,,4,1
2680,1,Renewals,118.45,0,118.45,88,4,1
2680,1,Renewals,105,0,105,27,4,1
2680,1,Acq,102,0,102,49,4,1
2680,1,Acq,100,0,100,,4,1
2680,1,Acq,97,0,97,73,4,1
2680,1,Renewals,95,0,95,72,4,1
2680,1,Renewals,94.5,0,94.5,59,4,1
2680,1,Acq,89,0,89,,4,1
2680,1,Acq,85.35,0,85.35,67,4,1
2680,2,Acq,83,0,83,,4,1
2680,1,Acq,82,0,82,65,4,1
2680,1,Acq,75,0,75,70,4,0
2680,1,Renewals,75,0,75,,4,0
2680,1,Acq,74.9,0,74.9,,4,0
2680,9,Acq,70.5,0,70.5,,4,0
2680,1,Acq,70,0,70,86,4,0
2680,1,Renewals,69,0,69,,4,0
2680,9,Acq,67,0,67,70,4,0
2680,1,Renewals,58.35,0,58.35,,4,0
2680,1,Acq,57.1,0,57.1,78,4,0
2680,9,Acq,54,0,54,77,4,0
2680,1,Acq,54,0,54,79,4,0
2680,10,Acq,51,0,51,,4,0
2680,9,Acq,50,0,50,59,4,0
2680,9,Acq,0,50,50,75,4,0
2680,1,Renewals,47.1,0,47.1,59,4,0
2680,1,Acq,46,0,46,17,4,0
2680,1,Acq,40,0,40,44,4,0
2680,1,Renewals,40,0,40,,4,0
2680,1,Acq,38,0,38,,4,0
2680,9,Acq,34,0,34,,4,0
2680,1,Acq,25.7,0,25.7,,4,0
2680,1,Acq,20,0,20,77,4,0
2680,1,Acq,20,0,20,,4,0
2680,1,Renewals,19.55,0,19.55,69,4,0
2680,1,Acq,10,0,10,,4,0
2700,1,Acq,218.1,0,218.1,,4,1
2700,1,Renewals,149,0,149,64,4,1
2700,1,Renewals,131.15,0,131.15,56,4,1
2700,2,Renewals,123.7,0,123.7,,4,1
2700,1,Acq,108.5,0,108.5,,4,1
2700,2,Acq,99,0,99,41,4,1
2700,1,Renewals,73,0,73,48,4,0
2700,1,Acq,67,0,67,,4,0
2700,9,Acq,66,0,66,,4,0
2700,1,Acq,0,60,60,68,4,0
2700,6,Renewals,55,0,55,53,4,0
2700,9,Acq,52,0,52,70,4,0
2700,1,Renewals,30,0,30,,4,0
2700,1,Renewals,30,0,30,,4,0
2700,1,Acq,0,25,25,,4,0
2700,1,Renewals,22,0,22,73,4,0
2700,1,Acq,6,0,6,,4,0
2705,9,Acq,278,0,278,77,4,1
2705,1,Acq,186,0,186,68,4,1
2705,2,Acq,150,0,150,48,4,1
2705,1,Acq,145.5,0,145.5,,4,1
2705,1,Renewals,143.35,0,143.35,,4,1
2705,1,Renewals,137.2,0,137.2,,4,1
2705,1,Renewals,125,0,125,65,4,1
2705,1,Acq,110,0,110,65,4,1
2705,1,Acq,108,0,108,,4,1
2705,11,Acq,77,0,77,71,4,1
2705,2,Acq,65,0,65,,4,0
2705,2,Acq,55,0,55,53,4,0
2705,9,Acq,54,0,54,72,4,0
2705,1,Acq,50,0,50,70,4,0
2705,10,Acq,48,0,48,19,4,0
2705,3,Renewals,47,0,47,,4,0
2705,1,Acq,36,0,36,,4,0
2705,9,Acq,20,0,20,74,4,0
2705,1,Acq,0,10,10,64,4,0
2705,1,Acq,0,10,10,,4,0
2710,1,Acq,250,0,250,,4,1
2710,1,Acq,161.6,0,161.6,,4,1
2710,1,Renewals,156.5,0,156.5,,4,1
2710,9,Acq,150,0,150,66,4,1
2710,1,Renewals,135,0,135,69,4,1
2710,1,Acq,123,0,123,60,4,1
2710,1,Renewals,115.8,0,115.8,79,4,1
2710,2,Renewals,111,0,111,77,4,1
2710,1,Renewals,103,0,103,62,4,1
2710,1,Renewals,100,0,100,,4,1
2710,1,Renewals,50,50,100,,4,1
2710,1,Acq,93.6,0,93.6,81,4,1
2710,9,Acq,93,0,93,,4,1
2710,1,Renewals,42,50,92,,4,1
2710,1,Renewals,91,0,91,67,4,1
2710,2,Renewals,91,0,91,77,4,1
2710,1,Renewals,84.2,0,84.2,72,4,1
2710,1,Acq,83.5,0,83.5,66,4,1
2710,2,Acq,71.75,0,71.75,53,4,0
2710,1,Acq,65,0,65,,4,0
2710,1,Renewals,64.7,0,64.7,74,4,0
2710,9,Acq,60,0,60,80,4,0
2710,1,Renewals,55,0,55,18,4,0
2710,1,Acq,0,50,50,,4,0
2710,1,Acq,50,0,50,81,4,0
2710,1,Acq,50,0,50,,4,0
2710,1,Acq,0,50,50,50,4,0
2710,1,Renewals,50,0,50,69,4,0
2710,1,Acq,47,0,47,88,4,0
2710,1,Acq,46.35,0,46.35,70,4,0
2710,1,Renewals,45.15,0,45.15,36,4,0
2710,9,Acq,44.1,0,44.1,,4,0
2710,1,Acq,39,0,39,,4,0
2710,1,Renewals,37,0,37,82,4,0
2710,1,Renewals,32,0,32,48,4,0
2710,1,Acq,25,0,25,57,4,0
2710,1,Renewals,20.5,0,20.5,46,4,0
2711,2,Acq,105,0,105,,4,1
2711,1,Acq,96,0,96,41,4,1
2711,1,Acq,80,0,80,68,4,1
2711,1,Renewals,40,0,40,,4,0
2711,1,Acq,0,30,30,,4,0
2713,1,Acq,170,0,170,75,4,1
2713,1,Acq,35.65,0,35.65,,4,0
2713,2,Acq,23,0,23,,4,0
2714,1,Acq,375,0,375,,4,1
2714,1,Renewals,144,0,144,68,4,1
2714,1,Renewals,70.75,0,70.75,54,4,0
2714,1,Acq,35,0,35,85,4,0
2720,1,Renewals,234.5,0,234.5,67,4,1
2720,2,Renewals,224,0,224,,4,1
2720,1,Acq,209.05,10.95,220,33,4,1
2720,1,Renewals,195,0,195,67,4,1
2720,3,Renewals,144,0,144,66,4,1
2720,1,Renewals,137,0,137,65,4,1
2720,1,Acq,131.5,0,131.5,67,4,1
2720,1,Acq,130,0,130,50,4,1
2720,9,Acq,0,100,100,,4,1
2720,3,Renewals,70,0,70,,4,0
2720,1,Renewals,70,0,70,55,4,0
2720,1,Renewals,68,0,68,74,4,0
2720,9,Acq,57,0,57,46,4,0
2720,1,Acq,52.4,0,52.4,,4,0
2720,9,Acq,52,0,52,42,4,0
2720,1,Acq,37,13,50,71,4,0
2720,1,Acq,50,0,50,,4,0
2720,1,Renewals,32,0,32,,4,0
2720,9,Acq,31.3,0,31.3,,4,0
2720,1,Renewals,25,0,25,,4,0
2720,11,Acq,20,0,20,68,4,0
2720,1,Renewals,20,0,20,,4,0
2722,2,Renewals,376,0,376,,4,1
2722,1,Acq,70,50,120,60,4,1
2722,12,Acq,111.7,0,111.7,78,4,1
2722,1,Acq,55,0,55,,4,0
2729,1,Renewals,70,0,70,55,4,0
2729,9,Acq,65,0,65,58,4,0
2731,5,Renewals,333,0,333,78,4,1
2731,2,Acq,211,0,211,87,4,1
2731,3,Renewals,200,0,200,,4,1
2731,2,Acq,178,0,178,,4,1
2731,3,Acq,148.5,0,148.5,78,4,1
2731,2,Acq,134,0,134,45,4,1
2731,2,Acq,125,0,125,74,4,1
2731,1,Acq,113,0,113,,4,1
2731,1,Acq,101,0,101,,4,1
2731,1,Acq,97,0,97,72,4,1
2731,1,Acq,95,0,95,71,4,1
2731,1,Acq,88,0,88,81,4,1
2731,1,Renewals,54.2,20,74.2,72,4,0
2731,2,Acq,67,0,67,74,4,0
2731,1,Acq,62,0,62,80,4,0
2731,1,Acq,60,0,60,,4,0
2731,1,Acq,50,0,50,,4,0
2731,1,Acq,45.6,0,45.6,70,4,0
2731,1,Renewals,45,0,45,80,4,0
