postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,age,weekends,profitable
6147,2,Acq,108.95,0,108.95,58,3,1
6147,1,Acq,106,0,106,,3,1
6147,1,Renewals,101.55,0,101.55,,3,1
6147,1,Acq,100,0,100,75,3,1
6147,2,Renewals,81.8,18.2,100,69,3,1
6147,1,Renewals,100,0,100,,3,1
6147,2,Renewals,90.8,0,90.8,69,3,1
6147,2,Renewals,87.45,0,87.45,,3,1
6147,2,Renewals,76,0,76,68,3,1
6147,2,Acq,68.1,0,68.1,44,3,0
6147,1,Renewals,68,0,68,74,3,0
6147,1,Renewals,60,0,60,43,3,0
6147,1,Renewals,59.75,0,59.75,63,3,0
6147,3,Renewals,56,0,56,66,3,0
6147,1,Renewals,45,10,55,77,3,0
6147,1,Renewals,50,0,50,64,3,0
6147,1,Acq,47,0,47,40,3,0
6147,1,Acq,42.25,0,42.25,41,3,0
6147,1,Acq,14,26,40,81,3,0
6147,2,Renewals,10,5,15,,3,0
6147,1,Acq,0,10,10,,3,0
6147,9,Acq,8,0,8,58,3,0
6147,1,Acq,0,5,5,69,3,0
6148,3,Renewals,320,0,320,91,3,1
6148,1,Renewals,198,52,250,76,3,1
6148,1,Renewals,228.85,0,228.85,,3,1
6148,1,Renewals,224.35,0,224.35,66,3,1
6148,1,Acq,0,200,200,67,3,1
6148,1,Acq,190,0,190,52,3,1
6148,1,Renewals,185.75,0,185.75,,3,1
6148,2,Renewals,163.5,20,183.5,,3,1
6148,1,Renewals,181,0,181,,3,1
6148,1,Renewals,176,0,176,,3,1
6148,1,Renewals,175,0,175,,3,1
6148,1,Renewals,168,0,168,74,3,1
6148,2,Renewals,155,0,155,,3,1
6148,1,Renewals,150,0,150,84,3,1
6148,1,Renewals,150,0,150,80,3,1
6148,1,Acq,130,0,130,59,3,1
6148,1,Acq,130,0,130,,3,1
6148,1,Renewals,127.75,0,127.75,75,3,1
6148,1,Renewals,126,0,126,86,3,1
6148,1,Acq,122,0,122,59,3,1
6148,1,Renewals,122,0,122,67,3,1
6148,1,Acq,109,10,119,65,3,1
6148,1,Acq,116,0,116,74,3,1
6148,2,Renewals,111,5,116,,3,1
6148,1,Renewals,112.95,0,112.95,71,3,1
6148,4,Acq,112.8,0,112.8,,3,1
6148,7,Acq,110,0,110,62,3,1
6148,2,Renewals,109.2,0,109.2,,3,1
6148,1,Acq,109,0,109,64,3,1
6148,1,Renewals,107,0,107,74,3,1
6148,1,Renewals,104,0,104,66,3,1
6148,1,Acq,100,0,100,34,3,1
6148,1,Renewals,100,0,100,79,3,1
6148,1,Renewals,0,100,100,,3,1
6148,1,Renewals,91,0,91,76,3,1
6148,1,Acq,83.5,0,83.5,,3,1
6148,1,Acq,62,20,82,,3,1
6148,1,Acq,68,12,80,,3,1
6148,3,Renewals,79.15,0,79.15,73,3,1
6148,1,Acq,78,0,78,,3,1
6148,1,Acq,75,0,75,48,3,0
6148,2,Acq,75,0,75,76,3,0
6148,7,Acq,75,0,75,66,3,0
6148,1,Acq,74,0,74,,3,0
6148,2,Renewals,74,0,74,63,3,0
6148,3,Renewals,73.4,0,73.4,77,3,0
6148,1,Acq,62,10,72,,3,0
6148,1,Renewals,72,0,72,74,3,0
6148,1,Acq,71.8,0,71.8,58,3,0
6148,1,Acq,70.7,0,70.7,68,3,0
6148,1,Renewals,67.8,0,67.8,,3,0
6148,1,Renewals,63,0,63,55,3,0
6148,1,Renewals,62,0,62,73,3,0
6148,1,Renewals,60,0,60,63,3,0
6148,1,Acq,56,0,56,61,3,0
6148,1,Renewals,55.15,0,55.15,70,3,0
6148,1,Acq,53.35,0,53.35,19,3,0
6148,1,Acq,50,0,50,,3,0
6148,1,Acq,50,0,50,34,3,0
6148,1,Acq,0,50,50,,3,0
6148,1,Renewals,0,50,50,,3,0
6148,1,Renewals,50,0,50,73,3,0
6148,2,Renewals,42,8,50,62,3,0
6148,2,Acq,45.55,0,45.55,62,3,0
6148,2,Acq,45,0,45,,3,0
6148,1,Acq,43,0,43,,3,0
6148,8,Acq,30,5,35,74,3,0
6148,1,Acq,33,0,33,17,3,0
6148,1,Renewals,32.5,0,32.5,80,3,0
6148,1,Renewals,30,0,30,72,3,0
6148,2,Renewals,25,0,25,,3,0
6148,1,Acq,23,0,23,70,3,0
6148,1,Renewals,0,20,20,76,3,0
6148,1,Renewals,20,0,20,,3,0
6148,1,Renewals,5,0,5,53,3,0
6148,1,Renewals,5,0,5,,3,0
6149,2,Renewals,137.7,200,337.7,69,3,1
6149,1,Renewals,198.5,0,198.5,71,3,1
6149,1,Renewals,185.15,0,185.15,74,3,1
6149,1,Acq,182,0,182,71,3,1
6149,1,Renewals,165,0,165,,3,1
6149,1,Renewals,158,0,158,,3,1
6149,2,Renewals,153,0,153,82,3,1
6149,1,Renewals,148.55,0,148.55,,3,1
6149,1,Renewals,98.2,50,148.2,47,3,1
6149,1,Renewals,144.5,0,144.5,,3,1
6149,1,Renewals,141.7,0,141.7,,3,1
6149,1,Acq,135,0,135,,3,1
6149,1,Renewals,129,0,129,60,3,1
6149,1,Renewals,120,0,120,,3,1
6149,1,Renewals,117.5,0,117.5,77,3,1
6149,1,Acq,117,0,117,62,3,1
6149,1,Acq,115,0,115,62,3,1
6149,1,Acq,113.25,0,113.25,,3,1
6149,1,Renewals,112,0,112,,3,1
6149,1,Renewals,112,0,112,73,3,1
6149,1,Acq,110,0,110,72,3,1
6149,1,Renewals,110,0,110,72,3,1
6149,1,Acq,109.9,0,109.9,55,3,1
6149,1,Renewals,108.5,0,108.5,67,3,1
6149,1,Renewals,107,0,107,66,3,1
6149,2,Renewals,106,0,106,57,3,1
6149,1,Renewals,75,30,105,73,3,1
6149,2,Renewals,102,0,102,78,3,1
6149,1,Acq,100,0,100,,3,1
6149,1,Renewals,100,0,100,,3,1
6149,2,Renewals,100,0,100,,3,1
6149,1,Renewals,100,0,100,,3,1
6149,1,Renewals,95.7,0,95.7,75,3,1
6149,1,Acq,95,0,95,,3,1
6149,3,Renewals,95,0,95,63,3,1
6149,1,Renewals,92,0,92,58,3,1
6149,2,Acq,90,0,90,58,3,1
6149,3,Acq,88.55,0,88.55,64,3,1
6149,1,Renewals,82.5,0,82.5,,3,1
6149,1,Acq,82,0,82,,3,1
6149,1,Renewals,80,0,80,,3,1
6149,1,Acq,77,0,77,68,3,1
6149,3,Renewals,74.45,0,74.45,64,3,0
6149,3,Renewals,70.4,0,70.4,,3,0
6149,1,Acq,65,0,65,,3,0
6149,2,Renewals,65,0,65,72,3,0
6149,7,Acq,64.9,0,64.9,,3,0
6149,1,Acq,62,0,62,,3,0
6149,1,Renewals,62,0,62,73,3,0
6149,1,Renewals,61.5,0,61.5,42,3,0
6149,1,Renewals,60,0,60,72,3,0
6149,2,Acq,59,0,59,,3,0
6149,1,Renewals,53,5,58,65,3,0
6149,1,Acq,54.7,0,54.7,44,3,0
6149,1,Acq,54.35,0,54.35,49,3,0
6149,1,Acq,53,0,53,66,3,0
6149,1,Renewals,53,0,53,54,3,0
6149,1,Renewals,42,10,52,,3,0
6149,1,Renewals,51,0,51,,3,0
6149,1,Acq,50,0,50,18,3,0
6149,1,Acq,31,19,50,46,3,0
6149,2,Acq,50,0,50,64,3,0
6149,1,Acq,50,0,50,76,3,0
6149,1,Renewals,50,0,50,78,3,0
6149,1,Renewals,48,2,50,47,3,0
6149,1,Renewals,50,0,50,60,3,0
6149,1,Renewals,50,0,50,,3,0
6149,2,Acq,47,0,47,73,3,0
6149,2,Acq,47,0,47,,3,0
6149,1,Renewals,43.3,0,43.3,,3,0
6149,1,Acq,42,0,42,,3,0
6149,7,Acq,41.5,0,41.5,,3,0
6149,2,Renewals,41,0,41,39,3,0
6149,1,Acq,40,0,40,57,3,0
6149,1,Acq,36,3,39,58,3,0
6149,1,Renewals,37,0,37,,3,0
6149,1,Acq,35,0,35,66,3,0
6149,2,Acq,31,0,31,19,3,0
6149,5,Renewals,31,0,31,34,3,0
6149,2,Renewals,0,30,30,,3,0
6149,1,Renewals,27,0,27,,3,0
6149,1,Renewals,25,0,25,55,3,0
6149,2,Acq,24,0,24,64,3,0
6149,1,Renewals,22.7,0,22.7,58,3,0
6149,1,Acq,22,0,22,22,3,0
6149,7,Acq,20,0,20,,3,0
6149,3,Acq,0,20,20,71,3,0
6149,8,Acq,10,0,10,53,3,0
6150,2,Renewals,315.95,0,315.95,82,3,1
6150,2,Acq,181,59,240,58,3,1
6150,2,Acq,193,0,193,77,3,1
6150,1,Acq,185,0,185,,3,1
6150,1,Renewals,154,30,184,67,3,1
6150,1,Acq,0,175,175,,3,1
6150,1,Acq,161,0,161,80,3,1
6150,1,Acq,150,0,150,,3,1
6150,2,Acq,120,0,120,51,3,1
6150,3,Acq,119.65,0,119.65,57,3,1
6150,3,Acq,112,0,112,17,3,1
6150,1,Renewals,100,0,100,,3,1
6150,2,Acq,98.5,0,98.5,,3,1
6150,1,Renewals,83,0,83,66,3,1
6150,1,Acq,78,0,78,90,3,1
6150,2,Renewals,77,0,77,,3,1
6150,1,Renewals,74.6,0,74.6,,3,0
6150,1,Acq,72,0,72,,3,0
6150,1,Acq,72,0,72,,3,0
6150,2,Acq,70,0,70,51,3,0
6150,1,Renewals,70,0,70,,3,0
6150,1,Renewals,60,10,70,47,3,0
6150,2,Renewals,62.9,0,62.9,60,3,0
6150,1,Acq,60.3,0,60.3,51,3,0
6150,1,Acq,60,0,60,,3,0
6150,1,Renewals,59,0,59,,3,0
6150,1,Renewals,57,0,57,,3,0
6150,2,Renewals,54.85,0,54.85,45,3,0
6150,1,Acq,54,0,54,67,3,0
6150,2,Acq,50,0,50,58,3,0
6150,1,Acq,50,0,50,61,3,0
6150,1,Acq,40,0,40,,3,0
6150,1,Acq,40,0,40,50,3,0
6150,1,Acq,40,0,40,62,3,0
6150,1,Renewals,40,0,40,,3,0
6150,2,Acq,30,0,30,65,3,0
6150,1,Acq,30,0,30,64,3,0
6150,4,Renewals,30,0,30,22,3,0
6150,7,Acq,29.2,0,29.2,,3,0
6150,7,Acq,20,0,20,67,3,0
6150,1,Acq,20,0,20,,3,0
6150,1,Acq,17,0,17,,3,0
6150,1,Renewals,12,0,12,44,3,0
6151,1,Renewals,314,0,314,68,3,1
6151,1,Renewals,167.1,0,167.1,,3,1
6151,1,Renewals,157.75,0,157.75,,3,1
6151,1,Acq,150,0,150,46,3,1
6151,1,Acq,145,0,145,61,3,1
6151,1,Acq,124.8,0,124.8,83,3,1
6151,1,Acq,121.8,0,121.8,45,3,1
6151,1,Renewals,120,0,120,,3,1
6151,1,Acq,116.5,0,116.5,,3,1
6151,1,Renewals,116.05,0,116.05,72,3,1
6151,1,Acq,110,0,110,,3,1
6151,1,Renewals,106.2,0,106.2,70,3,1
6151,7,Acq,0,100,100,84,3,1
6151,1,Renewals,100,0,100,67,3,1
6151,1,Renewals,95.5,0,95.5,,3,1
6151,1,Renewals,95,0,95,79,3,1
6151,1,Renewals,89.5,0,89.5,62,3,1
6151,1,Renewals,81,0,81,,3,1
6151,1,Renewals,81,0,81,,3,1
6151,1,Renewals,79.9,0,79.9,,3,1
6151,1,Acq,73,0,73,,3,0
6151,1,Renewals,65,0,65,,3,0
6151,1,Renewals,60,0,60,58,3,0
6151,1,Renewals,32,20,52,45,3,0
6151,1,Acq,50,0,50,52,3,0
6151,7,Acq,50,0,50,,3,0
6151,1,Acq,50,0,50,,3,0
6151,1,Acq,0,50,50,62,3,0
6151,7,Acq,0,50,50,,3,0
6151,1,Renewals,46,4,50,50,3,0
6151,1,Renewals,50,0,50,65,3,0
6151,1,Renewals,10,30,40,49,3,0
6151,1,Acq,37,0,37,,3,0
6151,1,Renewals,30,0,30,60,3,0
6151,1,Acq,20,0,20,,3,0
6151,1,Acq,20,0,20,60,3,0
6151,1,Renewals,20,0,20,,3,0
6151,1,Renewals,20,0,20,51,3,0
6151,1,Acq,12,0,12,,3,0
6152,1,Renewals,186,0,186,57,3,1
6152,2,Renewals,155,15,170,72,3,1
6152,1,Acq,155,10,165,,3,1
6152,1,Renewals,150.55,0,150.55,69,3,1
6152,1,Renewals,150,0,150,,3,1
6152,1,Acq,131,0,131,61,3,1
6152,1,Acq,130,0,130,54,3,1
6152,1,Acq,130,0,130,,3,1
6152,1,Renewals,130,0,130,55,3,1
6152,1,Renewals,126.1,0,126.1,64,3,1
6152,1,Acq,123.4,0,123.4,66,3,1
6152,1,Acq,122.55,0,122.55,,3,1
6152,1,Renewals,122.4,0,122.4,71,3,1
6152,1,Renewals,120,0,120,,3,1
6152,1,Renewals,119,0,119,,3,1
6152,1,Renewals,118.9,0,118.9,,3,1
6152,1,Renewals,115,0,115,,3,1
6152,1,Acq,113,0,113,64,3,1
6152,1,Acq,110,0,110,68,3,1
6152,1,Acq,55.75,50,105.75,61,3,1
6152,1,Renewals,103.15,0,103.15,88,3,1
6152,2,Acq,102.15,0,102.15,40,3,1
6152,1,Acq,100,0,100,82,3,1
6152,1,Acq,0,100,100,,3,1
6152,1,Acq,100,0,100,,3,1
6152,2,Renewals,100,0,100,,3,1
6152,1,Acq,91,0,91,56,3,1
6152,7,Acq,62.7,20,82.7,,3,1
6152,1,Renewals,82,0,82,,3,1
6152,1,Renewals,80,0,80,,3,1
6152,1,Acq,71.25,0,71.25,,3,0
6152,1,Acq,68.7,0,68.7,68,3,0
6152,1,Acq,67,0,67,64,3,0
6152,2,Renewals,66,0,66,,3,0
6152,1,Acq,65,0,65,,3,0
6152,1,Renewals,61.1,0,61.1,48,3,0
6152,1,Renewals,40.25,20,60.25,72,3,0
6152,1,Acq,10,50,60,,3,0
6152,1,Acq,60,0,60,,3,0
6152,1,Renewals,52.75,7.25,60,,3,0
6152,1,Acq,37.75,20,57.75,,3,0
6152,1,Acq,7,50,57,,3,0
6152,1,Renewals,55,0,55,,3,0
6152,1,Acq,54,0,54,,3,0
6152,1,Renewals,53,0,53,,3,0
6152,1,Acq,52,0,52,65,3,0
6152,1,Acq,45,5,50,70,3,0
6152,1,Acq,50,0,50,61,3,0
6152,1,Acq,50,0,50,46,3,0
6152,1,Acq,0,50,50,68,3,0
6152,1,Renewals,50,0,50,69,3,0
6152,1,Renewals,46.7,0,46.7,16,3,0
6152,7,Acq,26,20,46,72,3,0
6152,1,Renewals,45,0,45,50,3,0
6152,4,Acq,40,0,40,72,3,0
6152,1,Acq,40,0,40,61,3,0
6152,1,Acq,37,0,37,61,3,0
6152,1,Renewals,35,0,35,71,3,0
6152,1,Renewals,34.55,0,34.55,45,3,0
6152,1,Acq,30,0,30,,3,0
6152,1,Acq,26.75,0,26.75,58,3,0
6152,1,Acq,25,0,25,63,3,0
6152,1,Acq,25,0,25,,3,0
6152,1,Acq,22,0,22,65,3,0
6152,1,Acq,20,0,20,63,3,0
6152,1,Renewals,0,20,20,,3,0
6152,1,Acq,7.7,5,12.7,51,3,0
6152,2,Renewals,0,10,10,42,3,0
6153,1,Renewals,300,200,500,46,3,1
6153,1,Renewals,280,0,280,,3,1
6153,1,Acq,250,0,250,59,3,1
6153,1,Acq,237,0,237,74,3,1
6153,1,Acq,230,0,230,67,3,1
6153,1,Renewals,201,24,225,63,3,1
6153,1,Renewals,220,5,225,62,3,1
6153,1,Acq,202,0,202,53,3,1
6153,1,Renewals,150,50,200,87,3,1
6153,2,Renewals,191.7,0,191.7,,3,1
6153,1,Acq,184,0,184,,3,1
6153,8,Renewals,171,0,171,76,3,1
6153,1,Renewals,164.8,0,164.8,84,3,1
6153,1,Renewals,157.25,0,157.25,72,3,1
6153,1,Acq,151.85,0,151.85,52,3,1
6153,1,Renewals,150.05,0,150.05,,3,1
6153,2,Renewals,127,20,147,80,3,1
6153,7,Acq,130,0,130,48,3,1
6153,1,Acq,80,50,130,67,3,1
6153,1,Renewals,130,0,130,77,3,1
6153,1,Renewals,120,0,120,,3,1
6153,1,Acq,105,0,105,63,3,1
6153,1,Acq,102,0,102,53,3,1
6153,1,Acq,100,0,100,62,3,1
6153,1,Acq,0,100,100,68,3,1
6153,1,Acq,100,0,100,75,3,1
6153,1,Renewals,62,38,100,,3,1
6153,1,Acq,78.3,0,78.3,84,3,1
6153,2,Renewals,76,0,76,55,3,1
6153,7,Acq,74,0,74,,3,0
6153,1,Acq,73,0,73,66,3,0
6153,1,Acq,72.65,0,72.65,78,3,0
6153,1,Acq,70,0,70,66,3,0
6153,1,Acq,70,0,70,,3,0
6153,1,Renewals,68,0,68,64,3,0
6153,1,Renewals,65,0,65,55,3,0
6153,1,Renewals,65,0,65,88,3,0
6153,1,Renewals,61.6,0,61.6,,3,0
6153,1,Renewals,60.85,0,60.85,74,3,0
6153,7,Acq,56,0,56,63,3,0
6153,1,Acq,55,0,55,,3,0
6153,1,Renewals,55,0,55,56,3,0
6153,1,Acq,0,50,50,79,3,0
6153,1,Acq,50,0,50,,3,0
6153,2,Acq,50,0,50,65,3,0
6153,1,Acq,0,50,50,,3,0
6153,1,Acq,0,50,50,85,3,0
6153,1,Renewals,50,0,50,,3,0
6153,1,Renewals,50,0,50,65,3,0
6153,1,Renewals,50,0,50,,3,0
6153,1,Renewals,36.55,13.45,50,,3,0
6153,1,Acq,46,0,46,45,3,0
6153,1,Acq,29.4,0,29.4,52,3,0
6153,1,Renewals,22.5,0,22.5,41,3,0
6153,1,Acq,0,20,20,,3,0
6153,1,Acq,20,0,20,86,3,0
6153,1,Acq,0,10,10,72,3,0
6154,1,Renewals,307,0,307,74,3,1
6154,2,Renewals,268,0,268,74,3,1
6154,1,Acq,180,0,180,76,3,1
6154,1,Acq,158,0,158,75,3,1
6154,1,Renewals,149,0,149,84,3,1
6154,1,Acq,148,0,148,,3,1
6154,3,Renewals,102,20,122,64,3,1
6154,1,Renewals,121,0,121,57,3,1
6154,1,Acq,120,0,120,,3,1
6154,2,Renewals,114,0,114,66,3,1
6154,1,Renewals,110,0,110,77,3,1
6154,1,Renewals,105.05,0,105.05,44,3,1
6154,1,Acq,100,0,100,76,3,1
6154,1,Renewals,100,0,100,75,3,1
6154,1,Renewals,0,100,100,57,3,1
6154,1,Acq,95.35,0,95.35,,3,1
6154,1,Acq,85,0,85,72,3,1
6154,1,Renewals,84,0,84,82,3,1
6154,1,Acq,73.7,0,73.7,,3,0
6154,1,Acq,72,0,72,70,3,0
6154,1,Renewals,70,0,70,,3,0
6154,1,Acq,65,0,65,72,3,0
6154,1,Renewals,56,0,56,,3,0
6154,1,Renewals,52,0,52,,3,0
6154,1,Acq,0,50,50,76,3,0
6154,1,Renewals,50,0,50,74,3,0
6154,1,Renewals,0,50,50,63,3,0
6154,2,Renewals,48,0,48,66,3,0
6154,1,Acq,42,0,42,65,3,0
6154,1,Renewals,34,0,34,73,3,0
6154,1,Acq,20,0,20,63,3,0
6154,1,Renewals,0,20,20,,3,0
6154,1,Renewals,16,0,16,,3,0
6154,1,Acq,10,0,10,67,3,0
6155,1,Renewals,766.55,0,766.55,77,3,1
6155,1,Renewals,235.2,0,235.2,56,3,1
6155,1,Renewals,172.2,0,172.2,63,3,1
6155,1,Renewals,172,0,172,61,3,1
6155,1,Renewals,96.3,50,146.3,55,3,1
6155,2,Acq,142,0,142,49,3,1
6155,1,Renewals,142,0,142,,3,1
6155,4,Acq,140.55,0,140.55,,3,1
6155,1,Renewals,140.3,0,140.3,,3,1
6155,3,Renewals,139.05,0,139.05,68,3,1
6155,1,Acq,139,0,139,77,3,1
6155,1,Acq,130.5,0,130.5,80,3,1
6155,3,Renewals,130,0,130,,3,1
6155,2,Renewals,128.7,0,128.7,,3,1
6155,1,Renewals,126,0,126,61,3,1
6155,1,Renewals,122.7,0,122.7,76,3,1
6155,3,Acq,120,0,120,53,3,1
6155,1,Renewals,114.5,0,114.5,75,3,1
6155,3,Renewals,111,0,111,64,3,1
6155,1,Acq,110,0,110,54,3,1
6155,1,Acq,109,0,109,58,3,1
6155,1,Renewals,88.35,20,108.35,73,3,1
6155,1,Renewals,105,0,105,73,3,1
6155,1,Renewals,105,0,105,71,3,1
6155,7,Acq,104.6,0,104.6,55,3,1
6155,1,Acq,100,0,100,70,3,1
6155,1,Renewals,100,0,100,55,3,1
6155,1,Renewals,89,11,100,63,3,1
6155,1,Renewals,100,0,100,,3,1
6155,1,Renewals,98.65,0,98.65,65,3,1
6155,1,Renewals,97,0,97,52,3,1
6155,2,Renewals,96,0,96,,3,1
6155,1,Acq,92.5,0,92.5,77,3,1
6155,1,Acq,92,0,92,,3,1
6155,1,Renewals,92,0,92,50,3,1
6155,1,Renewals,88.5,0,88.5,66,3,1
6155,7,Acq,84.5,0,84.5,,3,1
6155,1,Acq,84,0,84,70,3,1
6155,1,Acq,84,0,84,,3,1
6155,1,Renewals,84,0,84,,3,1
6155,1,Acq,83.3,0,83.3,54,3,1
6155,2,Renewals,83.1,0,83.1,,3,1
6155,1,Renewals,53,30,83,67,3,1
6155,1,Renewals,82.5,0,82.5,,3,1
6155,1,Renewals,80.6,0,80.6,,3,1
6155,1,Acq,80,0,80,35,3,1
6155,1,Acq,65,15,80,54,3,1
6155,1,Acq,80,0,80,20,3,1
6155,2,Renewals,80,0,80,81,3,1
6155,2,Acq,27,50,77,61,3,1
6155,1,Renewals,77,0,77,52,3,1
6155,1,Renewals,65,10,75,,3,0
6155,1,Acq,74,0,74,74,3,0
6155,1,Renewals,70,0,70,75,3,0
6155,2,Renewals,65.6,0,65.6,,3,0
6155,1,Acq,40,25,65,,3,0
6155,1,Acq,53,12,65,,3,0
6155,1,Renewals,65,0,65,86,3,0
6155,1,Renewals,65,0,65,69,3,0
6155,1,Renewals,63.5,0,63.5,,3,0
6155,1,Renewals,60,0,60,48,3,0
6155,1,Acq,59,0,59,72,3,0
6155,1,Renewals,58.5,0,58.5,52,3,0
6155,1,Renewals,57,0,57,,3,0
6155,1,Acq,55,0,55,65,3,0
6155,2,Renewals,54,0,54,54,3,0
6155,1,Acq,32,20,52,,3,0
6155,2,Acq,50,0,50,69,3,0
6155,1,Acq,50,0,50,,3,0
6155,1,Acq,25,25,50,,3,0
6155,1,Acq,50,0,50,,3,0
6155,8,Acq,27,23,50,40,3,0
6155,2,Renewals,50,0,50,,3,0
6155,1,Renewals,50,0,50,48,3,0
6155,1,Renewals,50,0,50,,3,0
6155,1,Acq,49,0,49,,3,0
6155,1,Acq,39,10,49,82,3,0
6155,1,Acq,47,0,47,63,3,0
6155,1,Renewals,47,0,47,,3,0
6155,1,Acq,45.65,0,45.65,,3,0
6155,1,Renewals,42,0,42,36,3,0
6155,1,Acq,41.25,0,41.25,57,3,0
6155,1,Acq,40,0,40,,3,0
6155,1,Renewals,40,0,40,,3,0
6155,1,Acq,39,0,39,63,3,0
6155,1,Acq,39,0,39,63,3,0
6155,1,Acq,38.5,0,38.5,,3,0
6155,1,Renewals,36.3,0,36.3,,3,0
6155,1,Acq,21.3,10,31.3,,3,0
6155,1,Acq,30,0,30,36,3,0
6155,2,Acq,27,0,27,52,3,0
6155,2,Acq,25.6,0,25.6,57,3,0
6155,1,Acq,25,0,25,63,3,0
6155,1,Acq,25,0,25,63,3,0
6155,1,Acq,24,0,24,66,3,0
6155,1,Acq,0,20,20,,3,0
6155,1,Acq,20,0,20,37,3,0
6155,1,Acq,20,0,20,,3,0
6155,1,Acq,20,0,20,70,3,0
6155,1,Acq,0,20,20,,3,0
6155,1,Acq,20,0,20,,3,0
6155,1,Renewals,0,20,20,57,3,0
6155,1,Acq,17,0,17,44,3,0
6155,1,Acq,14,0,14,60,3,0
6155,1,Acq,11,0,11,49,3,0
6155,1,Acq,11,0,11,57,3,0
6155,1,Acq,0,10,10,20,3,0
6156,2,Renewals,320,0,320,,3,1
6156,1,Acq,250,0,250,,3,1
6156,2,Acq,250,0,250,81,3,1
6156,1,Acq,250,0,250,58,3,1
6156,1,Renewals,210,0,210,73,3,1
6156,7,Acq,200,0,200,,3,1
6156,1,Renewals,113,37,150,76,3,1
6156,1,Renewals,90,60,150,,3,1
6156,1,Acq,149.5,0,149.5,,3,1
6156,3,Renewals,128,0,128,81,3,1
6156,1,Acq,126.2,0,126.2,70,3,1
6156,1,Acq,125,0,125,79,3,1
6156,1,Renewals,122.6,0,122.6,,3,1
6156,1,Acq,119.15,0,119.15,,3,1
6156,1,Acq,115.65,0,115.65,74,3,1
6156,1,Acq,110,0,110,84,3,1
6156,1,Renewals,110,0,110,74,3,1
6156,1,Acq,109,0,109,73,3,1
6156,1,Renewals,102,0,102,75,3,1
6156,1,Acq,101.3,0,101.3,,3,1
6156,1,Renewals,0,100,100,,3,1
6156,1,Renewals,100,0,100,84,3,1
6156,1,Acq,95,0,95,73,3,1
6156,1,Acq,0,85,85,,3,1
6156,1,Acq,83,0,83,,3,1
6156,1,Acq,80,0,80,82,3,1
6156,7,Acq,79,0,79,,3,1
6156,1,Acq,76,0,76,,3,1
6156,1,Acq,73.8,0,73.8,17,3,0
6156,1,Acq,70,0,70,57,3,0
6156,1,Acq,68,0,68,68,3,0
6156,2,Acq,62,0,62,,3,0
6156,1,Renewals,62,0,62,,3,0
6156,1,Renewals,60.2,0,60.2,,3,0
6156,1,Acq,56,0,56,,3,0
6156,1,Acq,55,0,55,63,3,0
6156,1,Renewals,43,10,53,,3,0
6156,1,Renewals,52,0,52,47,3,0
6156,1,Acq,50,0,50,,3,0
6156,1,Acq,0,50,50,,3,0
6156,1,Renewals,50,0,50,,3,0
6156,1,Renewals,50,0,50,,3,0
6156,1,Acq,49,0,49,,3,0
6156,2,Acq,40,0,40,85,3,0
6156,1,Acq,37,0,37,75,3,0
6156,8,Renewals,36,0,36,,3,0
6156,7,Acq,25.5,10,35.5,45,3,0
6156,1,Renewals,33.5,0,33.5,,3,0
6156,2,Acq,32,0,32,,3,0
6156,7,Acq,0,25,25,86,3,0
6156,1,Renewals,25,0,25,73,3,0
6156,1,Renewals,20,0,20,,3,0
6156,1,Acq,0,10,10,66,3,0
6156,1,Acq,10,0,10,62,3,0
6157,1,Acq,240,0,240,72,3,1
6157,1,Acq,110,50,160,77,3,1
6157,1,Renewals,122,8,130,51,3,1
6157,1,Renewals,129.05,0,129.05,41,3,1
6157,1,Acq,114,0,114,72,3,1
6157,1,Renewals,102,0,102,69,3,1
6157,1,Acq,100,0,100,,3,1
6157,1,Renewals,96,0,96,,3,1
6157,1,Acq,91.55,0,91.55,58,3,1
6157,1,Renewals,87,0,87,63,3,1
6157,1,Renewals,80,0,80,,3,1
6157,1,Renewals,79.35,0,79.35,75,3,1
6157,1,Renewals,75,0,75,52,3,0
6157,1,Acq,74,0,74,65,3,0
6157,2,Acq,70,0,70,40,3,0
6157,1,Acq,54,11,65,66,3,0
6157,1,Acq,59,6,65,23,3,0
6157,1,Acq,60,0,60,,3,0
6157,7,Acq,50,5,55,53,3,0
6157,1,Acq,55,0,55,,3,0
6157,1,Acq,54.1,0,54.1,38,3,0
6157,1,Renewals,0,50,50,,3,0
6157,1,Acq,49,0,49,,3,0
6157,1,Acq,48.5,0,48.5,,3,0
6157,1,Renewals,47.15,0,47.15,87,3,0
6157,1,Acq,40,0,40,67,3,0
6157,1,Acq,40,0,40,87,3,0
6157,1,Acq,33.2,0,33.2,73,3,0
6157,7,Acq,28.9,0,28.9,69,3,0
6157,1,Acq,25,0,25,,3,0
6157,7,Acq,20,0,20,,3,0
6157,1,Acq,20,0,20,77,3,0
6157,7,Acq,0,20,20,84,3,0
6157,1,Acq,15,0,15,51,3,0
6157,1,Acq,12,0,12,74,3,0
6158,2,Renewals,290,0,290,58,3,1
6158,1,Acq,262,0,262,70,3,1
6158,7,Acq,154.85,50,204.85,77,3,1
6158,1,Acq,168,0,168,,3,1
6158,1,Acq,137,13,150,,3,1
6158,1,Renewals,150,0,150,76,3,1
6158,1,Renewals,135,0,135,,3,1
6158,1,Acq,120.5,0,120.5,45,3,1
