,num_streets,age,Acq,avg donation value,profitable,cluster,avg income,collection_amount,donation_amount,total_received,postcode
4313,9,67.0,1.0,579.521197,0,4,61027.76166,20.0,0.0,20.0,2211
4314,1,69.0,0.0,484.8152473,1,4,59357.13867,246.2,0.0,246.2,2211
4315,3,57.0,1.0,484.8152473,1,4,59357.13867,200.0,0.0,200.0,
4316,1,70.0,0.0,484.8152473,1,4,59357.13867,172.3,0.0,172.3,2211
4317,9,68.0,1.0,484.8152473,1,4,59357.13867,140.0,0.0,140.0,2211
4318,10,68.0,1.0,484.8152473,1,4,59357.13867,136.2,0.0,136.2,
4319,2,63.0,0.0,484.8152473,1,4,59357.13867,102.0,0.0,102.0,2211
4320,4,60.0,0.0,484.8152473,1,4,59357.13867,80.0,0.0,80.0,2211
4321,1,68.0,0.0,484.8152473,1,4,59357.13867,75.3,0.0,75.3,
4322,1,74.0,1.0,484.8152473,0,4,59357.13867,72.0,0.0,72.0,2211
4323,1,79.0,0.0,484.8152473,0,4,59357.13867,72.0,0.0,72.0,
4324,1,65.0,1.0,484.8152473,0,4,59357.13867,71.5,0.0,71.5,2211
4325,1,57.0,1.0,484.8152473,0,4,59357.13867,68.5,0.0,68.5,2211
4326,1,49.0,0.0,484.8152473,0,4,59357.13867,62.6,0.0,62.6,2211
4327,9,76.0,1.0,484.8152473,0,4,59357.13867,55.0,0.0,55.0,2211
4328,1,36.0,0.0,484.8152473,0,4,59357.13867,53.45,0.0,53.45,
4329,1,62.0,0.0,484.8152473,0,4,59357.13867,45.0,0.0,45.0,
4330,1,64.0,1.0,484.8152473,0,4,59357.13867,43.3,0.0,43.3,
4331,3,56.0,1.0,484.8152473,0,4,59357.13867,29.0,0.0,29.0,
4332,1,79.0,0.0,356.791251,1,4,59324.92762,103.0,0.0,103.0,2211
4333,1,64.0,1.0,356.791251,1,4,59324.92762,92.0,8.0,100.0,
4334,9,67.0,1.0,356.791251,1,4,59324.92762,95.0,0.0,95.0,2211
4335,2,80.0,0.0,356.791251,0,4,59324.92762,70.0,0.0,70.0,
4336,1,78.0,1.0,356.791251,0,4,59324.92762,61.4,0.0,61.4,2211
4337,9,66.0,1.0,356.791251,0,4,59324.92762,50.0,0.0,50.0,
4338,2,74.0,1.0,356.791251,0,4,59324.92762,40.2,0.0,40.2,
4339,1,64.0,0.0,356.791251,0,4,59324.92762,30.0,0.0,30.0,2211
4340,1,64.0,1.0,356.791251,0,4,59324.92762,27.55,0.0,27.55,2211
4341,2,49.0,0.0,356.791251,0,4,59324.92762,21.0,0.0,21.0,2211
4342,1,72.0,0.0,471.1441384,1,4,61339.28869,231.0,0.0,231.0,
4343,1,76.0,0.0,471.1441384,1,4,61339.28869,157.0,0.0,157.0,2211
4344,1,71.0,1.0,471.1441384,1,4,61339.28869,120.0,20.0,140.0,2211
4345,1,75.0,0.0,471.1441384,1,4,61339.28869,134.0,0.0,134.0,
4346,9,68.0,1.0,471.1441384,1,4,61339.28869,106.0,0.0,106.0,
4347,9,79.0,1.0,471.1441384,1,4,61339.28869,106.0,0.0,106.0,
4348,9,71.0,1.0,471.1441384,1,4,61339.28869,89.8,0.0,89.8,2212
4349,1,56.0,0.0,471.1441384,1,4,61339.28869,81.0,0.0,81.0,
4350,9,83.0,1.0,471.1441384,0,4,61339.28869,71.0,0.0,71.0,2212
4351,1,71.0,1.0,471.1441384,0,4,61339.28869,70.0,0.0,70.0,
4352,10,53.0,1.0,471.1441384,0,4,61339.28869,70.0,0.0,70.0,2212
4353,1,70.0,0.0,471.1441384,0,4,61339.28869,60.0,0.0,60.0,
4354,1,71.0,1.0,471.1441384,0,4,61339.28869,57.2,0.0,57.2,2212
4355,10,79.0,1.0,471.1441384,0,4,61339.28869,54.0,0.0,54.0,
4356,1,77.0,0.0,471.1441384,0,4,61339.28869,50.0,0.0,50.0,2212
4357,1,63.0,0.0,471.1441384,0,4,61339.28869,50.0,0.0,50.0,
4358,1,34.0,1.0,471.1441384,0,4,61339.28869,26.0,0.0,26.0,
4359,9,75.0,1.0,471.1441384,0,4,61339.28869,21.0,0.0,21.0,2212
4360,1,80.0,1.0,471.1441384,0,4,61339.28869,0.0,20.0,20.0,2212
4361,1,76.0,1.0,471.1441384,0,4,61339.28869,10.0,0.0,10.0,
4362,9,87.0,1.0,471.1441384,0,4,61339.28869,10.0,0.0,10.0,
4363,1,78.0,0.0,348.3596071,1,0,60084.94084,208.0,0.0,208.0,2212
4364,10,70.0,1.0,348.3596071,1,0,60084.94084,175.1,0.0,175.1,
4365,1,81.0,0.0,348.3596071,1,0,60084.94084,150.0,0.0,150.0,
4366,4,48.0,0.0,348.3596071,1,0,60084.94084,150.0,0.0,150.0,
4367,9,75.0,1.0,348.3596071,1,0,60084.94084,135.6,10.0,145.6,
4368,3,45.0,1.0,348.3596071,1,0,60084.94084,139.1,0.0,139.1,
4369,1,74.0,1.0,348.3596071,1,0,60084.94084,137.35,0.0,137.35,
4370,1,80.0,0.0,348.3596071,1,0,60084.94084,122.0,0.0,122.0,2212
4371,1,71.0,0.0,348.3596071,1,0,60084.94084,119.65,0.0,119.65,
4372,1,62.0,1.0,348.3596071,1,0,60084.94084,119.0,0.0,119.0,
4373,9,68.0,1.0,348.3596071,1,0,60084.94084,110.0,0.0,110.0,
4374,2,80.0,1.0,348.3596071,1,0,60084.94084,103.0,0.0,103.0,2213
4375,1,40.0,1.0,348.3596071,1,0,60084.94084,100.0,0.0,100.0,
4376,2,63.0,1.0,348.3596071,1,0,60084.94084,96.0,0.0,96.0,2213
4377,1,68.0,0.0,348.3596071,1,0,60084.94084,92.0,0.0,92.0,
4378,2,41.0,1.0,348.3596071,1,0,60084.94084,85.0,0.0,85.0,2213
4379,1,64.0,0.0,348.3596071,1,0,60084.94084,80.0,0.0,80.0,
4380,2,62.0,1.0,348.3596071,1,0,60084.94084,75.9,0.0,75.9,2213
4381,1,58.0,0.0,348.3596071,0,0,60084.94084,71.6,0.0,71.6,2213
4382,1,59.0,1.0,348.3596071,0,0,60084.94084,67.0,0.0,67.0,
4383,9,57.0,1.0,348.3596071,0,0,60084.94084,63.4,0.0,63.4,2213
4384,10,73.0,1.0,348.3596071,0,0,60084.94084,62.0,0.0,62.0,2213
4385,1,63.0,1.0,348.3596071,0,0,60084.94084,61.0,0.0,61.0,2213
4386,9,69.0,1.0,348.3596071,0,0,60084.94084,60.0,0.0,60.0,2213
4387,1,81.0,1.0,348.3596071,0,0,60084.94084,58.0,0.0,58.0,
4388,1,64.0,1.0,348.3596071,0,0,60084.94084,56.0,0.0,56.0,2213
4389,9,76.0,1.0,348.3596071,0,0,60084.94084,55.0,0.0,55.0,
4390,10,79.0,1.0,348.3596071,0,0,60084.94084,50.0,0.0,50.0,
4391,1,77.0,1.0,348.3596071,0,0,60084.94084,50.0,0.0,50.0,
4392,1,70.0,0.0,348.3596071,0,0,60084.94084,50.0,0.0,50.0,
4393,9,52.0,1.0,348.3596071,0,0,60084.94084,47.1,0.0,47.1,2213
4394,1,57.0,0.0,348.3596071,0,0,60084.94084,46.0,0.0,46.0,2213
4395,9,61.0,1.0,348.3596071,0,0,60084.94084,40.0,0.0,40.0,
4396,1,73.0,0.0,348.3596071,0,0,60084.94084,40.0,0.0,40.0,
4397,1,70.0,0.0,348.3596071,0,0,60084.94084,39.0,0.0,39.0,2213
4398,5,64.0,1.0,348.3596071,0,0,60084.94084,33.0,0.0,33.0,
4399,1,77.0,1.0,348.3596071,0,0,60084.94084,30.0,0.0,30.0,
4400,10,36.0,1.0,348.3596071,0,0,60084.94084,30.0,0.0,30.0,
4401,1,44.0,0.0,348.3596071,0,0,60084.94084,23.5,0.0,23.5,
4402,9,47.0,1.0,348.3596071,0,0,60084.94084,20.0,0.0,20.0,2213
4403,9,74.0,1.0,348.3596071,0,0,60084.94084,0.0,20.0,20.0,2213
4404,1,82.0,1.0,348.3596071,0,0,60084.94084,0.0,20.0,20.0,2213
4405,9,67.0,1.0,348.3596071,0,0,60084.94084,10.0,0.0,10.0,
4406,1,73.0,0.0,348.3596071,0,0,60084.94084,0.0,10.0,10.0,2213
4407,1,78.0,1.0,428.5794066,1,4,73328.30284,170.15,0.0,170.15,2213
4408,1,73.0,1.0,428.5794066,1,4,73328.30284,100.0,0.0,100.0,
4409,1,64.0,0.0,428.5794066,1,4,73328.30284,87.0,10.0,97.0,
4410,1,76.0,0.0,428.5794066,1,4,73328.30284,86.2,0.0,86.2,
4411,1,49.0,1.0,428.5794066,1,4,73328.30284,76.0,0.0,76.0,2213
4412,1,91.0,1.0,428.5794066,0,4,73328.30284,75.0,0.0,75.0,2213
4413,1,47.0,1.0,428.5794066,0,4,73328.30284,70.0,0.0,70.0,
4414,1,67.0,1.0,428.5794066,0,4,73328.30284,61.3,0.0,61.3,2213
4415,1,72.0,0.0,428.5794066,0,4,73328.30284,61.1,0.0,61.1,
4416,1,71.0,1.0,428.5794066,0,4,73328.30284,52.2,0.0,52.2,
4417,1,64.0,0.0,428.5794066,0,4,73328.30284,52.0,0.0,52.0,
4418,10,36.0,1.0,428.5794066,0,4,73328.30284,50.3,0.0,50.3,2214
4419,1,58.0,0.0,428.5794066,0,4,73328.30284,50.0,0.0,50.0,2214
4420,9,55.0,1.0,428.5794066,0,4,73328.30284,48.0,0.0,48.0,
4421,1,54.0,1.0,428.5794066,0,4,73328.30284,47.0,0.0,47.0,
4422,1,73.0,1.0,428.5794066,0,4,73328.30284,31.9,0.0,31.9,
4423,1,71.0,0.0,428.5794066,0,4,73328.30284,30.0,0.0,30.0,
4424,2,66.0,1.0,428.5794066,0,4,73328.30284,21.75,0.0,21.75,2214
4425,1,80.0,1.0,428.5794066,0,4,73328.30284,0.0,10.0,10.0,2214
4426,3,54.0,0.0,255.3125,1,4,60862.7192,115.3,0.0,115.3,2216
4427,1,86.0,0.0,255.3125,1,4,60862.7192,101.0,0.0,101.0,2216
4428,1,55.0,1.0,255.3125,1,4,60862.7192,93.0,0.0,93.0,
4429,1,85.0,0.0,255.3125,1,4,60862.7192,78.0,10.0,88.0,2216
4430,1,39.0,1.0,255.3125,0,4,60862.7192,43.0,0.0,43.0,
4431,1,74.0,1.0,270.3972458,1,4,65180.27217,80.0,0.0,80.0,2216
4432,1,70.0,0.0,270.3972458,0,4,65180.27217,73.0,0.0,73.0,
4433,1,53.0,0.0,270.3972458,0,4,65180.27217,73.0,0.0,73.0,2216
4434,1,62.0,1.0,270.3972458,0,4,65180.27217,66.0,0.0,66.0,2216
4435,1,56.0,0.0,270.3972458,0,4,65180.27217,50.0,10.0,60.0,
4436,4,68.0,0.0,270.3972458,0,4,65180.27217,50.0,0.0,50.0,
4437,10,52.0,1.0,270.3972458,0,4,65180.27217,39.0,0.0,39.0,2216
4438,1,66.0,0.0,270.3972458,0,4,65180.27217,27.1,0.0,27.1,2216
4439,1,34.0,0.0,270.3972458,0,4,65180.27217,25.0,0.0,25.0,
4440,1,65.0,0.0,307.254902,0,4,68070.02281,60.0,0.0,60.0,2217
4441,1,69.0,1.0,414.0866639,1,0,72897.77609,310.0,0.0,310.0,
4442,2,70.0,0.0,414.0866639,1,0,72897.77609,300.0,0.0,300.0,
4443,1,68.0,1.0,414.0866639,1,0,72897.77609,210.0,0.0,210.0,
4444,1,82.0,1.0,414.0866639,1,0,72897.77609,191.0,0.0,191.0,
4445,1,61.0,0.0,414.0866639,1,0,72897.77609,180.0,0.0,180.0,2217
4446,1,77.0,1.0,414.0866639,1,0,72897.77609,157.0,0.0,157.0,2217
4447,1,56.0,0.0,414.0866639,1,0,72897.77609,148.2,0.0,148.2,2217
4448,1,59.0,1.0,414.0866639,1,0,72897.77609,122.0,0.0,122.0,2217
4449,1,74.0,0.0,414.0866639,1,0,72897.77609,122.0,0.0,122.0,
4450,2,44.0,0.0,414.0866639,1,0,72897.77609,117.9,0.0,117.9,2217
4451,1,73.0,1.0,414.0866639,1,0,72897.77609,108.0,0.0,108.0,
4452,1,67.0,0.0,414.0866639,1,0,72897.77609,106.0,0.0,106.0,2217
4453,1,83.0,1.0,414.0866639,1,0,72897.77609,95.0,0.0,95.0,
4454,1,76.0,0.0,414.0866639,1,0,72897.77609,90.0,0.0,90.0,
4455,3,84.0,1.0,414.0866639,1,0,72897.77609,87.0,0.0,87.0,2217
4456,1,26.0,0.0,414.0866639,1,0,72897.77609,76.0,0.0,76.0,
4457,1,63.0,1.0,414.0866639,0,0,72897.77609,62.0,0.0,62.0,
4458,9,57.0,1.0,414.0866639,0,0,72897.77609,60.0,0.0,60.0,
4459,9,68.0,1.0,414.0866639,0,0,72897.77609,58.55,0.0,58.55,
4460,1,39.0,1.0,414.0866639,0,0,72897.77609,55.0,0.0,55.0,2217
4461,1,68.0,0.0,414.0866639,0,0,72897.77609,53.0,0.0,53.0,2217
4462,1,57.0,1.0,414.0866639,0,0,72897.77609,51.5,0.0,51.5,2217
4463,9,45.0,1.0,414.0866639,0,0,72897.77609,50.0,0.0,50.0,
4464,1,67.0,0.0,414.0866639,0,0,72897.77609,48.0,0.0,48.0,2218
4465,1,62.0,0.0,414.0866639,0,0,72897.77609,46.95,0.0,46.95,2218
4466,9,55.0,1.0,414.0866639,0,0,72897.77609,39.8,0.0,39.8,
4467,1,54.0,1.0,414.0866639,0,0,72897.77609,0.0,35.0,35.0,2218
4468,9,73.0,1.0,414.0866639,0,0,72897.77609,30.0,0.0,30.0,
4469,1,42.0,0.0,414.0866639,0,0,72897.77609,30.0,0.0,30.0,2218
4470,1,69.0,1.0,414.0866639,0,0,72897.77609,26.0,0.0,26.0,
4471,9,82.0,1.0,414.0866639,0,0,72897.77609,24.0,0.0,24.0,2218
4472,9,64.0,1.0,273.7340619,1,4,59319.75007,160.0,0.0,160.0,2218
4473,1,68.0,0.0,273.7340619,1,4,59319.75007,119.0,0.0,119.0,2218
4474,1,53.0,1.0,273.7340619,1,4,59319.75007,100.0,0.0,100.0,2218
4475,9,66.0,1.0,273.7340619,0,4,59319.75007,50.0,0.0,50.0,
4476,1,73.0,1.0,273.7340619,0,4,59319.75007,32.0,18.0,50.0,
4477,1,75.0,1.0,273.7340619,0,4,59319.75007,34.0,0.0,34.0,2218
4478,1,48.0,1.0,273.7340619,0,4,59319.75007,0.0,20.0,20.0,
4479,1,67.0,0.0,329.4793103,1,4,65123.75601,155.0,0.0,155.0,2218
4480,1,57.0,0.0,235.6214852,1,4,61894.39168,170.0,0.0,170.0,2219
4481,1,52.0,0.0,235.6214852,1,4,61894.39168,116.0,0.0,116.0,
4482,2,70.0,0.0,235.6214852,1,4,61894.39168,111.7,0.0,111.7,2219
4483,1,63.0,0.0,235.6214852,1,4,61894.39168,104.4,0.0,104.4,2219
4484,9,73.0,1.0,235.6214852,1,4,61894.39168,95.0,0.0,95.0,
4485,1,55.0,0.0,410.3198758,1,4,76580.32361,148.0,0.0,148.0,2219
4486,1,55.0,0.0,410.3198758,1,4,76580.32361,103.0,0.0,103.0,
4487,1,67.0,1.0,410.3198758,1,4,76580.32361,64.0,16.0,80.0,2219
4488,1,67.0,1.0,410.3198758,1,4,76580.32361,64.0,16.0,80.0,2219
4489,2,60.0,1.0,410.3198758,0,4,76580.32361,68.75,0.0,68.75,2219
4490,1,44.0,0.0,410.3198758,0,4,76580.32361,65.8,0.0,65.8,
4491,10,53.0,1.0,410.3198758,0,4,76580.32361,58.0,0.0,58.0,
4492,1,56.0,1.0,410.3198758,0,4,76580.32361,0.0,50.0,50.0,
4493,2,50.0,0.0,410.3198758,0,4,76580.32361,20.0,0.0,20.0,2219
4494,1,67.0,1.0,410.3198758,0,4,76580.32361,-64.0,-16.0,-80.0,
4495,1,78.0,0.0,760.7553231,1,0,94496.54281,190.8,0.0,190.8,2219
4496,2,85.0,0.0,760.7553231,1,0,94496.54281,158.0,0.0,158.0,
4497,9,57.0,1.0,760.7553231,1,0,94496.54281,155.3,0.0,155.3,2219
4498,1,58.0,1.0,760.7553231,1,0,94496.54281,135.7,0.0,135.7,
4499,1,59.0,1.0,760.7553231,1,0,94496.54281,124.0,0.0,124.0,2219
4500,1,43.0,1.0,760.7553231,1,0,94496.54281,101.2,0.0,101.2,2219
4501,1,67.0,0.0,760.7553231,0,0,94496.54281,70.0,0.0,70.0,
4502,1,67.0,0.0,760.7553231,0,0,94496.54281,70.0,0.0,70.0,
4503,1,89.0,0.0,760.7553231,0,0,94496.54281,62.0,0.0,62.0,
4504,1,40.0,1.0,760.7553231,0,0,94496.54281,52.4,0.0,52.4,
4505,1,67.0,0.0,760.7553231,0,0,94496.54281,50.0,0.0,50.0,2219
4506,9,74.0,1.0,760.7553231,0,0,94496.54281,32.0,0.0,32.0,
4507,1,51.0,1.0,760.7553231,0,0,94496.54281,30.0,0.0,30.0,2219
4508,1,67.0,0.0,760.7553231,0,0,94496.54281,-70.0,0.0,-70.0,
4509,2,58.0,0.0,507.0750172,1,4,82760.28064,200.0,0.0,200.0,
4510,1,73.0,0.0,507.0750172,1,4,82760.28064,142.0,0.0,142.0,
4511,1,69.0,0.0,507.0750172,1,4,82760.28064,90.0,0.0,90.0,
4512,1,58.0,1.0,507.0750172,0,4,82760.28064,52.0,0.0,52.0,
4513,1,37.0,1.0,507.0750172,0,4,82760.28064,48.0,0.0,48.0,
4514,1,40.0,1.0,507.0750172,0,4,82760.28064,47.0,0.0,47.0,2220
4515,1,44.0,1.0,507.0750172,0,4,82760.28064,40.0,0.0,40.0,
4516,1,55.0,1.0,507.0750172,0,4,82760.28064,23.0,0.0,23.0,2220
4517,9,62.0,1.0,507.0750172,0,4,82760.28064,10.0,0.0,10.0,
4518,1,56.0,0.0,507.0750172,0,4,82760.28064,10.0,0.0,10.0,
4519,2,59.0,0.0,309.4513934,1,4,75532.61537,198.55,0.0,198.55,
4520,9,83.0,1.0,309.4513934,1,4,75532.61537,174.2,0.0,174.2,
4521,1,62.0,0.0,309.4513934,1,4,75532.61537,146.7,0.0,146.7,2220
4522,1,68.0,0.0,309.4513934,1,4,75532.61537,143.25,0.0,143.25,
4523,2,74.0,0.0,309.4513934,1,4,75532.61537,110.7,0.0,110.7,2220
4524,3,55.0,0.0,309.4513934,1,4,75532.61537,104.0,0.0,104.0,2220
4525,1,65.0,0.0,309.4513934,1,4,75532.61537,97.0,0.0,97.0,2220
4526,1,52.0,0.0,309.4513934,1,4,75532.61537,86.7,0.0,86.7,
4527,10,69.0,1.0,309.4513934,1,4,75532.61537,81.5,0.0,81.5,
4528,1,58.0,1.0,309.4513934,1,4,75532.61537,77.25,0.0,77.25,
4529,9,70.0,1.0,309.4513934,0,4,75532.61537,75.0,0.0,75.0,2220
4530,2,71.0,0.0,309.4513934,0,4,75532.61537,52.0,0.0,52.0,
4531,1,64.0,0.0,309.4513934,0,4,75532.61537,30.0,0.0,30.0,2220
4532,2,71.0,0.0,357.8871252,1,0,68694.92036,268.0,0.0,268.0,
4533,1,71.0,0.0,357.8871252,1,0,68694.92036,213.0,0.0,213.0,
4534,1,85.0,1.0,357.8871252,1,0,68694.92036,100.0,100.0,200.0,
4535,2,76.0,0.0,357.8871252,1,0,68694.92036,167.4,0.0,167.4,
4536,1,66.0,1.0,357.8871252,1,0,68694.92036,150.0,0.0,150.0,
4537,1,59.0,0.0,357.8871252,1,0,68694.92036,0.0,150.0,150.0,
4538,1,62.0,1.0,357.8871252,1,0,68694.92036,145.0,0.0,145.0,
4539,2,79.0,0.0,357.8871252,1,0,68694.92036,127.0,0.0,127.0,
4540,1,79.0,1.0,357.8871252,1,0,68694.92036,113.1,0.0,113.1,
4541,1,65.0,0.0,357.8871252,1,0,68694.92036,111.0,0.0,111.0,
4542,1,56.0,0.0,357.8871252,1,0,68694.92036,100.0,0.0,100.0,2221
4543,1,65.0,0.0,357.8871252,1,0,68694.92036,94.0,0.0,94.0,2221
4544,1,72.0,1.0,357.8871252,1,0,68694.92036,90.0,0.0,90.0,
4545,2,55.0,0.0,357.8871252,1,0,68694.92036,89.0,0.0,89.0,
4546,1,79.0,1.0,357.8871252,1,0,68694.92036,84.0,0.0,84.0,2221
4547,1,76.0,0.0,357.8871252,1,0,68694.92036,81.0,0.0,81.0,2221
4548,1,20.0,1.0,357.8871252,0,0,68694.92036,64.2,0.0,64.2,
4549,1,54.0,1.0,357.8871252,0,0,68694.92036,63.0,0.0,63.0,2221
4550,1,66.0,1.0,357.8871252,0,0,68694.92036,54.0,0.0,54.0,2221
4551,1,59.0,0.0,357.8871252,0,0,68694.92036,54.0,0.0,54.0,2221
4552,1,64.0,1.0,357.8871252,0,0,68694.92036,42.0,0.0,42.0,2221
4553,1,51.0,0.0,357.8871252,0,0,68694.92036,40.0,0.0,40.0,
4554,1,72.0,1.0,357.8871252,0,0,68694.92036,35.0,0.0,35.0,
4555,1,71.0,1.0,357.8871252,0,0,68694.92036,34.0,0.0,34.0,2221
4556,1,79.0,1.0,357.8871252,0,0,68694.92036,30.0,0.0,30.0,2221
4557,1,78.0,1.0,377.6427953,1,4,74577.08282,350.35,0.0,350.35,
4558,1,83.0,0.0,377.6427953,1,4,74577.08282,220.0,0.0,220.0,2221
4559,9,58.0,1.0,377.6427953,1,4,74577.08282,200.0,0.0,200.0,
4560,2,65.0,0.0,377.6427953,1,4,74577.08282,195.1,0.0,195.1,
4561,1,83.0,0.0,377.6427953,1,4,74577.08282,155.0,0.0,155.0,2221
4562,1,66.0,1.0,377.6427953,1,4,74577.08282,150.0,0.0,150.0,
4563,9,56.0,1.0,377.6427953,1,4,74577.08282,128.0,10.0,138.0,
4564,1,78.0,1.0,377.6427953,1,4,74577.08282,105.0,20.0,125.0,
4565,1,45.0,1.0,377.6427953,1,4,74577.08282,120.0,0.0,120.0,
4566,1,66.0,1.0,377.6427953,1,4,74577.08282,117.0,0.0,117.0,2221
4567,1,50.0,1.0,377.6427953,1,4,74577.08282,117.0,0.0,117.0,
4568,1,66.0,0.0,377.6427953,1,4,74577.08282,106.0,0.0,106.0,2221
4569,1,54.0,0.0,377.6427953,1,4,74577.08282,84.0,0.0,84.0,2221
4570,1,39.0,0.0,377.6427953,0,4,74577.08282,66.0,0.0,66.0,
4571,1,58.0,1.0,377.6427953,0,4,74577.08282,63.0,0.0,63.0,2222
4572,10,54.0,1.0,377.6427953,0,4,74577.08282,62.0,0.0,62.0,
4573,1,73.0,1.0,377.6427953,0,4,74577.08282,60.0,0.0,60.0,2222
4574,1,55.0,1.0,377.6427953,0,4,74577.08282,56.0,0.0,56.0,
4575,1,72.0,1.0,377.6427953,0,4,74577.08282,55.1,0.0,55.1,
4576,1,50.0,0.0,377.6427953,0,4,74577.08282,50.1,0.0,50.1,
4577,1,74.0,0.0,377.6427953,0,4,74577.08282,24.0,0.0,24.0,2222
4578,1,50.0,1.0,377.6427953,0,4,74577.08282,20.2,0.0,20.2,
4579,9,67.0,1.0,377.6427953,0,4,74577.08282,8.9,0.0,8.9,
4580,2,63.0,0.0,359.0,1,4,74865.50251,230.0,0.0,230.0,
4581,2,72.0,0.0,359.0,1,4,74865.50251,216.7,0.0,216.7,2223
4582,1,49.0,1.0,359.0,1,4,74865.50251,138.0,0.0,138.0,2223
4583,1,67.0,0.0,359.0,1,4,74865.50251,120.0,0.0,120.0,2223
4584,1,72.0,0.0,359.0,1,4,74865.50251,110.0,0.0,110.0,
4585,1,67.0,0.0,359.0,1,4,74865.50251,110.0,0.0,110.0,2223
4586,2,72.0,0.0,359.0,1,4,74865.50251,90.0,0.0,90.0,
4587,1,69.0,1.0,359.0,1,4,74865.50251,77.0,0.0,77.0,2223
4588,1,21.0,1.0,359.0,0,4,74865.50251,70.0,0.0,70.0,2223
4589,1,37.0,0.0,359.0,0,4,74865.50251,44.5,10.0,54.5,2223
4590,1,60.0,0.0,359.0,0,4,74865.50251,48.9,0.0,48.9,
4591,1,64.0,1.0,359.0,0,4,74865.50251,45.0,0.0,45.0,
4592,1,78.0,0.0,359.0,0,4,74865.50251,20.0,10.0,30.0,
4593,1,48.0,0.0,359.0,0,4,74865.50251,22.0,0.0,22.0,2223
4594,1,42.0,0.0,359.0,0,4,74865.50251,22.0,0.0,22.0,2223
4595,1,76.0,0.0,340.1989864,1,4,73090.23492,202.2,0.0,202.2,2223
4596,1,56.0,1.0,340.1989864,1,4,73090.23492,193.65,0.0,193.65,2223
4597,4,63.0,1.0,340.1989864,1,4,73090.23492,158.15,0.0,158.15,2223
4598,1,67.0,1.0,340.1989864,1,4,73090.23492,140.0,0.0,140.0,
4599,1,59.0,0.0,340.1989864,1,4,73090.23492,125.0,0.0,125.0,2223
4600,1,57.0,1.0,340.1989864,1,4,73090.23492,113.0,0.0,113.0,
4601,1,88.0,0.0,340.1989864,1,4,73090.23492,103.5,0.0,103.5,
4602,1,20.0,0.0,340.1989864,1,4,73090.23492,92.0,0.0,92.0,
4603,1,43.0,1.0,340.1989864,1,4,73090.23492,79.75,0.0,79.75,
4604,1,56.0,0.0,340.1989864,1,4,73090.23492,76.0,0.0,76.0,2223
4605,1,72.0,0.0,340.1989864,0,4,73090.23492,74.0,0.0,74.0,
4606,1,70.0,1.0,340.1989864,0,4,73090.23492,64.0,0.0,64.0,
4607,9,59.0,1.0,340.1989864,0,4,73090.23492,57.0,0.0,57.0,
4608,1,41.0,0.0,340.1989864,0,4,73090.23492,49.4,0.0,49.4,
4609,1,16.0,1.0,340.1989864,0,4,73090.23492,45.0,0.0,45.0,2223
4610,1,75.0,1.0,340.1989864,0,4,73090.23492,0.0,40.0,40.0,
4611,1,42.0,1.0,340.1989864,0,4,73090.23492,0.0,40.0,40.0,
4612,1,69.0,0.0,340.1989864,0,4,73090.23492,0.0,30.0,30.0,2223
4613,1,55.0,1.0,340.1989864,0,4,73090.23492,0.0,20.0,20.0,
4614,1,63.0,1.0,291.0278023,1,4,65883.60812,81.1,0.0,81.1,2223
4615,1,62.0,0.0,291.0278023,0,4,65883.60812,55.0,0.0,55.0,
4616,9,67.0,1.0,291.0278023,0,4,65883.60812,54.0,0.0,54.0,2223
4617,9,49.0,1.0,291.0278023,0,4,65883.60812,50.0,0.0,50.0,2223
4618,1,62.0,1.0,291.0278023,0,4,65883.60812,0.0,50.0,50.0,2223
4619,1,67.0,0.0,291.0278023,0,4,65883.60812,45.0,0.0,45.0,
4620,1,53.0,0.0,291.0278023,0,4,65883.60812,39.0,0.0,39.0,
4621,1,68.0,0.0,291.0278023,0,4,65883.60812,27.0,0.0,27.0,
4622,1,47.0,1.0,291.0278023,0,4,65883.60812,20.0,0.0,20.0,2223
4623,1,78.0,0.0,291.0278023,0,4,65883.60812,20.0,0.0,20.0,2223
4624,1,67.0,0.0,228.9702995,1,4,62865.2893,161.65,0.0,161.65,
4625,1,62.0,1.0,228.9702995,1,4,62865.2893,159.75,0.0,159.75,
4626,9,72.0,1.0,228.9702995,1,4,62865.2893,158.05,0.0,158.05,
4627,2,71.0,0.0,228.9702995,1,4,62865.2893,113.15,0.0,113.15,2223
4628,1,73.0,0.0,228.9702995,1,4,62865.2893,101.0,0.0,101.0,
4629,1,68.0,1.0,228.9702995,1,4,62865.2893,100.0,0.0,100.0,
4630,1,78.0,0.0,228.9702995,1,4,62865.2893,80.0,12.0,92.0,2223
4631,2,81.0,1.0,228.9702995,1,4,62865.2893,90.0,0.0,90.0,2223
4632,1,77.0,0.0,228.9702995,1,4,62865.2893,86.0,0.0,86.0,
4633,1,66.0,1.0,228.9702995,1,4,62865.2893,83.65,0.0,83.65,
4634,1,72.0,1.0,228.9702995,0,4,62865.2893,65.0,0.0,65.0,2223
4635,9,63.0,1.0,228.9702995,0,4,62865.2893,50.0,0.0,50.0,
4636,1,49.0,1.0,228.9702995,0,4,62865.2893,46.0,0.0,46.0,
4637,1,46.0,0.0,228.9702995,0,4,62865.2893,44.9,0.0,44.9,
4638,2,55.0,0.0,228.9702995,0,4,62865.2893,44.0,0.0,44.0,
