,age,num_streets,gender,Acq,postcode,avg salary,Median_Tot_fam_inc_weekly,avg gross tax paid,avg donation value,prediction,profitable
0,67.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
1,57.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
2,53.0,4,1,0.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
3,59.0,2,0,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
4,74.0,2,0,0.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
5,58.0,3,1,0.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
6,55.0,2,0,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
7,46.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
8,25.0,2,0,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
9,54.0,2,1,0.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
10,40.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
11,73.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
12,72.0,2,0,1.0,810,70174.69852,1959,16109.73683,377.4298208,1,1
13,50.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
14,51.0,3,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
15,61.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
16,41.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
17,56.0,2,1,0.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
18,83.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
19,79.0,2,1,1.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
20,68.0,2,1,0.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
21,64.0,2,0,0.0,810,70174.69852,1959,16109.73683,377.4298208,0,0
22,48.0,2,0,0.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
23,72.0,2,0,1.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
24,80.0,4,0,0.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
25,66.0,3,0,1.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
26,71.0,4,1,0.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
27,54.0,1,0,1.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
28,60.0,2,1,1.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
29,75.0,2,1,0.0,812,69415.30501,1969,15274.25469,283.6487245,1,1
30,46.0,2,0,1.0,812,69415.30501,1969,15274.25469,283.6487245,0,0
31,73.0,4,1,1.0,812,69415.30501,1969,15274.25469,283.6487245,0,0
32,61.0,2,1,1.0,812,69415.30501,1969,15274.25469,283.6487245,0,0
33,41.0,2,1,1.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
34,57.0,4,1,1.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
35,72.0,4,1,1.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
36,77.0,2,0,1.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
37,68.0,4,1,1.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
38,76.0,2,0,0.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
39,81.0,2,0,0.0,820,77015.86339,2314,20760.58033,409.5887097,1,1
40,58.0,2,0,1.0,820,77015.86339,2314,20760.58033,409.5887097,0,0
41,78.0,2,1,1.0,820,77015.86339,2314,20760.58033,409.5887097,0,0
42,48.0,2,0,0.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
43,72.0,3,0,0.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
44,49.0,2,1,1.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
45,60.0,2,1,1.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
46,61.0,2,1,0.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
47,70.0,2,1,0.0,830,71260.41744,1909,15479.8804,268.3436312,1,1
48,39.0,2,1,1.0,830,71260.41744,1909,15479.8804,268.3436312,0,0
49,35.0,2,1,0.0,830,71260.41744,1909,15479.8804,268.3436312,0,0
50,63.0,3,0,1.0,830,71260.41744,1909,15479.8804,268.3436312,0,0
51,20.0,2,0,0.0,830,71260.41744,1909,15479.8804,268.3436312,0,0
52,88.0,1,0,0.0,832,75603.31895,2138,17044.26096,237.4852785,1,1
53,34.0,2,1,1.0,832,75603.31895,2138,17044.26096,237.4852785,1,1
54,53.0,3,1,0.0,832,75603.31895,2138,17044.26096,237.4852785,1,1
55,77.0,2,1,1.0,832,75603.31895,2138,17044.26096,237.4852785,0,0
56,55.0,1,0,0.0,832,75603.31895,2138,17044.26096,237.4852785,0,0
57,55.0,2,1,1.0,835,76117.25214,2102,19160.96906,319.9080882,0,0
58,46.0,3,1,1.0,836,76208.36337,2108,17616.23654,239.156228,1,1
59,54.0,2,1,1.0,836,76208.36337,2108,17616.23654,239.156228,1,1
60,67.0,2,0,1.0,836,76208.36337,2108,17616.23654,239.156228,1,1
61,71.0,2,0,1.0,841,72563.32189,1636,15710.46185,243.4368932,0,0
62,66.0,2,1,1.0,845,63829.14575,1343,12701.35472,394.3529412,1,1
63,29.0,2,1,1.0,850,62357.34613,1724,13168.59826,334.6340426,0,0
64,68.0,3,0,0.0,860,67010.99704,1428,13763.76286,367.0950704,1,1
65,52.0,3,1,0.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
66,57.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,1
67,68.0,2,1,0.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
68,64.0,2,0,0.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
69,52.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
70,43.0,2,1,0.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
71,67.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
72,73.0,2,0,0.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
73,57.0,3,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
74,60.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
75,52.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
76,85.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
77,59.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
78,56.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
79,61.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,1,1
80,53.0,2,1,0.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
81,70.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
82,64.0,2,0,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
83,70.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
84,59.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
85,46.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
86,57.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
87,67.0,2,1,1.0,870,64164.21201,1971,13837.19142,461.3562047,0,0
88,59.0,2,1,1.0,880,82868.71339,2271,21175.45491,692.6717172,1,1
89,38.0,2,1,1.0,880,82868.71339,2271,21175.45491,692.6717172,0,0
90,54.0,1,0,1.0,2000,68324.53158,1623,24659.51217,2193.902033,1,1
91,80.0,1,1,1.0,2000,68324.53158,1623,24659.51217,2193.902033,1,1
92,66.0,1,0,1.0,2007,63406.80715,1555,14423.00256,414.6567623,1,1
93,45.0,1,1,1.0,2008,65432.7524,1977,15560.21641,671.0736059,0,0
94,46.0,9,1,1.0,2010,83607.30431,2545,24859.08531,862.3593272,1,1
95,50.0,1,0,1.0,2010,83607.30431,2545,24859.08531,862.3593272,1,1
96,57.0,1,0,1.0,2010,83607.30431,2545,24859.08531,862.3593272,0,0
97,36.0,1,1,1.0,2010,83607.30431,2545,24859.08531,862.3593272,0,0
98,60.0,1,1,0.0,2011,87041.84259,2494,30327.99718,1527.514147,1,1
99,62.0,1,1,0.0,2015,78642.97207,2469,19394.31099,493.0516591,1,1
100,76.0,1,0,1.0,2015,78642.97207,2469,19394.31099,493.0516591,1,1
101,64.0,1,1,1.0,2015,78642.97207,2469,19394.31099,493.0516591,0,0
102,72.0,1,1,0.0,2016,73037.29836,2141,19138.20623,586.8450258,0,0
103,71.0,9,1,1.0,2016,73037.29836,2141,19138.20623,586.8450258,0,0
104,71.0,2,1,0.0,2017,72972.70994,1836,16627.23564,386.8738931,1,1
105,69.0,9,1,1.0,2017,72972.70994,1836,16627.23564,386.8738931,1,1
106,28.0,1,0,0.0,2017,72972.70994,1836,16627.23564,386.8738931,0,0
107,35.0,9,1,1.0,2017,72972.70994,1836,16627.23564,386.8738931,0,0
108,54.0,9,0,1.0,2017,72972.70994,1836,16627.23564,386.8738931,0,0
109,81.0,9,1,1.0,2017,72972.70994,1836,16627.23564,386.8738931,0,0
110,69.0,1,1,0.0,2018,64027.76782,1362,13555.18729,427.7109288,1,1
111,61.0,1,0,1.0,2018,64027.76782,1362,13555.18729,427.7109288,1,1
112,60.0,1,1,1.0,2018,64027.76782,1362,13555.18729,427.7109288,0,0
113,76.0,1,1,0.0,2018,64027.76782,1362,13555.18729,427.7109288,0,0
114,95.0,1,1,1.0,2018,64027.76782,1362,13555.18729,427.7109288,0,0
115,68.0,9,0,1.0,2018,64027.76782,1362,13555.18729,427.7109288,0,0
116,57.0,1,1,0.0,2019,69395.84363,1905,15641.17537,379.9534989,0,0
117,43.0,1,1,0.0,2019,69395.84363,1905,15641.17537,379.9534989,0,0
118,49.0,1,1,1.0,2020,65175.9019,1652,13677.08273,392.1661992,1,1
119,60.0,9,1,1.0,2020,65175.9019,1652,13677.08273,392.1661992,1,1
120,54.0,9,0,1.0,2020,65175.9019,1652,13677.08273,392.1661992,1,1
121,58.0,1,0,0.0,2020,65175.9019,1652,13677.08273,392.1661992,1,1
122,70.0,9,1,1.0,2020,65175.9019,1652,13677.08273,392.1661992,0,0
123,41.0,1,1,1.0,2020,65175.9019,1652,13677.08273,392.1661992,0,0
124,69.0,1,0,1.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
125,61.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
126,56.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
127,66.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,0,1
128,60.0,1,0,1.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
129,69.0,1,1,1.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
130,70.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,1,1
131,64.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,0,0
132,66.0,1,1,0.0,2021,104154.457,2868,41884.57079,1511.728296,0,0
133,16.0,1,1,1.0,2021,104154.457,2868,41884.57079,1511.728296,0,0
134,63.0,1,1,1.0,2021,104154.457,2868,41884.57079,1511.728296,0,0
135,77.0,1,1,0.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
136,69.0,1,0,1.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
137,72.0,9,1,1.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
138,73.0,1,1,0.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
139,82.0,1,1,1.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
140,48.0,1,0,0.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
141,71.0,1,1,1.0,2022,85788.51544,2456,27034.06876,1042.903145,1,1
142,83.0,1,0,1.0,2022,85788.51544,2456,27034.06876,1042.903145,0,0
143,61.0,1,1,0.0,2023,114546.9671,2856,66074.15908,5050.535385,1,1
144,75.0,9,1,1.0,2023,114546.9671,2856,66074.15908,5050.535385,0,0
145,51.0,1,1,1.0,2023,114546.9671,2856,66074.15908,5050.535385,0,0
146,53.0,9,1,1.0,2024,103617.1062,2620,43102.36341,2002.2966,1,1
147,56.0,1,1,1.0,2024,103617.1062,2620,43102.36341,2002.2966,1,1
148,73.0,1,1,1.0,2024,103617.1062,2620,43102.36341,2002.2966,1,1
149,56.0,1,0,1.0,2024,103617.1062,2620,43102.36341,2002.2966,0,0
150,28.0,9,0,1.0,2024,103617.1062,2620,43102.36341,2002.2966,0,0
151,84.0,1,0,0.0,2025,110457.3118,2781,53976.44949,3060.347072,1,1
152,87.0,1,0,1.0,2025,110457.3118,2781,53976.44949,3060.347072,1,1
153,60.0,1,0,0.0,2025,110457.3118,2781,53976.44949,3060.347072,1,1
154,16.0,9,1,1.0,2025,110457.3118,2781,53976.44949,3060.347072,1,1
155,72.0,1,0,1.0,2025,110457.3118,2781,53976.44949,3060.347072,0,0
156,74.0,9,0,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
157,76.0,1,0,0.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
158,62.0,1,1,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
159,56.0,9,1,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
160,65.0,1,0,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
161,57.0,1,1,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
162,63.0,1,1,1.0,2026,86948.96874,2436,29755.71009,2250.206266,1,1
163,68.0,1,0,0.0,2026,86948.96874,2436,29755.71009,2250.206266,0,0
164,65.0,1,1,0.0,2026,86948.96874,2436,29755.71009,2250.206266,0,0
165,79.0,9,1,1.0,2026,86948.96874,2436,29755.71009,2250.206266,0,0
166,78.0,9,0,1.0,2026,86948.96874,2436,29755.71009,2250.206266,0,0
167,67.0,1,0,1.0,2027,118233.818,2929,91110.85093,15174.70022,1,1
168,86.0,1,1,0.0,2027,118233.818,2929,91110.85093,15174.70022,1,1
169,72.0,1,1,0.0,2028,97276.20244,2756,53139.1797,3478.819983,1,1
170,83.0,1,1,0.0,2028,97276.20244,2756,53139.1797,3478.819983,1,1
171,78.0,1,0,0.0,2029,91001.05135,2515,39227.66006,2352.578654,1,1
172,64.0,1,0,0.0,2029,91001.05135,2515,39227.66006,2352.578654,1,1
173,57.0,1,1,1.0,2029,91001.05135,2515,39227.66006,2352.578654,1,1
174,68.0,1,0,0.0,2029,91001.05135,2515,39227.66006,2352.578654,1,1
175,66.0,1,0,1.0,2029,91001.05135,2515,39227.66006,2352.578654,1,1
176,82.0,9,1,1.0,2029,91001.05135,2515,39227.66006,2352.578654,0,0
177,64.0,1,0,1.0,2029,91001.05135,2515,39227.66006,2352.578654,0,0
178,45.0,1,1,1.0,2029,91001.05135,2515,39227.66006,2352.578654,0,0
179,72.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
180,72.0,1,0,0.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
181,92.0,1,1,0.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
182,57.0,1,0,0.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
183,48.0,1,1,0.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
184,72.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,1,1
185,83.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,0,0
186,60.0,1,0,1.0,2030,118461.86,2734,69523.37261,9873.395527,0,0
187,76.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,0,0
188,85.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,0,0
189,71.0,1,1,1.0,2030,118461.86,2734,69523.37261,9873.395527,0,0
190,70.0,1,0,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
191,75.0,1,1,1.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
192,55.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
193,76.0,2,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
194,52.0,1,1,1.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
195,45.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
196,54.0,1,0,1.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
197,47.0,1,1,1.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
198,47.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
199,46.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
200,75.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
201,48.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,1,1
202,58.0,2,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
203,57.0,9,1,1.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
204,77.0,1,1,1.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
205,38.0,1,1,0.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
206,48.0,1,0,1.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
207,67.0,1,0,0.0,2031,85873.60032,2415,27602.62225,749.1847134,0,0
208,60.0,1,1,0.0,2032,69519.9726,1578,17843.26297,546.2550689,1,1
209,57.0,1,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,1,1
210,58.0,1,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,1,1
211,89.0,1,1,0.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
212,61.0,9,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
213,66.0,1,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
214,72.0,1,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
215,89.0,1,1,1.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
216,40.0,9,0,1.0,2032,69519.9726,1578,17843.26297,546.2550689,0,0
217,75.0,1,0,1.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
218,66.0,1,0,1.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
219,75.0,1,0,1.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
220,52.0,1,1,1.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
221,91.0,1,0,0.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
222,66.0,1,0,0.0,2033,75327.22872,1968,23072.64724,723.2303086,1,1
223,78.0,1,0,0.0,2033,75327.22872,1968,23072.64724,723.2303086,0,0
224,66.0,1,1,0.0,2034,86597.58092,2467,27464.99526,702.5124448,1,1
225,63.0,1,1,0.0,2034,86597.58092,2467,27464.99526,702.5124448,1,1
226,74.0,9,0,1.0,2034,86597.58092,2467,27464.99526,702.5124448,1,1
227,78.0,2,0,1.0,2034,86597.58092,2467,27464.99526,702.5124448,1,1
228,78.0,1,0,1.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
229,72.0,1,1,0.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
230,74.0,1,1,1.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
231,70.0,1,0,0.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
232,53.0,1,0,1.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
233,91.0,1,1,1.0,2034,86597.58092,2467,27464.99526,702.5124448,0,0
234,87.0,2,0,0.0,2035,73834.10777,1874,20572.2732,599.3554244,1,1
235,68.0,1,1,0.0,2035,73834.10777,1874,20572.2732,599.3554244,1,1
236,63.0,1,1,0.0,2035,73834.10777,1874,20572.2732,599.3554244,1,1
237,25.0,1,1,1.0,2035,73834.10777,1874,20572.2732,599.3554244,1,1
238,71.0,1,1,1.0,2035,73834.10777,1874,20572.2732,599.3554244,1,1
239,77.0,1,1,0.0,2035,73834.10777,1874,20572.2732,599.3554244,0,0
240,62.0,9,1,1.0,2035,73834.10777,1874,20572.2732,599.3554244,0,0
241,23.0,3,1,1.0,2035,73834.10777,1874,20572.2732,599.3554244,0,0
242,61.0,1,0,0.0,2035,73834.10777,1874,20572.2732,599.3554244,0,0
243,71.0,9,0,1.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
244,68.0,1,1,0.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
245,53.0,1,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
246,54.0,1,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
247,50.0,9,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
248,69.0,1,1,0.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
249,81.0,9,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,1,1
250,64.0,9,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
251,21.0,1,0,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
252,50.0,9,0,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
253,73.0,1,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
254,65.0,9,0,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
255,55.0,9,0,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
256,49.0,1,1,1.0,2036,69415.84423,1585,16857.75442,446.4762345,0,0
257,64.0,9,1,1.0,2037,79181.14455,2307,24012.92305,1031.189037,1,1
258,64.0,1,1,1.0,2037,79181.14455,2307,24012.92305,1031.189037,1,1
259,56.0,9,0,0.0,2037,79181.14455,2307,24012.92305,1031.189037,1,1
260,66.0,1,1,0.0,2037,79181.14455,2307,24012.92305,1031.189037,1,1
261,75.0,1,1,0.0,2037,79181.14455,2307,24012.92305,1031.189037,0,0
262,67.0,1,1,1.0,2038,90839.88567,2739,27372.05599,728.3236301,1,1
263,61.0,1,1,0.0,2038,90839.88567,2739,27372.05599,728.3236301,1,1
264,87.0,2,1,1.0,2038,90839.88567,2739,27372.05599,728.3236301,1,1
265,72.0,1,0,0.0,2038,90839.88567,2739,27372.05599,728.3236301,0,0
266,50.0,1,1,1.0,2038,90839.88567,2739,27372.05599,728.3236301,0,0
267,41.0,1,1,1.0,2038,90839.88567,2739,27372.05599,728.3236301,0,0
268,66.0,1,1,1.0,2038,90839.88567,2739,27372.05599,728.3236301,0,0
269,53.0,9,1,1.0,2039,100519.6359,2921,31049.31809,777.6830036,1,1
270,75.0,1,1,0.0,2039,100519.6359,2921,31049.31809,777.6830036,1,1
271,75.0,9,0,1.0,2039,100519.6359,2921,31049.31809,777.6830036,1,1
272,66.0,10,0,1.0,2039,100519.6359,2921,31049.31809,777.6830036,1,1
273,60.0,2,1,0.0,2039,100519.6359,2921,31049.31809,777.6830036,0,0
274,57.0,2,1,0.0,2040,86692.33464,2490,24229.35045,592.1022257,1,1
275,54.0,1,0,1.0,2040,86692.33464,2490,24229.35045,592.1022257,1,1
276,72.0,2,1,0.0,2040,86692.33464,2490,24229.35045,592.1022257,1,1
277,43.0,1,0,1.0,2040,86692.33464,2490,24229.35045,592.1022257,1,1
278,70.0,1,1,0.0,2040,86692.33464,2490,24229.35045,592.1022257,0,1
279,55.0,1,0,0.0,2040,86692.33464,2490,24229.35045,592.1022257,1,1
280,68.0,1,1,1.0,2040,86692.33464,2490,24229.35045,592.1022257,0,0
281,57.0,9,1,1.0,2040,86692.33464,2490,24229.35045,592.1022257,0,0
282,70.0,1,1,0.0,2040,86692.33464,2490,24229.35045,592.1022257,0,0
283,61.0,1,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
284,71.0,9,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
285,68.0,1,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
286,74.0,9,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
287,54.0,1,1,0.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
288,69.0,1,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
289,64.0,9,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
290,66.0,2,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
291,70.0,1,0,0.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
292,54.0,2,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
293,64.0,1,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
294,51.0,1,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,1,1
295,76.0,1,1,0.0,2041,111634.8076,2907,44403.82088,4865.463725,0,0
296,59.0,1,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,0,0
297,77.0,1,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,0,0
298,90.0,9,1,1.0,2041,111634.8076,2907,44403.82088,4865.463725,0,0
299,46.0,2,0,1.0,2041,111634.8076,2907,44403.82088,4865.463725,0,0
300,48.0,1,0,0.0,2042,72769.70847,2324,18529.11181,573.9422526,1,1
301,49.0,1,1,0.0,2042,72769.70847,2324,18529.11181,573.9422526,1,1
302,52.0,9,1,1.0,2042,72769.70847,2324,18529.11181,573.9422526,1,1
303,67.0,1,0,1.0,2042,72769.70847,2324,18529.11181,573.9422526,1,1
304,60.0,9,0,1.0,2042,72769.70847,2324,18529.11181,573.9422526,0,0
305,73.0,1,0,0.0,2042,72769.70847,2324,18529.11181,573.9422526,0,0
306,54.0,1,0,0.0,2042,72769.70847,2324,18529.11181,573.9422526,0,0
307,71.0,1,0,1.0,2042,72769.70847,2324,18529.11181,573.9422526,0,0
308,58.0,3,1,1.0,2043,81048.54139,2692,21607.35736,516.5718489,0,0
309,79.0,1,0,0.0,2043,81048.54139,2692,21607.35736,516.5718489,0,0
310,66.0,1,1,1.0,2044,68040.79647,1877,14736.88947,371.4607527,1,1
311,53.0,1,0,0.0,2044,68040.79647,1877,14736.88947,371.4607527,1,1
312,51.0,1,1,0.0,2044,68040.79647,1877,14736.88947,371.4607527,1,1
313,55.0,1,1,0.0,2044,68040.79647,1877,14736.88947,371.4607527,0,0
314,63.0,1,1,0.0,2044,68040.79647,1877,14736.88947,371.4607527,0,0
315,63.0,1,1,1.0,2044,68040.79647,1877,14736.88947,371.4607527,0,0
316,57.0,1,0,1.0,2044,68040.79647,1877,14736.88947,371.4607527,0,0
317,69.0,1,0,0.0,2045,86836.4694,2111,32994.20796,687.2551151,1,1
318,77.0,1,1,0.0,2045,86836.4694,2111,32994.20796,687.2551151,1,1
319,49.0,1,1,1.0,2045,86836.4694,2111,32994.20796,687.2551151,1,1
320,52.0,1,0,1.0,2045,86836.4694,2111,32994.20796,687.2551151,1,1
321,67.0,1,1,0.0,2045,86836.4694,2111,32994.20796,687.2551151,1,1
322,77.0,1,0,0.0,2045,86836.4694,2111,32994.20796,687.2551151,0,0
323,18.0,9,1,1.0,2045,86836.4694,2111,32994.20796,687.2551151,0,0
324,26.0,1,1,0.0,2045,86836.4694,2111,32994.20796,687.2551151,0,0
325,82.0,1,1,1.0,2045,86836.4694,2111,32994.20796,687.2551151,0,0
326,26.0,1,0,1.0,2045,86836.4694,2111,32994.20796,687.2551151,0,0
327,60.0,1,0,1.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
328,69.0,1,1,0.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
329,75.0,1,0,0.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
330,67.0,9,1,1.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
331,81.0,1,0,0.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
332,80.0,1,0,0.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
333,65.0,1,0,1.0,2046,82609.88307,2199,23617.44687,598.985594,1,1
