,postcode,num_streets,age,Acq,weekends,profitable,cluster,avg income
3655,2400,9,67.0,1.0,4,1,2,68608.90945
3656,2400,1,38.0,0.0,4,1,2,68608.90945
3657,2400,1,64.0,1.0,4,0,2,68608.90945
3658,2400,9,69.0,1.0,4,0,2,68608.90945
3659,2400,1,70.0,1.0,4,0,2,68608.90945
3660,2402,1,71.0,1.0,4,0,2,59063.34679
3661,2402,1,73.0,1.0,4,0,2,59063.34679
3662,2420,1,65.0,0.0,4,1,2,64122.34202
3663,2420,1,61.0,0.0,4,1,2,64122.34202
3664,2420,1,47.0,1.0,4,1,2,64122.34202
3665,2420,9,72.0,1.0,4,1,2,64122.34202
3666,2422,1,85.0,1.0,4,1,2,60924.8
3667,2422,1,48.0,0.0,4,0,2,60924.8
3668,2422,1,78.0,0.0,4,0,2,60924.8
3669,2422,1,66.0,0.0,4,0,2,60924.8
3670,2422,1,67.0,0.0,4,0,2,60924.8
3671,2423,2,69.0,1.0,4,1,2,56933.42702
3672,2423,9,74.0,1.0,4,0,2,56933.42702
3673,2428,1,75.0,0.0,4,1,2,60729.31356
3674,2428,2,58.0,0.0,4,1,2,60729.31356
3675,2428,9,69.0,1.0,4,1,2,60729.31356
3676,2428,1,63.0,1.0,4,1,2,60729.31356
3677,2428,1,71.0,0.0,4,1,2,60729.31356
3678,2428,2,79.0,1.0,4,1,2,60729.31356
3679,2428,2,80.0,0.0,4,1,2,60729.31356
3680,2428,1,61.0,0.0,4,1,2,60729.31356
3681,2428,1,68.0,0.0,4,1,2,60729.31356
3682,2428,2,81.0,0.0,4,1,2,60729.31356
3683,2428,9,71.0,1.0,4,1,2,60729.31356
3684,2428,3,73.0,0.0,4,1,2,60729.31356
3685,2428,1,66.0,0.0,4,1,2,60729.31356
3686,2428,2,90.0,1.0,4,1,2,60729.31356
3687,2428,1,45.0,0.0,4,1,2,60729.31356
3688,2428,1,63.0,1.0,4,1,2,60729.31356
3689,2428,1,65.0,1.0,4,1,2,60729.31356
3690,2428,1,73.0,0.0,4,1,2,60729.31356
3691,2428,1,65.0,1.0,4,1,2,60729.31356
3692,2428,2,76.0,0.0,4,1,2,60729.31356
3693,2428,1,53.0,1.0,4,1,2,60729.31356
3694,2428,1,82.0,0.0,4,1,2,60729.31356
3695,2428,1,81.0,0.0,4,1,2,60729.31356
3696,2428,1,74.0,1.0,4,1,2,60729.31356
3697,2428,1,81.0,0.0,4,0,2,60729.31356
3698,2428,1,69.0,1.0,4,0,2,60729.31356
3699,2428,1,75.0,0.0,4,0,2,60729.31356
3700,2428,1,59.0,1.0,4,0,2,60729.31356
3701,2428,1,74.0,1.0,4,0,2,60729.31356
3702,2428,9,69.0,1.0,4,0,2,60729.31356
3703,2428,9,56.0,1.0,4,0,2,60729.31356
3704,2428,1,71.0,1.0,4,0,2,60729.31356
3705,2428,1,75.0,1.0,4,0,2,60729.31356
3706,2428,1,57.0,1.0,4,0,2,60729.31356
3707,2428,1,69.0,1.0,4,0,2,60729.31356
3708,2428,1,74.0,0.0,4,0,2,60729.31356
3709,2428,1,71.0,0.0,4,0,2,60729.31356
3710,2428,1,78.0,1.0,4,0,2,60729.31356
3711,2428,1,47.0,0.0,4,0,2,60729.31356
3712,2428,1,69.0,1.0,4,0,2,60729.31356
3713,2428,1,50.0,1.0,4,0,2,60729.31356
3714,2428,1,59.0,0.0,4,0,2,60729.31356
3715,2428,1,64.0,1.0,4,0,2,60729.31356
3716,2428,1,72.0,1.0,4,0,2,60729.31356
3717,2428,9,71.0,1.0,4,0,2,60729.31356
3718,2428,1,60.0,0.0,4,0,2,60729.31356
3719,2428,1,69.0,0.0,4,0,2,60729.31356
3720,2428,1,63.0,1.0,4,0,2,60729.31356
3721,2428,1,74.0,1.0,4,0,2,60729.31356
3722,2428,1,69.0,1.0,4,0,2,60729.31356
3723,2428,1,74.0,1.0,4,0,2,60729.31356
3724,2429,4,75.0,0.0,4,1,2,54205.91273
3725,2429,1,69.0,1.0,4,1,2,54205.91273
3726,2429,9,69.0,1.0,4,1,2,54205.91273
3727,2429,1,61.0,0.0,4,1,2,54205.91273
3728,2429,1,62.0,1.0,4,1,2,54205.91273
3729,2429,10,65.0,1.0,4,0,2,54205.91273
3730,2429,1,46.0,1.0,4,0,2,54205.91273
3731,2429,1,84.0,1.0,4,0,2,54205.91273
3732,2429,1,53.0,1.0,4,0,2,54205.91273
3733,2429,1,62.0,0.0,4,0,2,54205.91273
3734,2429,1,74.0,1.0,4,0,2,54205.91273
3735,2429,1,60.0,1.0,4,0,2,54205.91273
3736,2429,1,65.0,1.0,4,0,2,54205.91273
3737,2430,10,82.0,0.0,4,1,2,58739.02862
3738,2430,1,74.0,1.0,4,1,2,58739.02862
3739,2430,4,59.0,0.0,4,1,2,58739.02862
3740,2430,1,68.0,1.0,4,1,2,58739.02862
3741,2430,1,77.0,0.0,4,1,2,58739.02862
3742,2430,1,75.0,0.0,4,1,2,58739.02862
3743,2430,1,78.0,1.0,4,1,2,58739.02862
3744,2430,1,78.0,1.0,4,1,2,58739.02862
3745,2430,1,80.0,0.0,4,1,2,58739.02862
3746,2430,1,61.0,1.0,4,1,2,58739.02862
3747,2430,1,70.0,1.0,4,1,2,58739.02862
3748,2430,1,77.0,0.0,4,1,2,58739.02862
3749,2430,9,86.0,1.0,4,1,2,58739.02862
3750,2430,1,78.0,1.0,4,1,2,58739.02862
3751,2430,2,48.0,1.0,4,1,2,58739.02862
3752,2430,1,79.0,1.0,4,1,2,58739.02862
3753,2430,1,80.0,1.0,4,1,2,58739.02862
3754,2430,1,77.0,0.0,4,1,2,58739.02862
3755,2430,1,55.0,0.0,4,1,2,58739.02862
3756,2430,1,67.0,0.0,4,1,2,58739.02862
3757,2430,1,60.0,1.0,4,1,2,58739.02862
3758,2430,1,75.0,1.0,4,1,2,58739.02862
3759,2430,1,77.0,1.0,4,1,2,58739.02862
3760,2430,1,67.0,1.0,4,1,2,58739.02862
3761,2430,1,52.0,1.0,4,1,2,58739.02862
3762,2430,1,55.0,0.0,4,1,2,58739.02862
3763,2430,2,60.0,1.0,4,1,2,58739.02862
3764,2430,1,78.0,1.0,4,1,2,58739.02862
3765,2430,1,68.0,0.0,4,1,2,58739.02862
3766,2430,1,58.0,1.0,4,0,2,58739.02862
3767,2430,1,63.0,1.0,4,0,2,58739.02862
3768,2430,1,58.0,0.0,4,0,2,58739.02862
3769,2430,1,63.0,0.0,4,0,2,58739.02862
3770,2430,9,68.0,0.0,4,0,2,58739.02862
3771,2430,9,52.0,1.0,4,0,2,58739.02862
3772,2430,3,36.0,1.0,4,0,2,58739.02862
3773,2430,1,70.0,1.0,4,0,2,58739.02862
3774,2430,1,35.0,0.0,4,0,2,58739.02862
3775,2430,1,62.0,0.0,4,0,2,58739.02862
3776,2430,1,54.0,1.0,4,0,2,58739.02862
3777,2430,10,81.0,1.0,4,0,2,58739.02862
3778,2430,2,64.0,1.0,4,0,2,58739.02862
3779,2430,9,61.0,1.0,4,0,2,58739.02862
3780,2430,1,68.0,0.0,4,0,2,58739.02862
3781,2430,1,54.0,0.0,4,0,2,58739.02862
3782,2430,1,68.0,1.0,4,0,2,58739.02862
3783,2430,1,95.0,1.0,4,0,2,58739.02862
3784,2430,3,82.0,0.0,4,0,2,58739.02862
3785,2430,1,45.0,0.0,4,0,2,58739.02862
3786,2430,1,51.0,1.0,4,0,2,58739.02862
3787,2431,9,77.0,1.0,4,1,2,60668.82518
3788,2431,1,74.0,0.0,4,1,2,60668.82518
3789,2431,1,84.0,1.0,4,1,2,60668.82518
3790,2431,1,69.0,0.0,4,1,2,60668.82518
3791,2431,1,60.0,0.0,4,1,2,60668.82518
3792,2431,1,61.0,1.0,4,1,2,60668.82518
3793,2431,1,81.0,0.0,4,1,2,60668.82518
3794,2431,2,71.0,1.0,4,1,2,60668.82518
3795,2431,1,62.0,0.0,4,1,2,60668.82518
3796,2431,1,62.0,0.0,4,0,2,60668.82518
3797,2431,1,42.0,0.0,4,0,2,60668.82518
3798,2439,2,62.0,1.0,4,1,2,57059.24902
3799,2439,1,65.0,0.0,4,1,2,57059.24902
3800,2439,1,76.0,1.0,4,0,2,57059.24902
3801,2439,1,63.0,1.0,4,0,2,57059.24902
3802,2439,1,72.0,0.0,4,0,2,57059.24902
3803,2440,1,85.0,0.0,4,1,2,55074.14206
3804,2440,1,56.0,0.0,4,1,2,55074.14206
3805,2440,2,18.0,1.0,4,1,2,55074.14206
3806,2440,11,75.0,0.0,4,1,2,55074.14206
3807,2440,1,79.0,0.0,4,1,2,55074.14206
3808,2440,2,62.0,1.0,4,1,2,55074.14206
3809,2440,2,62.0,1.0,4,1,2,55074.14206
3810,2440,1,54.0,0.0,4,1,2,55074.14206
3811,2440,1,90.0,0.0,4,1,2,55074.14206
3812,2440,2,77.0,0.0,4,0,2,55074.14206
3813,2440,1,74.0,0.0,4,0,2,55074.14206
3814,2440,10,52.0,1.0,4,0,2,55074.14206
3815,2440,1,55.0,0.0,4,0,2,55074.14206
3816,2440,2,70.0,1.0,4,0,2,55074.14206
3817,2441,1,55.0,1.0,4,1,2,59337.50187
3818,2441,1,67.0,0.0,4,1,2,59337.50187
3819,2441,1,80.0,1.0,4,0,2,59337.50187
3820,2441,2,86.0,1.0,4,0,2,59337.50187
3821,2443,1,70.0,0.0,4,1,2,56853.02209
3822,2443,1,73.0,0.0,4,1,2,56853.02209
3823,2443,1,51.0,0.0,4,1,2,56853.02209
3824,2443,3,56.0,1.0,4,1,2,56853.02209
3825,2443,1,78.0,0.0,4,1,2,56853.02209
3826,2443,9,68.0,1.0,4,1,2,56853.02209
3827,2443,2,67.0,0.0,4,1,2,56853.02209
3828,2443,1,55.0,1.0,4,1,2,56853.02209
3829,2443,1,35.0,0.0,4,0,2,56853.02209
3830,2443,9,71.0,1.0,4,0,2,56853.02209
3831,2443,9,71.0,1.0,4,0,2,56853.02209
3832,2443,1,78.0,0.0,4,0,2,56853.02209
3833,2443,1,69.0,1.0,4,0,2,56853.02209
3834,2443,1,59.0,1.0,4,0,2,56853.02209
3835,2444,1,77.0,0.0,4,1,3,63941.97161
3836,2444,1,73.0,0.0,4,1,3,63941.97161
3837,2444,2,67.0,0.0,4,1,3,63941.97161
3838,2444,1,88.0,1.0,4,1,3,63941.97161
3839,2444,1,79.0,0.0,4,1,3,63941.97161
3840,2444,1,81.0,1.0,4,1,3,63941.97161
3841,2444,1,86.0,1.0,4,1,3,63941.97161
3842,2444,1,78.0,1.0,4,1,3,63941.97161
3843,2444,1,75.0,0.0,4,1,3,63941.97161
3844,2444,1,67.0,1.0,4,1,3,63941.97161
3845,2444,1,66.0,0.0,4,1,3,63941.97161
3846,2444,1,74.0,1.0,4,1,3,63941.97161
3847,2444,1,70.0,0.0,4,1,3,63941.97161
3848,2444,1,68.0,0.0,4,1,3,63941.97161
3849,2444,3,71.0,0.0,4,1,3,63941.97161
3850,2444,1,54.0,0.0,4,1,3,63941.97161
3851,2444,1,66.0,0.0,4,1,3,63941.97161
3852,2444,1,54.0,1.0,4,1,3,63941.97161
3853,2444,9,65.0,1.0,4,1,3,63941.97161
3854,2444,1,57.0,0.0,4,1,3,63941.97161
3855,2444,1,84.0,0.0,4,1,3,63941.97161
3856,2444,1,84.0,0.0,4,1,3,63941.97161
3857,2444,1,62.0,1.0,4,1,3,63941.97161
3858,2444,1,74.0,1.0,4,1,3,63941.97161
3859,2444,9,51.0,1.0,4,1,3,63941.97161
3860,2444,9,54.0,1.0,4,1,3,63941.97161
3861,2444,1,70.0,1.0,4,1,3,63941.97161
3862,2444,1,87.0,0.0,4,1,3,63941.97161
3863,2444,9,69.0,0.0,4,1,3,63941.97161
3864,2444,1,75.0,1.0,4,1,3,63941.97161
3865,2444,12,67.0,1.0,4,1,3,63941.97161
3866,2444,1,78.0,0.0,4,1,3,63941.97161
3867,2444,9,54.0,1.0,4,1,3,63941.97161
3868,2444,1,65.0,1.0,4,1,3,63941.97161
3869,2444,1,70.0,0.0,4,1,3,63941.97161
3870,2444,1,72.0,0.0,4,1,3,63941.97161
3871,2444,1,75.0,0.0,4,1,3,63941.97161
3872,2444,1,73.0,1.0,4,1,3,63941.97161
3873,2444,1,87.0,0.0,4,0,3,63941.97161
3874,2444,1,17.0,1.0,4,0,3,63941.97161
3875,2444,1,57.0,1.0,4,0,3,63941.97161
3876,2444,9,72.0,1.0,4,0,3,63941.97161
3877,2444,1,67.0,1.0,4,0,3,63941.97161
3878,2444,1,69.0,1.0,4,0,3,63941.97161
3879,2444,1,80.0,1.0,4,0,3,63941.97161
3880,2444,9,62.0,1.0,4,0,3,63941.97161
3881,2444,1,72.0,1.0,4,0,3,63941.97161
3882,2444,1,79.0,1.0,4,0,3,63941.97161
3883,2444,1,65.0,0.0,4,0,3,63941.97161
3884,2444,1,53.0,0.0,4,0,3,63941.97161
3885,2444,1,49.0,0.0,4,0,3,63941.97161
3886,2444,1,71.0,0.0,4,0,3,63941.97161
3887,2444,9,69.0,1.0,4,0,3,63941.97161
3888,2444,11,64.0,1.0,4,0,3,63941.97161
3889,2444,1,73.0,1.0,4,0,3,63941.97161
3890,2444,1,79.0,1.0,4,0,3,63941.97161
3891,2444,1,70.0,0.0,4,0,3,63941.97161
3892,2444,1,57.0,0.0,4,0,3,63941.97161
3893,2444,1,65.0,1.0,4,0,3,63941.97161
3894,2444,1,67.0,0.0,4,0,3,63941.97161
3895,2444,9,55.0,1.0,4,0,3,63941.97161
3896,2444,1,69.0,1.0,4,0,3,63941.97161
3897,2444,1,72.0,0.0,4,0,3,63941.97161
3898,2444,9,70.0,1.0,4,0,3,63941.97161
3899,2444,1,61.0,1.0,4,0,3,63941.97161
3900,2444,1,71.0,0.0,4,0,3,63941.97161
3901,2444,10,40.0,1.0,4,0,3,63941.97161
3902,2444,1,63.0,1.0,4,0,3,63941.97161
3903,2444,1,61.0,1.0,4,0,3,63941.97161
3904,2444,1,34.0,0.0,4,0,3,63941.97161
3905,2444,1,37.0,1.0,4,0,3,63941.97161
3906,2444,2,85.0,1.0,4,0,3,63941.97161
3907,2444,2,85.0,1.0,4,0,3,63941.97161
3908,2444,1,80.0,1.0,4,0,3,63941.97161
3909,2444,1,61.0,1.0,4,0,3,63941.97161
3910,2444,1,77.0,1.0,4,0,3,63941.97161
3911,2444,9,72.0,1.0,4,0,3,63941.97161
3912,2444,1,78.0,1.0,4,0,3,63941.97161
3913,2444,1,49.0,0.0,4,0,3,63941.97161
3914,2445,1,76.0,0.0,4,1,2,61216.3446
3915,2445,1,65.0,0.0,4,1,2,61216.3446
3916,2445,1,74.0,1.0,4,1,2,61216.3446
3917,2445,1,63.0,0.0,4,1,2,61216.3446
3918,2445,1,76.0,1.0,4,0,2,61216.3446
3919,2445,1,66.0,0.0,4,0,2,61216.3446
3920,2445,10,59.0,1.0,4,0,2,61216.3446
3921,2445,1,58.0,0.0,4,0,2,61216.3446
3922,2445,1,72.0,0.0,4,0,2,61216.3446
3923,2445,1,63.0,1.0,4,0,2,61216.3446
3924,2445,9,54.0,1.0,4,0,2,61216.3446
3925,2445,1,61.0,1.0,4,0,2,61216.3446
3926,2446,1,74.0,0.0,4,1,2,59336.96109
3927,2446,1,62.0,0.0,4,1,2,59336.96109
3928,2446,1,68.0,0.0,4,1,2,59336.96109
3929,2446,1,54.0,1.0,4,1,2,59336.96109
3930,2446,2,65.0,0.0,4,0,2,59336.96109
3931,2446,1,67.0,0.0,4,0,2,59336.96109
3932,2446,1,82.0,1.0,4,0,2,59336.96109
3933,2446,1,70.0,0.0,4,0,2,59336.96109
3934,2446,1,79.0,1.0,4,0,2,59336.96109
3935,2446,1,79.0,1.0,4,0,2,59336.96109
3936,2446,1,72.0,0.0,4,0,2,59336.96109
3937,2446,1,73.0,1.0,4,0,2,59336.96109
3938,2446,1,64.0,0.0,4,0,2,59336.96109
3939,2446,1,72.0,1.0,4,0,2,59336.96109
3940,2447,1,78.0,0.0,4,1,2,59130.36562
3941,2447,1,80.0,0.0,4,1,2,59130.36562
3942,2447,1,79.0,1.0,4,1,2,59130.36562
3943,2447,1,87.0,0.0,4,1,2,59130.36562
3944,2447,1,69.0,1.0,4,0,2,59130.36562
3945,2447,1,41.0,1.0,4,0,2,59130.36562
3946,2447,1,81.0,1.0,4,0,2,59130.36562
3947,2447,9,35.0,1.0,4,0,2,59130.36562
3948,2447,1,90.0,1.0,4,0,2,59130.36562
3949,2447,12,87.0,1.0,4,0,2,59130.36562
3950,2447,1,23.0,1.0,4,0,2,59130.36562
3951,2448,1,66.0,1.0,4,1,2,57600.68556
3952,2448,1,52.0,0.0,4,1,2,57600.68556
3953,2448,1,68.0,1.0,4,1,2,57600.68556
3954,2448,2,35.0,1.0,4,1,2,57600.68556
3955,2448,9,54.0,1.0,4,1,2,57600.68556
3956,2448,1,77.0,0.0,4,1,2,57600.68556
3957,2448,1,86.0,0.0,4,1,2,57600.68556
3958,2448,9,73.0,1.0,4,0,2,57600.68556
3959,2448,1,39.0,1.0,4,0,2,57600.68556
3960,2448,1,68.0,1.0,4,0,2,57600.68556
3961,2448,1,78.0,1.0,4,0,2,57600.68556
3962,2448,2,66.0,1.0,4,0,2,57600.68556
3963,2448,1,66.0,1.0,4,0,2,57600.68556
3964,2448,1,66.0,1.0,4,0,2,57600.68556
3965,2448,9,55.0,1.0,4,0,2,57600.68556
3966,2448,10,41.0,1.0,4,0,2,57600.68556
3967,2448,1,70.0,0.0,4,0,2,57600.68556
3968,2448,1,56.0,1.0,4,0,2,57600.68556
3969,2448,1,68.0,1.0,4,0,2,57600.68556
3970,2448,1,79.0,0.0,4,0,2,57600.68556
3971,2448,1,78.0,1.0,4,0,2,57600.68556
3972,2449,1,75.0,0.0,4,0,2,53042.92072
3973,2450,1,86.0,0.0,4,1,3,62566.01874
3974,2450,1,84.0,1.0,4,1,3,62566.01874
3975,2450,1,84.0,1.0,4,1,3,62566.01874
3976,2450,2,66.0,0.0,4,1,3,62566.01874
3977,2450,10,49.0,1.0,4,1,3,62566.01874
3978,2450,1,64.0,0.0,4,1,3,62566.01874
3979,2450,1,86.0,0.0,4,1,3,62566.01874
3980,2450,9,63.0,1.0,4,1,3,62566.01874
3981,2450,1,62.0,0.0,4,1,3,62566.01874
3982,2450,1,78.0,0.0,4,1,3,62566.01874
3983,2450,1,62.0,1.0,4,1,3,62566.01874
3984,2450,1,63.0,0.0,4,1,3,62566.01874
3985,2450,1,55.0,1.0,4,1,3,62566.01874
3986,2450,9,71.0,1.0,4,1,3,62566.01874
3987,2450,1,72.0,1.0,4,1,3,62566.01874
3988,2450,2,63.0,1.0,4,1,3,62566.01874
3989,2450,1,55.0,0.0,4,1,3,62566.01874
3990,2450,1,76.0,0.0,4,1,3,62566.01874
3991,2450,1,81.0,1.0,4,1,3,62566.01874
3992,2450,1,67.0,1.0,4,1,3,62566.01874
3993,2450,1,60.0,0.0,4,1,3,62566.01874
3994,2450,1,71.0,1.0,4,0,3,62566.01874
3995,2450,3,75.0,0.0,4,0,3,62566.01874
3996,2450,1,41.0,1.0,4,0,3,62566.01874
3997,2450,9,72.0,1.0,4,0,3,62566.01874
3998,2450,2,74.0,1.0,4,0,3,62566.01874
3999,2450,1,68.0,0.0,4,0,3,62566.01874
4000,2450,1,70.0,0.0,4,0,3,62566.01874
4001,2450,10,88.0,1.0,4,0,3,62566.01874
4002,2450,1,54.0,1.0,4,0,3,62566.01874
4003,2450,2,68.0,1.0,4,0,3,62566.01874
4004,2450,2,77.0,0.0,4,0,3,62566.01874
4005,2450,1,55.0,0.0,4,0,3,62566.01874
4006,2450,10,48.0,1.0,4,0,3,62566.01874
4007,2450,9,64.0,1.0,4,0,3,62566.01874
4008,2450,1,69.0,1.0,4,0,3,62566.01874
4009,2450,1,61.0,1.0,4,0,3,62566.01874
4010,2450,1,95.0,1.0,4,0,3,62566.01874
4011,2450,1,74.0,0.0,4,0,3,62566.01874
4012,2450,1,71.0,1.0,4,0,3,62566.01874
4013,2450,10,65.0,1.0,4,0,3,62566.01874
4014,2450,10,71.0,1.0,4,0,3,62566.01874
4015,2450,1,44.0,1.0,4,0,3,62566.01874
4016,2450,1,74.0,1.0,4,0,3,62566.01874
4017,2450,1,37.0,1.0,4,0,3,62566.01874
4018,2450,1,56.0,1.0,4,0,3,62566.01874
4019,2450,9,50.0,1.0,4,0,3,62566.01874
4020,2450,10,88.0,1.0,4,0,3,62566.01874
4021,2450,1,79.0,0.0,4,0,3,62566.01874
4022,2450,9,81.0,1.0,4,0,3,62566.01874
4023,2452,3,76.0,0.0,4,1,2,57044.11925
4024,2452,1,72.0,0.0,4,1,2,57044.11925
4025,2452,10,65.0,1.0,4,1,2,57044.11925
4026,2452,2,75.0,0.0,4,1,2,57044.11925
4027,2452,1,52.0,1.0,4,1,2,57044.11925
4028,2452,2,78.0,1.0,4,1,2,57044.11925
4029,2452,1,52.0,1.0,4,1,2,57044.11925
4030,2452,12,50.0,1.0,4,1,2,57044.11925
4031,2452,1,58.0,0.0,4,1,2,57044.11925
4032,2452,1,55.0,1.0,4,1,2,57044.11925
4033,2452,1,62.0,1.0,4,0,2,57044.11925
4034,2452,9,60.0,1.0,4,0,2,57044.11925
4035,2452,9,53.0,1.0,4,0,2,57044.11925
4036,2452,9,53.0,1.0,4,0,2,57044.11925
4037,2452,9,53.0,1.0,4,0,2,57044.11925
4038,2452,1,65.0,1.0,4,0,2,57044.11925
4039,2452,1,73.0,0.0,4,0,2,57044.11925
4040,2452,1,73.0,1.0,4,0,2,57044.11925
4041,2452,2,65.0,0.0,4,0,2,57044.11925
4042,2452,1,59.0,1.0,4,0,2,57044.11925
4043,2452,1,66.0,1.0,4,0,2,57044.11925
4044,2452,1,61.0,0.0,4,0,2,57044.11925
4045,2452,1,66.0,1.0,4,0,2,57044.11925
4046,2452,9,53.0,1.0,4,0,2,57044.11925
4047,2452,9,53.0,1.0,4,0,2,57044.11925
4048,2453,1,76.0,1.0,4,0,2,53605.93947
4049,2453,1,79.0,0.0,4,0,2,53605.93947
4050,2454,9,54.0,1.0,4,1,2,60475.48044
4051,2454,3,73.0,0.0,4,1,2,60475.48044
4052,2454,1,65.0,0.0,4,1,2,60475.48044
4053,2454,1,55.0,1.0,4,0,2,60475.48044
4054,2454,1,50.0,0.0,4,0,2,60475.48044
4055,2454,1,61.0,0.0,4,0,2,60475.48044
4056,2454,1,68.0,1.0,4,0,2,60475.48044
4057,2454,11,74.0,1.0,4,0,2,60475.48044
4058,2454,3,73.0,0.0,4,0,2,60475.48044
4059,2455,1,51.0,1.0,4,1,2,57468.76089
4060,2455,1,77.0,0.0,4,1,2,57468.76089
4061,2455,3,60.0,1.0,4,1,2,57468.76089
4062,2455,2,74.0,1.0,4,1,2,57468.76089
4063,2455,1,77.0,0.0,4,0,2,57468.76089
4064,2455,1,60.0,1.0,4,0,2,57468.76089
4065,2455,1,71.0,0.0,4,0,2,57468.76089
4066,2455,9,62.0,1.0,4,0,2,57468.76089
4067,2455,2,19.0,1.0,4,0,2,57468.76089
4068,2455,1,79.0,1.0,4,0,2,57468.76089
4069,2455,2,60.0,1.0,4,0,2,57468.76089
4070,2456,1,86.0,0.0,4,1,2,57812.13803
4071,2456,1,73.0,1.0,4,1,2,57812.13803
4072,2456,1,79.0,0.0,4,1,2,57812.13803
4073,2456,9,76.0,1.0,4,1,2,57812.13803
4074,2456,3,67.0,0.0,4,1,2,57812.13803
4075,2456,1,65.0,1.0,4,1,2,57812.13803
4076,2456,3,71.0,1.0,4,1,2,57812.13803
4077,2456,1,69.0,1.0,4,1,2,57812.13803
4078,2456,1,58.0,0.0,4,1,2,57812.13803
4079,2456,1,55.0,0.0,4,1,2,57812.13803
4080,2456,1,46.0,0.0,4,1,2,57812.13803
4081,2456,1,56.0,0.0,4,0,2,57812.13803
4082,2456,1,59.0,1.0,4,0,2,57812.13803
4083,2456,1,61.0,1.0,4,0,2,57812.13803
4084,2456,1,53.0,0.0,4,0,2,57812.13803
4085,2456,1,62.0,0.0,4,0,2,57812.13803
4086,2456,1,40.0,0.0,4,0,2,57812.13803
4087,2456,1,66.0,1.0,4,0,2,57812.13803
4088,2456,1,42.0,0.0,4,0,2,57812.13803
4089,2456,1,62.0,0.0,4,0,2,57812.13803
4090,2456,2,53.0,1.0,4,0,2,57812.13803
4091,2456,1,69.0,0.0,4,0,2,57812.13803
4092,2456,1,61.0,0.0,4,0,2,57812.13803
4093,2456,1,18.0,1.0,4,0,2,57812.13803
4094,2456,1,47.0,0.0,4,0,2,57812.13803
4095,2460,1,78.0,0.0,4,1,2,57067.80245
4096,2460,1,71.0,1.0,4,1,2,57067.80245
4097,2460,1,65.0,0.0,4,1,2,57067.80245
4098,2460,1,86.0,0.0,4,1,2,57067.80245
4099,2460,1,73.0,0.0,4,1,2,57067.80245
4100,2460,9,69.0,1.0,4,1,2,57067.80245
4101,2460,9,57.0,1.0,4,1,2,57067.80245
4102,2460,1,69.0,0.0,4,1,2,57067.80245
4103,2460,1,76.0,0.0,4,1,2,57067.80245
4104,2460,1,66.0,1.0,4,1,2,57067.80245
4105,2460,1,60.0,0.0,4,1,2,57067.80245
4106,2460,9,78.0,1.0,4,1,2,57067.80245
4107,2460,1,68.0,0.0,4,0,2,57067.80245
4108,2460,1,61.0,1.0,4,0,2,57067.80245
4109,2460,1,75.0,0.0,4,0,2,57067.80245
4110,2460,9,53.0,1.0,4,0,2,57067.80245
4111,2460,1,67.0,1.0,4,0,2,57067.80245
4112,2460,1,58.0,0.0,4,0,2,57067.80245
4113,2460,10,77.0,0.0,4,0,2,57067.80245
4114,2460,1,69.0,0.0,4,0,2,57067.80245
4115,2460,9,57.0,1.0,4,0,2,57067.80245
4116,2460,1,72.0,1.0,4,0,2,57067.80245
4117,2460,1,77.0,0.0,4,0,2,57067.80245
4118,2460,1,45.0,1.0,4,0,2,57067.80245
4119,2460,1,46.0,1.0,4,0,2,57067.80245
4120,2460,1,75.0,1.0,4,0,2,57067.80245
4121,2460,1,83.0,1.0,4,0,2,57067.80245
4122,2463,1,75.0,0.0,4,1,2,57021.45111
4123,2463,10,70.0,1.0,4,1,2,57021.45111
4124,2463,1,76.0,0.0,4,1,2,57021.45111
4125,2463,1,65.0,1.0,4,1,2,57021.45111
4126,2463,1,82.0,0.0,4,0,2,57021.45111
4127,2463,10,70.0,1.0,4,0,2,57021.45111
4128,2463,1,67.0,0.0,4,0,2,57021.45111
4129,2463,1,60.0,0.0,4,0,2,57021.45111
4130,2463,1,41.0,1.0,4,0,2,57021.45111
4131,2463,2,22.0,0.0,4,0,2,57021.45111
4132,2463,1,56.0,1.0,4,0,2,57021.45111
4133,2463,9,66.0,1.0,4,0,2,57021.45111
4134,2464,2,75.0,0.0,4,1,2,58289.80273
4135,2464,1,75.0,0.0,4,1,2,58289.80273
4136,2464,2,78.0,0.0,4,1,2,58289.80273
4137,2464,1,75.0,1.0,4,1,2,58289.80273
4138,2464,1,72.0,0.0,4,1,2,58289.80273
4139,2464,2,60.0,0.0,4,1,2,58289.80273
4140,2464,1,74.0,1.0,4,1,2,58289.80273
4141,2464,1,65.0,1.0,4,0,2,58289.80273
4142,2464,1,58.0,1.0,4,0,2,58289.80273
4143,2464,1,69.0,0.0,4,0,2,58289.80273
4144,2464,10,53.0,1.0,4,0,2,58289.80273
4145,2464,1,79.0,0.0,4,0,2,58289.80273
4146,2464,1,62.0,1.0,4,0,2,58289.80273
4147,2466,1,71.0,0.0,4,1,2,52714.40217
4148,2466,1,77.0,1.0,4,0,2,52714.40217
4149,2470,1,84.0,0.0,4,1,2,53805.47343
4150,2470,2,44.0,0.0,4,1,2,53805.47343
4151,2470,4,76.0,0.0,4,1,2,53805.47343
4152,2470,1,68.0,1.0,4,1,2,53805.47343
4153,2470,1,63.0,0.0,4,1,2,53805.47343
