postcode,tax individuals,no pensions,avg pension,avg income,no donations,value donations,avg donation value
2571,4936,58,7286.603448,75689.13635,2471,718494,290.7705382
2572,1781,34,9913.058824,68526.49916,915,208780,228.1748634
2573,1904,49,7302.632653,63708.323,926,203917,220.212743
2574,2346,42,8290.52381,65614.14152,1110,256805,231.3558559
2575,6000,143,8212.706294,72576.24133,2359,1253257,531.2662145
2576,5414,183,8091.57377,90265.88493,2229,2243648,1006.571557
2577,5796,119,7757.369748,72312.42736,2247,1988226,884.835781
2578,930,47,8533.148936,67677.86667,408,293950,720.4656863
2579,1436,40,8853.625,68195.09331,564,466606,827.3156028
2580,10959,257,8013.202335,64042.17556,5197,1694119,325.9801809
2581,868,18,8577,66652.32488,345,115396,334.4811594
2582,5469,104,7363.355769,75127.62223,2470,1088903,440.851417
2583,1582,34,8690.323529,59244.30973,685,194802,284.3824818
2584,204,5,6468.6,54329.83333,78,19106,244.9487179
2585,102,1,6514,63176.78431,28,5237,187.0357143
2586,882,21,8997.095238,60632.2381,288,86517,300.40625
2587,1016,25,7026.32,59886.32874,325,93293,287.0553846
2588,160,0,0,78240.55625,51,28852,565.7254902
2590,2562,63,8452.666667,63082.78845,1406,433203,308.1102418
2594,4159,86,8714.906977,60790.03318,1316,466726,354.6550152
2619,4994,62,5878.274194,91223.54065,2615,1031615,394.499044
2620,18452,338,6718.470414,73793.04726,8956,3738055,417.3799687
2621,3051,64,5448.671875,81020.23959,1438,594635,413.515299
2622,1328,20,6205.85,66647.28539,500,772182,1544.364
2623,277,4,6393.25,65015.5704,122,30847,252.8442623
2624,36,0,0,49608,13,2797,215.1538462
2625,144,1,6466,52183.19444,41,9045,220.6097561
2626,219,4,5582.75,66230.61187,76,29122,383.1842105
2627,1921,23,7323.869565,63375.29308,595,238460,400.7731092
2628,664,16,8939.25,58134.12801,234,77749,332.2606838
2629,175,7,11804.14286,60192.09714,46,13125,285.326087
2630,3588,115,7035.756522,63648.54431,1424,593759,416.9655899
2631,224,4,7700.75,69718.83482,70,18164,259.4857143
2632,790,23,7456.043478,62131.06076,288,60338,209.5069444
2633,148,2,11732,56196.93243,58,6765,116.637931
2640,15157,323,8477.278638,67937.85353,6430,2127727,330.9062208
2641,5968,170,7660.488235,56670.63656,2318,441890,190.6341674
2642,2044,37,7810.756757,63219.76321,732,238821,326.2581967
2643,975,29,7557.068966,58222.51179,450,98230,218.2888889
2644,919,26,9354.346154,63527.70947,331,104794,316.5981873
2645,158,3,5791.666667,63349.12658,54,12215,226.2037037
2646,2717,66,9357.924242,62459.21973,1406,293893,209.0277383
2647,780,31,8925.322581,61998.26282,256,66547,259.9492188
2648,746,32,7345.25,60198.09786,274,52563,191.8357664
2650,24453,533,8220.382739,66294.67988,10754,3427890,318.7548819
2651,834,19,5724.947368,58151.32614,411,77441,188.4209246
2652,1954,34,9390.529412,67095.28352,671,206562,307.8420268
2653,869,25,6247.56,60801.4649,246,63432,257.8536585
2655,539,11,10153.72727,62307.87013,211,37014,175.4218009
2656,513,12,7532.083333,65638.77193,147,34359,233.7346939
2658,481,16,7597.0625,55836.25572,152,52852,347.7105263
2659,358,12,6194,59444.26536,136,53849,395.9485294
2660,567,20,6940.95,61144.41799,194,267495,1378.840206
2661,97,1,4092,67528.14433,48,9149,190.6041667
2663,1538,34,8190.941176,61806.35306,692,161642,233.5867052
2665,800,17,6343.823529,62120.845,256,57955,226.3867188
2666,2039,42,9661.333333,60881.92055,1010,230802,228.5168317
2668,137,4,7031,63289.54015,34,6641,195.3235294
2669,680,7,9916.142857,68344.79265,144,36617,254.2847222
2671,1530,35,9532.942857,68432.37974,574,144830,252.3170732
2672,595,11,8917.454545,65999.09748,119,96380,809.9159664
2675,693,10,9712.4,64108.21789,188,62844,334.2765957
2680,9883,193,7871.549223,60885.62926,4782,1117857,233.7634881
2681,677,9,7475,63496.35007,320,45835,143.234375
2700,1791,51,8891.72549,58985.69682,1132,345196,304.9434629
2701,891,8,6698.375,65154.60382,384,104474,272.0677083
2702,259,13,7671.461538,67127.49807,109,14262,130.8440367
2703,288,9,5120.333333,54077.83681,170,42110,247.7058824
2705,3966,71,8131.197183,59378.18533,2520,619130,245.6865079
2706,470,13,7977.615385,54585.34894,255,47649,186.8588235
2707,628,11,8851.909091,58865.36783,236,62265,263.8347458
2710,3940,104,8391.567308,60421.25228,913,304487,333.5016429
2711,1270,20,9212.7,59625.3748,426,94548,221.943662
2712,487,25,7256.72,58784.85421,169,40837,241.6390533
2713,1038,37,8896.594595,56901.02794,441,223014,505.7006803
2714,880,24,9347.791667,60036.99773,339,161085,475.1769912
2715,572,14,9336.928571,66422.51224,107,35473,331.5233645
2716,473,13,7865.153846,63536.49471,185,42963,232.2324324
2717,392,13,7864.307692,57555.85714,124,19234,155.1129032
2720,3201,79,7263.329114,64488.8035,1189,295924,248.8847771
2721,71,0,0,58146.23944,20,3941,197.05
2722,1190,21,8073.571429,59615.48655,373,97845,262.3190349
2725,112,4,5908.25,71122.97321,42,7260,172.8571429
2726,110,2,4583.5,58016.43636,33,10090,305.7575758
2727,124,2,8648.5,68584.99194,44,65243,1482.795455
2729,604,12,5767.916667,62816.13245,196,58738,299.6836735
2730,543,14,8068.571429,55483.16022,167,47412,283.9041916
2731,2268,61,7946.098361,63301.80864,754,234019,310.3700265
2732,650,17,8692.294118,60373.46154,181,42926,237.160221
2733,246,2,9395.5,63019.35772,67,22596,337.2537313
2734,48,1,9420,54473.35417,7,891,127.2857143
2735,103,3,7643.666667,48353.40777,12,14102,1175.166667
2736,127,4,8621.25,59136.40157,26,3030,116.5384615
2737,271,6,6498.333333,54755.4797,52,9357,179.9423077
2738,564,7,6827.285714,67784.71809,212,37153,175.25
2739,467,13,8251.384615,58340.17773,200,37587,187.935
2745,13348,176,7387.386364,73377.94636,6064,1900282,313.3710422
2747,16253,339,7107.123894,61786.70732,7379,2068033,280.2592492
2748,1111,10,9134.4,77448.47525,410,159170,388.2195122
2749,7626,119,8507.932773,67670.10726,3395,968490,285.269514
2750,18697,440,7493.147727,67043.14045,8915,2857275,320.501963
2752,2348,39,8399.25641,68517.67462,887,193592,218.2547914
2753,7192,143,7575.013986,67851.03824,2850,1504128,527.7642105
2754,2363,64,7639.328125,67162.77782,979,304617,311.1511747
2756,15188,224,8064.950893,66462.34982,5964,1615948,270.9503689
2757,432,13,7906.923077,66849.02546,162,56105,346.3271605
2758,3956,43,7426.348837,74463.03665,1499,1238340,826.1107405
2759,12974,162,6630.567901,63125.1883,6279,1721009,274.089664
2760,11861,280,8852.714286,58371.04544,5416,1786647,329.8831241
2761,12646,174,7790.994253,60180.24925,6176,2140979,346.6611075
2762,1668,28,7170.928571,66888.72542,665,215694,324.3518797
2763,13975,169,7659.497041,66176.10955,6482,2394867,369.4642086
2765,6131,92,7939.217391,68502.81585,2157,729841,338.3592953
2766,6133,101,8556.148515,59987.18474,2885,1198400,415.389948
2767,8835,134,8530.686567,61775.45229,4198,1665913,396.8349214
2768,12236,135,7460.82963,73898.53343,5695,2621021,460.2319579
2769,4252,37,8336.135135,79562.80456,1919,713044,371.5706097
2770,19158,456,8679.649123,54955.05757,8199,3476058,423.9612148
2773,2831,48,8005.083333,85231.26457,1492,1061735,711.6186327
2774,5857,122,7142.204918,74939.15656,3126,1779758,569.3403711
2775,508,10,6993.7,65769.30906,171,69847,408.4619883
2776,1869,46,7649.826087,71986.5725,979,452874,462.5883555
2777,7844,194,7296.762887,71807.61894,4109,1786344,434.7393526
2778,1098,20,8228.8,68866.53188,565,289183,511.8283186
2779,1959,54,8036.222222,65913.58142,986,383409,388.8529412
2780,4706,126,7539.595238,69633.39588,2021,1282372,634.5235032
2782,2252,68,7471.367647,71344.22158,1050,745809,710.2942857
2783,1103,33,8206.454545,62931.97189,536,234967,438.3712687
2784,506,15,8613.133333,68597.11462,215,111999,520.9255814
2785,1733,39,6820.615385,66962.96422,780,464588,595.625641
2786,421,10,11082.4,69183.54632,197,181914,923.4213198
2787,1653,31,10026.3871,62072.74955,582,145714,250.3676976
2790,5334,146,8035.417808,72576.05924,2986,844060,282.6724715
2791,118,2,10642.5,69956.91525,52,13781,265.0192308
2792,142,4,6670,69859.16901,46,12630,274.5652174
2793,293,12,7001.583333,69696.54949,94,33066,351.7659574
2794,3630,119,7169.529412,58604.70634,1087,474931,436.9190432
2795,16341,331,7940.65861,66994.66318,7761,2589051,333.5976034
2797,136,3,7472.333333,58162.44853,56,7873,140.5892857
2798,861,13,7700.307692,77276.60046,359,164513,458.2534819
2799,1537,31,6944.935484,62698.60507,727,180480,248.2530949
2800,17934,391,7912.240409,70720.62434,8656,2726359,314.967537
2803,86,6,7952,62203.48837,25,5648,225.92
2804,874,20,9672.65,57057.11327,234,100291,428.5940171
2805,142,2,8161,56196.90141,38,8087,212.8157895
2806,321,8,7932,62322.01869,115,24356,211.7913043
2807,104,5,9786.2,55642.75,21,6432,306.2857143
2808,33,0,0,57228.42424,12,6345,528.75
2809,64,1,5506,69461.9375,28,10061,359.3214286
2810,1125,37,7896.135135,61643.28711,556,97832,175.9568345
2818,211,3,10592.66667,62157.67299,64,25776,402.75
2820,2084,73,7877.808219,59367.29894,904,233457,258.2488938
2821,1732,49,8716.22449,61784.26559,473,139766,295.4883721
2823,517,11,9546.181818,62561.10832,84,43684,520.047619
2824,958,21,6935.428571,64102.49582,229,92240,402.7947598
2825,980,18,10417.11111,68676.48571,370,136017,367.6135135
2826,55,0,0,64229.56364,12,1602,133.5
2827,1203,33,7297.818182,59270.84539,421,145461,345.5130641
2828,227,4,13693,67382.97357,34,82953,2439.794118
2829,1015,15,10924.33333,62160.40493,182,111721,613.8516484
2830,16874,431,8262.777262,63926.15183,5152,2354770,457.0593944
2831,1074,20,8065.35,59177.26909,263,84172,320.0456274
2832,817,21,8757.47619,58814.04896,163,41850,256.7484663
2833,187,5,8853,61777.59893,54,13678,253.2962963
2834,555,20,11531.15,52827.12793,165,41814,253.4181818
2835,1736,28,9407.678571,86327.41302,472,163569,346.5444915
2836,235,4,7755.5,59753.1234,52,15529,298.6346154
2839,341,7,10893.14286,56976.15249,75,17596,234.6133333
2840,1032,27,7621.074074,60576.57752,230,77500,336.9565217
2842,141,5,4009.6,54085.05674,34,6266,184.2941176
2843,399,11,8908.454545,59086.49373,95,23692,249.3894737
2844,406,13,9262.076923,60690.37685,99,35322,356.7878788
2845,712,11,9391.909091,75046.80899,417,75914,182.0479616
2846,66,1,9822,67832.5,28,7011,250.3928571
2847,747,18,10860,73704.70549,428,85565,199.9182243
2848,360,9,8970.888889,65784.83333,121,58629,484.5371901
2849,464,9,7717.666667,78572.65948,151,46416,307.3907285
2850,6403,131,7469.984733,75546.00921,2225,795448,357.5047191
2852,1162,21,9431.714286,86788.49742,389,133606,343.4601542
2864,349,3,10982.33333,63185.75072,141,36133,256.2624113
2865,314,4,8982.5,61988.23248,120,20412,170.1
2866,1095,18,9205.111111,63157.60822,425,202111,475.5552941
2867,216,2,19794.5,55093.52315,80,25515,318.9375
2868,214,5,10580.6,64848.28505,74,17359,234.5810811
2869,412,8,13226.375,59616.74515,103,48874,474.5048544
2870,4540,81,7254.197531,64579.0685,1910,524129,274.413089
2871,3331,82,7506.426829,62322.0015,1053,290319,275.7065527
2873,226,5,10377.6,66211.29204,45,14022,311.6
2874,166,3,7893.333333,52899.85542,29,12180,420
2875,309,5,8473,58716.89968,72,22463,311.9861111
2876,131,2,16370.5,53787.00763,29,9680,333.7931034
2877,1459,56,9985.25,60186.13982,492,135724,275.8617886
2878,132,2,11007.5,80117.19697,37,8951,241.9189189
2879,198,3,12617.33333,70930.21717,48,20494,426.9583333
2880,6623,171,8333.023392,65716.74951,1901,591152,310.9689637
2898,196,3,14292,63296.07653,58,102641,1769.672414
2899,51,1,20062,86090.70588,11,3788,344.3636364
800,3836,8,10832,83350.99009,1240,412673,332.8008065
801,1201,18,7848.222222,87784.58701,433,170964,394.8360277
804,289,3,11638,90962.18339,113,44472,393.5575221
810,16956,207,6879.376812,75201.57679,7089,2675600,377.4298208
811,586,14,6366.857143,84166.45051,244,85425,350.102459
812,9914,160,7241.68125,73118.01099,4273,1212031,283.6487245
813,157,2,2851.5,78217.07006,67,20651,308.2238806
814,262,5,7987.4,82401.76336,108,38038,352.2037037
820,11123,91,6830.373626,87489.84599,4216,1726826,409.5887097
821,749,11,11284.45455,79397.34179,254,67563,265.996063
822,3017,54,9037.351852,63068.33908,677,216710,320.1033973
828,541,6,8809.666667,95755.63586,167,38158,228.491018
829,121,0,0,72292.94215,40,10168,254.2
830,9799,153,6531.627451,74124.8954,4208,1129190,268.3436312
831,1466,26,7570.961538,78212.0075,584,145968,249.9452055
832,6480,76,6360.842105,78607.22006,2819,669471,237.4852785
834,272,5,4093.2,80670.46324,113,30228,267.5044248
835,2877,50,6589.26,83631.26382,1088,348060,319.9080882
836,3733,47,6646.659574,79865.39459,1421,339841,239.156228
837,558,8,6180.125,73989.88889,174,60803,349.4425287
838,294,6,6955.166667,79311.58844,115,37938,329.8956522
839,493,7,3600.857143,79338.05274,185,42449,229.4540541
840,97,1,5017,82101.63918,34,12705,373.6764706
841,249,1,12334,74351.24498,103,25074,243.4368932
845,265,3,7586,66315.58491,102,40224,394.3529412
846,149,5,10092.2,70363.7047,37,9659,261.0540541
847,143,6,8747.333333,75488.14685,37,16952,458.1621622
850,2880,39,7534.666667,66888.91701,940,314556,334.6340426
851,1145,16,9115.9375,70764.03493,316,131367,415.7183544
852,1032,17,10096.70588,56689.78391,188,51890,276.0106383
853,345,2,1740,73822.54783,156,26764,171.5641026
854,297,7,8821.428571,68643.24916,46,19002,413.0869565
860,700,6,6634.166667,70849.32143,284,104255,367.0950704
861,533,4,9111.25,58560.90056,177,45736,258.3954802
862,157,2,8157,54052.51592,26,6625,254.8076923
870,11096,153,7529.431373,68752.56318,4416,2037349,461.3562047
871,2012,42,6598.190476,69240.61133,836,606779,725.812201
872,2209,48,10004.95833,54100.65912,455,207221,455.4307692
880,500,2,6750,88342.398,198,137149,692.6717172
881,1504,6,9460.833333,86312.26795,770,398618,517.6857143
885,505,1,2163,106473.0752,158,107841,682.5379747
886,678,1,4844,79407.80973,242,70063,289.5165289
4000,7927,31,9158.064516,92761.01274,2457,1693761,689.3614164
4005,9580,70,8288.942857,110528.1418,3840,2851543,742.5893229
4006,7213,36,8204.972222,97820.3649,2604,2862989,1099.458141
4007,6473,62,8701.080645,128522.1055,2452,10983784,4479.520392
4008,189,7,9974,84624.17989,66,11300,171.2121212
4009,86,1,11998,128094.1628,19,406637,21401.94737
4010,1455,16,8659,79111.7244,608,299136,492
4011,8012,94,8485.648936,109201.4631,3295,7742076,2349.643703
4012,10578,157,7232.152866,80251.53006,4526,1870495,413.2777287
4013,2424,33,6409.969697,74324.2599,1042,371612,356.6333973
4014,5568,112,7752.446429,70238.18517,2511,797705,317.6841896
4017,16269,330,7389.257576,69252.74736,7266,2400963,330.4380677
4018,4718,122,7667.598361,63614.87897,2106,590253,280.2720798
4019,7862,216,8106.921296,65068.63877,3524,1049621,297.849319
4020,8931,228,7417.074561,72678.47901,3705,1193644,322.1711201
4021,3626,111,8452.567568,59064.13458,1526,363336,238.0969856
4022,2415,74,8271.743243,58567.70849,1077,351212,326.1021356
4025,81,2,12606,51804.44444,20,6745,337.25
4029,111,0,0,132740.1351,18,4627,257.0555556
4030,7736,80,8101.075,84037.18291,3285,1473618,448.5899543
4031,6350,66,7121.424242,79282.28126,2893,1487871,514.3003802
4032,6874,178,8152.58427,68168.87576,2791,1016023,364.0354712
4034,19849,435,7896.995402,69097.2783,8638,2887633,334.2941653
4035,11676,194,7200.469072,83241.79633,5351,2263907,423.0811063
4036,3048,65,8071.907692,61863.46785,1363,442190,324.4240646
4037,3823,43,6737.023256,79745.91473,1715,616520,359.4868805
4051,13742,160,8229.95625,90628.78729,6318,5132202,812.31434
4053,20603,405,7584.953086,73330.28292,9499,3867844,407.1843352
4054,6537,158,7233.607595,67032.68839,2947,1063982,361.0390227
4055,9466,160,6999.95,76310.04183,4572,1814492,396.8705162
4059,5541,47,7841.531915,86036.0213,2234,1855823,830.717547
4060,6415,68,6562.308824,101658.2267,3020,2528132,837.1298013
4061,7717,127,7537,89305.62874,3733,2293057,614.2665417
4064,5944,32,6555.15625,108251.1459,2399,1349989,562.7298875
4065,4521,48,6411.083333,118828.3754,2077,2002571,964.165142
4066,8512,78,7310.769231,90593.91283,3394,2850487,839.8606364
4067,3404,40,6741.1,117323.75,1400,4580205,3271.575
4068,10831,110,8148.227273,106789.0794,4486,4156574,926.5657601
4069,16063,202,7558.574257,114656.9211,7028,6831187,971.9958736
4070,5092,75,7259.466667,84652.34564,2065,2427395,1175.493947
4073,4311,70,6280.514286,89000.84737,1918,1119708,583.7893639
4074,11636,200,6993.58,76062.53833,4997,2062194,412.6864118
4075,10698,144,8622.243056,89055.83115,4733,2941485,621.4842595
4076,1864,25,8809.28,57349.64163,626,225032,359.4760383
4077,9045,204,8641.568627,54469.04511,2873,1049702,365.3679081
4078,11006,190,6988.2,65345.65065,4382,1601343,365.4365586
4101,9898,71,9565.788732,91288.24823,3882,3102353,799.1635755
4102,3111,27,8039.666667,70600.2594,1143,572972,501.287839
4103,6680,62,8989.225806,75395.40704,2651,1164094,439.1150509
4104,3018,48,8795.4375,94340.7896,1327,1134234,854.7354936
4105,6264,74,7969.797297,78101.13665,2638,1546445,586.2187263
4106,704,5,11344.2,64541.28835,238,155829,654.7436975
4107,2854,52,7731.192308,63690.16398,1176,443358,377.005102
4108,2198,31,7330,59132.73203,779,279349,358.5994865
4109,14600,206,8055.73301,66062.97788,4917,3045023,619.2847265
4110,3985,59,8950.79661,59862.56738,1395,450286,322.7856631
4111,456,8,6603.5,67205.73846,191,71384,373.7382199
4112,3040,41,9206.804878,69489.11447,1122,717452,639.4402852
4113,12620,185,7269.308108,65085.42013,4391,2396121,545.6891369
4114,8609,227,7875.38326,50860.71739,2945,1176214,399.3935484
4115,8683,145,7247.944828,65864.73016,3385,1034104,305.4960118
4116,10692,127,7687.456693,65791.35073,3792,1291201,340.5065928
4117,585,3,8142.333333,59348.68718,202,53324,263.980198
4118,13359,213,7591.511737,60746.40804,5157,1504101,291.6620128
4119,2780,50,7385.62,66593.2982,1019,540704,530.6221786
4120,4742,44,8016.704545,73718.96816,1909,821444,430.300681
4121,11696,187,7479.705882,83582.83866,5274,2658130,504.0064467
4122,19468,374,7988.879679,68707.25042,8162,3576222,438.155109
4123,7981,149,6808.624161,67216.57399,3273,1748758,534.2981974
4124,7927,124,7025.379032,64713.62319,2827,742682,262.7102936
4125,2907,63,7381.84127,64405.44892,990,286768,289.6646465
4127,11363,206,7736.257282,64037.72138,4442,1756213,395.365376
4128,7825,125,6461.064,66532.92243,2984,986028,330.4383378
4129,3107,53,6231.169811,62740.56324,1130,312121,276.2132743
4130,3934,45,7798.466667,71669.55567,1438,534581,371.7531293
4131,3581,78,7106.474359,55998.4119,1342,404869,301.6907601
4132,9108,201,8110.631841,53950.43379,3459,1272261,367.8117953
4133,6147,134,7447.634328,59202.83228,2121,716635,337.8760019
4151,8722,96,7725.135417,83813.49645,3794,1891978,498.676331
4152,21653,325,7566.76,84188.87378,9743,5283189,542.2548496
4153,2186,32,7232.40625,82359.84492,970,392078,404.2041237
4154,5091,54,6985.222222,89880.70674,2187,822808,376.2267947
4155,741,3,13424.66667,126726.8785,251,331256,1319.74502
4156,1464,16,8679.125,95731.63046,613,283766,462.91354
4157,8728,149,7889.161074,66891.05752,3637,1151186,316.5207589
4158,1711,39,7994.666667,66473.59673,741,209903,283.2699055
4159,6485,133,7260.902256,71502.57116,2920,882903,302.3640411
4160,8413,173,6922.358382,80584.08891,3798,3272913,861.7464455
4161,7522,147,6635.061224,62276.72614,3370,785783,233.1700297
4163,6722,173,8161.531792,85864.46043,2774,2168815,781.8366979
4164,6143,97,7399.680412,74836.28602,2595,942579,363.2289017
4165,15577,346,7343.479769,71040.22495,6330,2023303,319.6371248
4169,6963,58,7798.275862,97195.76203,2638,2122550,804.6057619
4170,12383,148,7869.344595,85947.07211,5435,2355201,433.3396504
4171,8256,75,6766.933333,118590.8314,3652,2115245,579.2018072
4172,2246,21,6526.904762,78776.77694,982,305454,311.0529532
4173,4066,79,7199.886076,66859.02656,1859,573376,308.4324906
4174,1270,21,7731.619048,64864.77795,576,136886,237.6493056
4178,10946,237,7701.949367,71419.02896,5098,1699141,333.2956061
4179,8781,188,6787.223404,78490.22446,4095,1469263,358.7943834
4183,822,20,9055.5,63528.60949,381,139919,367.2414698
4184,1366,81,7135.851852,57845.84114,451,126562,280.6252772
4205,1646,63,9498.126984,57344.42284,637,192669,302.4631083
4207,19955,461,7782.563991,60666.68048,6675,2548206,381.7537079
4208,7891,119,6941.193277,67718.55494,2923,827394,283.0632911
4209,16953,304,7160.611842,65646.7299,6026,1783966,296.0448058
4210,7995,153,7515.464052,66052.19675,2744,766229,279.2379738
4211,25398,582,7746.182131,63595.10477,8722,2840477,325.6680807
4212,11802,240,7563.6375,80320.30046,3835,1625580,423.8800522
4213,12137,232,7057.189655,68930.89495,4230,2028095,479.4550827
4214,15658,358,7321,64767.90944,5363,2748431,512.4801417
4215,18047,451,7983.330377,61680.40528,5773,2954601,511.7964663
4216,14788,455,7888.272527,77373.62016,4719,1781190,377.4507311
4217,17106,323,8095.972136,83179.33526,4739,3315702,699.6627981
4218,15049,315,8363.060317,78539.48482,4819,6389515,1325.900602
4219,172,4,10811,63702.18605,44,29429,668.8409091
4220,13989,303,8204.310231,68325.23904,4817,1693017,351.4670957
4221,11210,294,7427.411565,66040.37074,4068,1317452,323.8574238
4223,6110,160,7918.74375,73801.17496,2140,830662,388.1598131
4224,2886,64,7434.5625,65760.58524,1036,285155,275.246139
4225,3124,88,7560.215909,66518.5685,1052,719989,684.4001901
4226,13930,419,7369.890215,66810.2537,4772,1619439,339.362741
4227,8220,172,8051.290698,65080.27238,2810,885760,315.2170819
4228,2414,38,7737.026316,72278.31193,768,252992,329.4166667
4230,235,6,9479.666667,64368.28511,72,25735,357.4305556
4270,1669,24,7151.958333,67589.83044,504,151397,300.390873
4271,879,34,7697.882353,63926.46416,313,187236,598.1980831
4272,1862,49,7513.734694,70816.45757,686,284562,414.8134111
4275,1350,23,7950.73913,65681.3763,464,124128,267.5172414
4280,6744,129,6934.883721,65204.23028,2537,574504,226.450138
4285,6987,145,7746.413793,62733.18005,2422,778953,321.6156069
4287,220,7,9141.714286,55569.90455,69,37222,539.4492754
4300,21839,352,7200.142045,64938.68607,8307,2966735,357.1367521
4301,9979,227,7712.030837,57276.12536,3804,1478614,388.6997897
4303,1111,30,9531.633333,54780.43834,430,200119,465.3930233
4304,5769,144,7694.340278,57879.31236,2247,734288,326.7859368
4305,23143,525,7564.878095,61425.61651,9394,2798044,297.8543751
4306,13981,211,7283.886256,70409.77427,5423,1857584,342.5380786
4307,586,8,11893.75,61322.43515,225,65120,289.4222222
4309,1025,17,7046.058824,59993.98146,392,138416,353.1020408
4310,2072,38,8327.973684,60838.99421,837,248919,297.3942652
4311,3204,75,7568.213333,60420.44007,1054,264787,251.2210626
4312,784,22,8872.227273,67726.10587,237,53858,227.2489451
4313,601,12,8752.75,59543.81531,176,44261,251.4829545
4340,1819,39,7179.871795,61305.85322,689,228137,331.1132075
4341,4712,114,8411.894737,61625.79181,1505,336200,223.3887043
4342,894,23,9362.086957,61157.57718,257,68124,265.07393
4343,4102,70,8281.557143,56515.06387,1199,305747,255.0016681
4344,957,13,7896.692308,60590.41275,316,72430,229.2088608
4346,353,6,7336.666667,63952.37394,143,37625,263.1118881
4347,454,7,8014.571429,59243.71586,142,32081,225.9225352
4350,43963,1077,7809.73909,68054.53998,17649,7309256,414.1456173
4352,11555,191,7779.989529,70709.68135,4461,1409438,315.9466487
4353,134,3,9772,66574.3209,37,15648,422.9189189
4354,406,9,5120.666667,60922.93103,123,26064,211.902439
4355,762,32,9326.5,60206.56168,255,88327,346.3803922
4356,1886,33,9192.757576,62835.31283,575,169034,293.9721739
4357,974,26,8698.807692,62572.64682,300,111176,370.5866667
4358,826,15,5715.933333,62979.0339,288,116899,405.8993056
4359,459,12,5884.25,57691.69499,138,77796,563.7391304
4360,246,6,9031.666667,58630.45528,74,13935,188.3108108
4361,797,20,8130.85,61589.85445,246,65805,267.5
4362,819,21,8413.52381,61637.40049,264,64280,243.4848485
4363,290,4,6937,64529.81034,97,20391,210.2164948
4364,123,2,6813,77732.49593,34,25786,758.4117647
4365,112,5,7833,54617.5625,32,3497,109.28125
4370,6425,164,8159.219512,57110.51004,2082,759898,364.9846302
4371,255,5,4725.6,56608.11765,68,18878,277.6176471
4372,49,0,0,46826.20408,17,2530,148.8235294
4373,350,4,8536,55362.04857,115,26883,233.7652174
4374,122,1,18368,61347.71311,35,10327,295.0571429
4375,81,3,7142.333333,57678.40741,17,2185,128.5294118
4376,122,0,0,47193.78689,25,4580,183.2
4377,202,4,9472.75,48081.32178,55,11377,206.8545455
4378,91,0,0,53716.02198,18,2733,151.8333333
4380,2828,68,7833.514706,53730.62129,940,390075,414.9734043
4381,167,4,10280.5,49779.66467,48,16109,335.6041667
4382,195,4,7419,55725.14872,62,23521,379.3709677
4383,270,4,4011,45580.47407,62,6769,109.1774194
4385,390,5,6532.8,61637.05897,110,40200,365.4545455
4387,479,7,10376.28571,52898.66597,110,27608,250.9818182
4388,124,3,5726.333333,55548.6129,52,7823,150.4423077
4390,3174,69,6777.347826,63732.74197,1216,217974,179.2549342
4400,756,21,6930.142857,63703.09921,287,58229,202.8885017
4401,2201,44,7970.727273,60632.75511,763,155127,203.3119266
4402,59,0,0,57594.64407,21,2543,121.0952381
4403,291,2,15164.5,61154.15808,62,11908,192.0645161
4404,214,2,11972,66151.9486,48,23059,480.3958333
4405,6281,102,7240.421569,69509.03917,1942,794602,409.1668383
4406,346,3,10003.33333,67534.32659,94,108721,1156.606383
4407,224,11,9652.909091,62098.66071,58,14569,251.1896552
4408,217,4,7479.25,61314.97235,59,12077,204.6949153
4410,470,11,7873.454545,62063.11277,114,55517,486.9912281
4411,126,2,5859.5,66676.03175,30,8628,287.6
4412,117,1,12535,53886.35897,33,18507,560.8181818
4413,3246,52,7297.884615,78697.17652,880,299551,340.3988636
4415,828,10,9977.3,71439.21618,232,67193,289.625
4416,205,2,6632.5,63583.7122,38,18943,498.5
4417,258,4,10238.25,59584,59,11782,199.6949153
4418,38,1,16700,67139.76316,9,5190,576.6666667
4419,345,7,10529.42857,60863.26377,66,12275,185.9848485
4420,496,7,6681.571429,62310.25403,89,29831,335.1797753
4421,686,20,10744.1,62773.51166,175,28871,164.9771429
4422,164,1,7133,57278.53659,27,6400,237.037037
4423,44,0,0,57123.20455,11,1421,129.1818182
4424,58,1,7802,59369.34483,15,4202,280.1333333
4425,86,0,0,50057.04651,10,1953,195.3
4426,23,2,4274.5,51288.34783,3,1954,651.3333333
4427,127,0,0,59119.98425,22,7343,333.7727273
4428,263,5,10959,62592.84791,46,7411,161.1086957
4454,313,4,6657.25,64760.26518,64,7674,119.90625
4455,4185,57,7984.087719,71577.75341,1009,439737,435.814668
4462,29,0,0,61707.06897,6,840,140
4465,488,7,14509.14286,60695.85861,108,29460,272.7777778
4467,35,0,0,49695.37143,11,1920,174.5454545
4468,111,1,3220,60800.36937,25,4107,164.28
4470,1537,33,8053.060606,61134.58426,353,102623,290.7167139
4472,603,10,7582.4,60934.66998,158,295074,1867.556962
4477,167,0,0,61503.36527,37,18079,488.6216216
4478,188,4,6987.75,61953.92553,30,7578,252.6
4480,343,7,8247.285714,63171.12245,67,21395,319.3283582
4481,60,0,0,51834.71667,13,1266,97.38461538
4482,65,1,4477,67558.61538,21,4912,233.9047619
