,avg tax income,avg income,avg gross tax paid,avg salary,Median_Tot_hhd_inc_weekly,postcode,Median_Tot_fam_inc_weekly,avg net tax paid,High_yr_schl_comp_Yr_11_eq_F,prediction,profitable
23,65553.16964,68660.91619,13677.08273,65175.9019,1481,2020,1652,14168.71867,168,1,1
24,133380.3048,139050.2839,41884.57079,104154.457,2114,2021,2868,43045.19351,234,1,1
25,97381.28031,101789.9633,27034.06876,85788.51544,1785,2022,2456,27815.67361,168,1,1
26,188492.0028,198061.6291,66074.15908,114546.9671,2566,2023,2856,67755.50969,187,1,1
27,135745.011,141632.4975,43102.36341,103617.1062,2049,2024,2620,44365.46321,199,1,1
28,161282.7624,169595.7956,53976.44949,110457.3118,2181,2025,2781,54789.36103,131,1,1
29,104357.2573,109373.6519,29755.71009,86948.96874,1910,2026,2436,30730.53712,410,1,1
30,244900.9124,261782.319,91110.85093,118233.818,2276,2027,2929,92997.55397,131,1,1
31,158712.7739,166800.9004,53139.1797,97276.20244,2287,2028,2756,54433.03453,121,1,1
32,127327.5729,133893.0398,39227.66006,91001.05135,1906,2029,2515,40430.40037,185,1,1
33,196079.4934,208121.9458,69523.37261,118461.86,2422,2030,2734,71296.0483,306,1,1
34,100075.3147,104414.0139,27602.62225,85873.60032,1857,2031,2415,28520.17649,515,1,1
35,75324.9832,78454.43922,17843.26297,69519.9726,1138,2032,1578,18386.50258,232,1,1
36,88450.01986,92261.16645,23072.64724,75327.22872,1512,2033,1968,23795.24418,171,1,1
37,99799.08007,104271.5657,27464.99526,86597.58092,1885,2034,2467,28279.81293,347,1,1
38,82663.81558,86359.10618,20572.2732,73834.10777,1432,2035,1874,21136.23609,590,1,1
39,73326.30806,76822.97497,16857.75442,69415.84423,1234,2036,1585,17390.0809,520,0,0
40,90894.76078,94803.38176,24012.92305,79181.14455,1418,2037,2307,24801.90535,253,1,1
41,100619.0915,104890.2859,27372.05599,90839.88567,2086,2038,2739,28378.89787,130,1,1
42,110126.6649,114993.3892,31049.31809,100519.6359,2597,2039,2921,32076.0444,145,1,1
43,93116.11403,96842.71371,24229.35045,86692.33464,1911,2040,2490,25117.5256,348,1,1
44,140518.5768,148065.1286,44403.82088,111634.8076,2543,2041,2907,45702.8094,282,1,1
45,78017.9625,81014.12318,18529.11181,72769.70847,1740,2042,2324,19217.40715,234,0,0
46,86772.79106,90247.01881,21607.35736,81048.54139,2292,2043,2692,22572.52798,104,0,0
47,68768.38698,71700.97839,14736.88947,68040.79647,1684,2044,1877,15405.20045,145,1,1
48,111838.9621,116014.9711,32994.20796,86836.4694,1732,2045,2111,34078.18154,102,1,1
49,91041.81633,95177.90134,23617.44687,82609.88307,1781,2046,2199,24422.75651,415,1,1
50,109153.6495,114190.0952,30953.64458,92535.62244,2150,2047,2616,31898.2596,182,0,0
51,83736.59935,87112.8953,20676.53214,78253.29148,1803,2048,2301,21428.30987,122,1,1
52,80506.69884,84056.81479,19519.80568,74466.95763,1688,2049,2241,20312.27539,153,1,1
53,87405.2114,91235.77358,21905.15316,83364.88329,1950,2050,2573,22794.23088,91,1,1
54,114492.9378,122098.6075,33479.25895,93729.85331,2117,2060,2744,34468.45698,232,1,1
55,114683.6959,119401.7336,33183.55795,99739.37728,2235,2062,2748,34241.52487,134,1,1
56,193816.6649,201243.3075,68001.68137,139507.2418,2625,2063,2836,69334.17019,131,1,1
57,97260.2134,100759.7045,26394.20576,85423.02434,1909,2064,2400,27244.40601,136,1,1
58,108875.4736,113120.3331,30887.94447,93936.13305,2289,2065,2714,31800.18239,416,1,1
59,117184.8839,122171.5258,34679.22478,95546.27395,2121,2066,2614,35771.45515,531,1,1
60,87493.32993,91067.54993,22624.10012,80324.09993,1658,2067,1924,23255.2355,386,1,1
61,139739.7904,144890.8878,44403.0383,110504.5066,2337,2068,2659,45736.82187,320,1,1
62,152740.1301,158819.9855,50335.04606,111591.9682,2563,2069,2740,51729.21915,269,1,1
63,138124.9239,144393.7967,43702.09293,108589.2762,2532,2070,2749,44903.62645,257,1,1
64,139188.7717,145741.1811,44324.0681,108540.0788,2485,2071,2677,45462.93818,272,1,1
65,121075.8176,126489.1505,36673.9661,96684.47679,2217,2072,2544,37640.22063,139,1,1
66,126381.8207,131699.6578,38511.93707,103628.1769,2611,2073,2748,39540.86738,385,1,1
67,123812.7322,128634.704,37522.60858,101327.9999,2231,2074,2608,38473.41097,524,1,1
68,118953.7497,123708.1303,35483.27644,100704.0048,2513,2075,2643,36304.04109,463,1,1
69,118396.1934,123595.6771,35401.03624,95037.08606,2252,2076,2556,36355.94792,547,1,1
70,71213.03837,73787.18167,15792.25886,69453.31631,1520,2077,1821,16358.34085,697,1,1
71,75179.33401,78064.3738,17268.00436,72798.38167,1991,2079,2192,17848.77781,159,1,1
72,84472.55541,87516.00515,21491.82732,72140.59829,1705,2080,2031,22108.02964,35,1,1
73,76391.34088,79110.19348,17766.14382,72803.28166,1962,2081,2142,18323.11323,118,1,1
74,73753.17221,76506.31358,16708.06448,71131.25265,1826,2082,2001,17288.35202,141,1,1
75,73895.48892,76698.06204,17079.17899,67541.98432,1324,2083,1750,17458.774,39,1,1
76,114784.8687,121955.1029,34352.2386,82144.4993,1953,2084,2194,35223.1535,79,1,1
77,91695.62537,95827.47035,24135.72416,84819.37941,1927,2085,2238,24465.85437,282,1,1
78,90767.08913,94115.58437,23661.68664,82660.44304,2136,2086,2303,24463.67712,312,1,1
79,98170.47357,101830.9107,26622.0516,90481.13277,1917,2087,2274,27350.65622,264,1,1
80,201435.6094,210337.183,71605.15521,136909.351,2463,2088,2838,73309.30044,578,1,1
81,114376.4132,119400.1257,33469.6522,96553.62956,2177,2089,2746,34433.03156,218,1,1
82,128676.2277,134263.8359,39449.85781,104370.5989,2188,2090,2779,40646.19092,252,1,1
83,152598.8025,158155.9145,49925.23061,116001.6218,2554,2092,2687,51072.38738,142,1,1
84,115876.5104,120477.5771,34436.28543,98888.92411,1972,2093,2497,35505.15322,487,1,1
85,112386.5025,117115.9152,32382.01782,97177.39232,2208,2094,2627,33374.27979,116,1,1
86,123057.3754,130193.5595,37509.90909,95575.36617,2085,2095,2659,38436.69629,304,1,1
87,115952.0446,120095.0845,34784.71101,87320.88278,1929,2096,2414,36001.3522,277,1,1
88,95802.60872,99767.3123,26170.28263,79777.48564,1864,2097,2127,27004.73279,348,1,1
89,74928.92821,78251.22576,17661.16851,69281.9719,1478,2099,1834,18229.78166,820,1,1
90,80889.75682,84207.31472,19856.46644,75476.62009,1742,2100,2041,20472.62955,460,1,1
91,83268.03707,86937.62708,20883.86099,72738.17449,1560,2101,1973,21509.36687,415,1,1
92,84989.80527,88948.44312,21456.86661,76210.42353,1939,2102,2122,22090.39098,141,1,1
93,85202.80301,88979.15071,21596.71993,74727.99884,1685,2103,2021,22209.88617,270,1,1
94,127051.7186,132628.6166,39685.30832,90322.54561,1603,2104,2265,40481.21981,81,1,1
95,123408.5117,128317.8484,37930.42057,89242.66942,2023,2105,2297,38744.63886,41,1,1
96,100593.5941,105531.6422,28288.04041,76639.68479,1776,2106,2190,29095.4883,236,1,1
97,101605.6077,106193.4225,28663.88598,81826.00838,1887,2107,2186,29334.90081,379,1,1
98,174413.0129,185648.8198,60362.32578,99194.77003,1720,2108,2288,60830.33441,54,1,1
99,188018.5439,199694.5452,65747.9408,115069.6495,2345,2110,2763,67065.8675,193,1,1
100,99313.3096,103435.0169,27225.85095,84344.68773,1671,2111,2278,28123.99736,270,1,1
101,76369.47506,79701.2354,17974.52192,70550.08743,1469,2112,1834,18575.49164,453,1,1
102,77562.13662,80683.9604,18224.87959,74675.66735,1525,2113,1920,18887.78013,310,1,1
103,71614.29676,74365.45682,15960.31588,69371.67215,1511,2114,1824,16576.50697,383,1,1
104,65705.36933,68403.75611,13775.45112,64532.58815,1294,2115,1552,14275.09651,201,1,1
105,64310.48854,67056.00435,13178.55613,63824.98638,1285,2116,1485,13680.32648,136,1,1
106,68257.08641,71197.37844,14845.29206,64604.9842,1342,2117,1637,15394.58161,368,1,1
107,71669.84152,74641.77377,16202.34864,67476.48315,1571,2118,1709,16727.14348,453,1,1
108,107498.8953,112181.7154,30467.75487,90868.58128,2544,2119,2685,31281.13089,258,1,1
109,83401.39117,86551.74307,20502.72483,79553.67306,1987,2120,2294,21076.6715,412,1,1
110,82624.21481,85916.57267,20386.36566,77259.50303,1739,2121,2007,21028.30851,455,1,1
111,72008.74249,74946.88352,16425.34216,67645.83227,1371,2122,1682,16900.80491,432,1,1
112,100581.6197,104864.6451,27807.10433,85947.69933,2449,2125,2574,28580.01403,368,1,1
113,85640.19064,89092.26308,21453.91749,81553.91075,2268,2126,2424,22075.74084,415,1,1
114,75623.22881,79355.25194,17279.83965,75352.9797,2118,2127,2290,17969.10368,122,1,1
115,60125.67809,62740.16279,11895.48103,61643.90746,1286,2128,1333,12356.44676,25,0,0
116,79089.12781,82036.5873,18970.77595,73294.56142,1572,2130,2108,19641.56322,114,1,1
117,65310.84915,67744.44076,13843.00371,61567.3376,1313,2131,1458,14337.80848,339,1,1
118,74940.19802,78012.26007,17366.09375,70708.36615,1508,2132,1798,17891.18328,181,1,1
119,66362.3356,69471.20096,14054.20013,64455.15229,1295,2133,1512,14534.14186,208,1,1
120,65839.41784,68367.50941,14624.37307,59582.5451,1184,2134,1302,15072.835,189,1,1
121,84649.6135,88239.14596,22035.72598,64377.58935,1464,2135,1671,22692.76653,324,1,1
122,69847.99759,72948.76481,15536.82045,65966.71634,1377,2136,1577,16104.29835,109,1,1
123,89461.7065,93390.8944,23288.54872,77464.69595,1830,2137,2093,24019.89129,425,1,1
124,75473.67341,78507.91409,17532.19297,72156.36501,1716,2138,1912,18178.77803,183,1,1
125,61879.31048,64483.38327,12639.56094,60464.53413,1388,2140,1425,13082.45768,150,0,0
126,56821.19197,59060.06618,10754.40076,56326.61055,1153,2141,1181,11113.09917,422,0,0
127,53743.96311,56180.52882,9635.718799,54151.66565,1064,2142,1128,9955.047986,356,1,1
128,56211.38564,58645.19367,10457.71151,56377.78523,1037,2143,1139,10773.8676,163,0,0
129,48408.86876,50489.51739,7912.277284,49657.38859,968,2144,957,8125.544025,560,1,1
130,63913.07967,66579.21621,13076.79442,63001.49759,1380,2145,1520,13571.71935,1205,1,1
131,62113.22376,64714.57394,12360.24412,61490.1887,1433,2146,1594,12839.88618,323,0,0
132,61989.82825,64699.44721,12329.90339,61824.67625,1376,2147,1584,12762.20929,748,1,1
133,56485.34795,58945.82423,10422.13636,56906.26488,1222,2148,1343,10825.06569,1211,1,1
134,60374.16574,62542.5074,11958.78057,59313.55018,1274,2150,1314,12376.73589,308,0,0
135,69178.54327,72050.98756,15174.28339,65881.15672,1450,2151,1714,15706.32232,377,1,1
136,68688.00542,72314.94933,14850.47382,67685.43726,1388,2152,1747,15364.95496,229,1,1
137,76169.92341,79534.54088,17695.22056,73404.80895,1905,2153,2077,18348.7804,1072,1,1
138,86043.2298,89730.88172,21708.83141,79292.02801,2059,2154,2287,22383.23771,849,1,1
139,77823.83647,81382.06692,18206.19581,75274.52067,2307,2155,2334,18925.49615,823,1,1
140,98935.35706,103158.8958,27208.86697,78074.45,2210,2156,2333,27969.25402,288,1,1
141,79054.48099,82446.70851,19506.57514,67517.36846,1570,2157,1722,20175.26252,85,1,1
142,105815.4674,110222.9416,30627.1452,77659.79442,2010,2158,2245,31180.40755,201,1,1
143,86033.68432,90114.62631,22111.71278,73716.09406,1679,2159,2044,22665.31274,132,1,1
144,55969.93781,58550.08748,10392.11393,55760.51068,1031,2160,1142,10753.54502,623,1,1
145,53324.86469,55851.39609,9476.781479,54131.52309,960,2161,1090,9812.684722,641,1,1
146,55393.94249,57954.4566,10164.9744,55190.83623,954,2162,1102,10485.8464,395,1,1
147,51300.20983,53707.7595,8849.527468,51441.29717,668,2163,833,9014.580752,177,0,0
148,58316.67888,61074.46147,11182.6457,56397.09008,1099,2164,1203,11564.71256,413,1,1
149,53254.39944,55762.28,9410.238546,53067.72311,896,2165,954,9724.731824,842,0,0
150,51652.80728,54005.81446,8898.487148,51225.15084,857,2166,876,9197.724477,1031,1,1
151,60520.59223,63219.53793,11779.34522,61197.03786,1394,2167,1563,12184.288,189,1,1
152,54430.72729,57207.85369,9764.106087,54879.18985,1055,2168,1154,10078.72377,1069,0,0
153,59245.0171,62216.37091,11474.59384,58829.38653,1168,2170,1291,11894.69228,2017,1,1
154,62996.39866,66200.9359,12762.58003,62184.30522,1783,2171,1755,13332.6605,477,1,1
155,77472.46648,80842.71881,18078.82945,73330.54049,2472,2172,2408,18655.78212,36,1,1
156,66904.03562,70230.99177,14006.29162,67186.83122,1935,2173,2025,14502.88894,312,1,1
157,58625.16246,61482.67774,11272.62768,57283.8988,1388,2176,1363,11676.56998,934,1,1
158,55032.14902,57821.20564,9955.603991,55492.05857,1246,2177,1211,10382.96603,340,0,0
159,68585.52547,71768.40952,15253.99799,56019.01631,1503,2178,1558,15847.82708,89,1,1
160,62865.74346,66100.6306,13012.63583,56073.05833,1119,2179,1241,13480.47877,103,1,1
161,56762.95618,59587.262,10809.41572,56068.37496,960,2190,1079,11162.74838,533,1,1
162,62992.65796,65864.48053,12953.45398,61059.51715,1134,2191,1311,13446.50177,115,1,1
163,54935.61603,57516.38205,10000.67778,55124.38209,987,2192,1088,10386.81111,217,1,1
164,67760.93077,70732.00315,14621.37135,65501.17792,1394,2193,1581,15172.76628,267,1,1
165,50958.78946,52909.36826,8785.910218,50958.69496,945,2194,974,9044.626371,323,0,0
166,48612.77333,50941.05739,7934.181699,50161.13337,858,2195,897,8116.344444,426,1,1
167,54669.29332,57336.31556,9975.474599,54575.79447,1003,2196,1114,10296.72115,597,1,1
168,56899.50843,59767.53976,10671.34458,57178.56415,1048,2197,1217,11017.66024,174,0,0
169,63618.41007,66689.33241,13194.85692,61338.78679,1324,2198,1432,13642.08717,179,1,1
170,56013.51272,58653.45396,10406.62413,55850.49622,980,2199,1118,10755.24144,345,1,1
171,55311.57355,58044.26986,10232.77856,54925.77901,981,2200,1036,10573.90912,774,1,1
172,72987.73909,76002.455,16441.32074,70835.2641,1540,2203,1826,17080.235,235,1,1
173,69411.61832,72344.11053,15188.96744,66638.39979,1405,2204,1612,15825.76293,396,1,1
174,63551.68159,66448.81274,13050.31647,63212.29316,1411,2205,1483,13594.93405,229,1,1
175,73773.7972,77224.98525,17006.07704,67276.20341,1370,2206,1551,17639.85899,278,1,1
176,65655.49235,68560.36154,13852.62412,63026.15936,1366,2207,1496,14297.49706,507,1,1
177,66095.77995,68955.09283,14095.38702,62625.95312,1258,2208,1428,14607.40492,220,1,1
178,63081.32612,65651.49543,12958.78595,61419.80313,1173,2209,1385,13388.22142,267,1,1
179,68016.039,71021.91209,14872.7053,63903.65535,1136,2210,1448,15340.38542,511,1,1
180,64095.84904,66874.06626,13166.41446,62845.61498,1288,2211,1545,13652.94752,330,1,1
181,62750.49912,65425.24098,12633.06433,61655.78836,1247,2212,1453,13076.67672,287,1,1
182,68748.21296,71635.04068,14945.37424,65376.32788,1442,2213,1734,15404.47281,428,1,1
183,64451.27724,67357.99038,13279.78152,62745.92299,1680,2214,1790,13704.52564,85,1,1
184,61043.44561,63876.9272,12264.7378,59368.47521,1257,2216,1367,12654.7273,448,0,0
185,65567.93368,68497.96646,13904.13106,62918.34439,1272,2217,1459,14369.88921,413,1,1
186,60981.08937,63699.65256,12113.91479,60515.07112,1266,2218,1373,12553.69875,256,1,1
187,78692.80209,82520.78728,19012.93972,70110.0491,1259,2219,1682,19581.67213,297,1,1
188,59873.76232,62370.56521,11963.60747,57537.05498,1171,2220,1224,12335.6981,462,1,1
189,86692.11063,90690.43742,22357.45828,71706.16935,1633,2221,1885,23110.59112,301,1,1
190,65067.92221,67740.31776,13679.00582,63031.86379,1303,2222,1555,14126.66558,226,1,1
191,79688.25403,82958.54515,19274.51946,72260.40218,1578,2223,1910,19866.42934,392,1,1
192,82090.15322,86606.56894,20462.46923,70328.79626,1510,2224,1840,21116.92459,340,1,1
193,90755.61092,94756.41696,23600.23616,81828.05609,2172,2225,2395,24296.69609,107,1,1
194,78851.84488,82173.61389,18669.57401,74746.46558,1874,2226,2197,19223.82072,227,1,1
195,78036.91824,81693.77287,18465.31198,74364.42958,1746,2227,2087,19079.55505,282,1,1
196,75504.26319,79019.13736,17722.57926,69537.85613,1372,2228,1700,18327.66723,401,1,1
197,91209.0046,95961.47657,24337.33474,74100.44568,1541,2229,1989,25067.03511,614,1,1
198,100010.9862,105084.1719,28154.21796,75160.96119,1524,2230,2042,28961.80777,622,1,1
199,73520.80556,76937.06705,16957.04215,67663.55864,1605,2231,1701,17557.61877,55,1,1
200,72819.391,76081.77129,16398.07018,69903.48921,1525,2232,1903,16970.32948,676,1,1
201,69170.99151,72394.26281,14935.96095,68055.07264,1773,2233,1978,15426.57459,654,1,1
202,76538.45477,80158.45096,17890.17046,71426.2374,2191,2234,2291,18389.62635,718,1,1
203,64687.83302,67678.58902,13574.65969,60945.29098,1135,2250,1428,13954.55885,1738,1,1
204,66641.23545,69919.69975,14292.92942,62955.33827,1149,2251,1462,14612.04613,837,1,1
205,63596.73526,66524.27522,13213.57597,59853.63033,882,2256,1180,13456.48282,396,1,1
206,63094.46105,66292.53847,13133.49452,58981.51174,891,2257,1160,13398.65926,788,1,1
207,68547.89747,71732.97812,15039.46418,62431.91213,1349,2258,1557,15508.72115,128,1,1
208,61635.98627,64636.71701,12434.02263,59439.86839,1014,2259,1240,12806.8891,1483,1,1
209,75618.01256,79484.83536,17894.67399,66705.85685,1443,2260,1704,18362.76949,590,1,1
210,58539.97754,61617.67033,11287.55012,57183.24982,943,2261,1200,11556.13859,1408,1,1
211,55671.55855,58615.58604,10215.47375,55453.35067,883,2262,1048,10434.2086,605,0,0
212,56350.49487,59078.81857,10524.96477,54595.4935,762,2263,990,10683.12702,622,1,1
213,62651.02899,65506.90592,12797.80455,59903.22167,906,2264,1134,13082.063,376,1,1
214,63511.19338,66502.06929,13110.35522,60880.91719,1049,2265,1318,13398.7668,152,1,1
215,73723.33202,76815.56749,17082.95271,67075.20247,930,2267,1214,17170.80296,88,1,1
216,61671.71705,64245.91916,12252.77065,60855.09501,1391,2278,1502,12734.06239,79,0,0
217,73528.2391,76686.81212,17015.33033,65097.4519,1148,2280,1479,17451.50129,648,1,1
218,66462.00332,69576.25766,14127.78743,63411.27852,906,2281,1191,14457.11029,320,1,1
219,76369.31659,79594.63397,17861.21931,69437.7979,1380,2282,1703,18395.34155,380,1,1
