,avg tax income,avg income,avg gross tax paid,avg salary,Median_Tot_hhd_inc_weekly,postcode,Median_Tot_fam_inc_weekly,avg net tax paid,High_yr_schl_comp_Yr_11_eq_F,prediction,profitable
477,85642.87685,89234.39326,21826.13817,76094.79963,1915,3008,2417,22529.85754,127,0,0
478,61549.74957,64090.37047,12357.69016,60318.44718,1181,3011,1435,12864.34867,426,1,1
479,62283.47373,65082.21644,12505.88481,61345.9249,1162,3012,1402,13052.06524,712,0,0
480,75879.79926,79291.58326,17421.41475,73352.25348,1583,3013,2032,18140.52652,441,0,0
481,77317.24221,80787.54249,17982.29066,74761.30366,1626,3015,2077,18747.5233,657,1,1
482,96100.9435,100581.2834,25780.86436,82052.27299,1699,3016,2362,26502.06273,677,1,1
483,69231.175,72379.86875,15022.71336,66443.34098,1160,3018,1564,15549.58741,594,1,1
484,51250.17746,53522.14526,8750.440285,51300.96697,792,3019,894,9040.717709,192,1,1
485,52213.42845,54590.46529,9052.94179,52028.9964,929,3020,1003,9337.750648,1283,0,0
486,50453.80379,52805.42516,8431.109512,50963.25839,907,3021,967,8678.854042,1751,0,0
487,53043.96211,55638.34526,9316.445614,53687.26835,895,3022,1002,9581.417544,104,0,0
488,58902.23338,61939.82905,11295.62635,59537.86091,1423,3023,1490,11775.04762,1964,0,0
489,57422.52836,60602.83817,10696.55955,58321.87827,1356,3024,1444,11128.53552,979,0,0
490,61481.95729,64411.63506,12209.53745,61151.55239,910,3025,1049,12678.82633,382,0,0
491,65580.04307,68760.77523,13507.51231,68196.40925,1842,3027,1880,14214.06563,89,1,1
492,57936.96933,60649.43276,10925.23879,58010.72637,1221,3028,1335,11314.84607,1438,0,0
493,57788.7429,60704.04251,10869.52183,58708.89722,1402,3029,1492,11310.77311,3395,0,0
494,64403.7083,67637.63573,13275.54992,64221.62378,1470,3030,1649,13818.14534,3617,1,1
495,72866.89381,76084.83235,16447.23166,69844.35474,1401,3031,1953,17138.56004,438,0,0
496,75042.40279,78713.09903,17497.08395,69440.54059,1512,3032,1892,17988.61939,854,0,0
497,66384.81752,69688.11731,14050.83681,63301.04293,1226,3033,1385,14489.95534,671,1,1
498,65454.16222,68522.80931,13861.44491,60559.63556,1100,3034,1282,14326.44207,423,1,1
499,76812.30933,80617.25389,18117.29432,65595.27911,1541,3036,1845,18716.07606,346,1,1
500,59183.24621,62279.04916,11362.73462,59883.07621,1491,3037,1558,11867.69544,2017,0,0
501,61854.73663,65040.47163,12401.37834,59872.86188,1505,3038,1618,12861.59805,1520,0,0
502,82634.61599,86511.95419,20378.47328,74080.44842,1611,3039,2190,21118.62737,525,1,1
503,84765.67234,88898.93151,21489.89974,71616.26682,1571,3040,2147,22209.51405,1134,1,1
504,78094.64525,81804.87237,18529.99181,71638.78348,1634,3041,2026,19050.49751,599,0,0
505,65326.06779,68725.27763,13599.74974,63573.9921,1204,3042,1463,14090.47686,725,0,0
506,59539.79812,62685.74758,11549.68272,58289.03778,1150,3043,1337,11945.58376,915,0,0
507,66439.11259,69567.89816,14060.0422,64137.32126,1283,3044,1577,14605.75758,1032,0,0
508,57991.4586,60744.9752,11012.41218,58045.05596,1004,3046,1202,11400.88902,1325,0,0
509,47915.04265,50304.77235,7646.027818,49100.60749,762,3047,843,7823.344252,653,0,0
510,47732.85276,50072.35609,7573.67927,48886.80665,867,3048,884,7806.173043,663,0,0
511,60286.90542,63462.78931,11835.99032,59030.30494,1388,3049,1567,12208.64175,574,0,0
512,72710.11259,76073.3188,16838.15192,65591.7443,1230,3051,1734,17434.35545,229,0,0
513,81673.7536,85883.58363,20451.18435,69688.78958,1480,3052,1939,21095.24236,91,1,1
514,74648.19086,78160.21225,17846.65561,64915.94513,633,3053,1295,18407.75713,259,0,0
515,90316.41019,94701.88904,23943.64036,73820.96614,1740,3054,2285,24617.86971,214,1,1
516,66674.23101,69496.71068,14312.4948,63052.88883,1232,3055,1630,14865.92389,363,1,1
517,66858.92884,69757.04283,14304.27505,63442.54197,1433,3056,1809,14869.78848,514,1,1
518,67776.35078,70559.54702,14622.64203,64263.7378,1468,3057,1933,15206.37675,173,0,0
519,63688.37015,66365.38234,13116.94671,62142.2083,1268,3058,1473,13637.36632,978,1,1
520,67451.69025,70915.27492,14610.14583,61651.44582,1730,3059,1748,15102.4492,688,0,0
521,55139.60154,57806.0824,10151.19512,55171.31437,865,3060,995,10523.77203,425,0,0
522,56667.9547,59052.3617,11146.30405,55609.16956,786,3061,824,11538.86479,169,0,0
523,55180.43176,57963.25256,10010.86051,56116.61291,1349,3064,1370,10419.00371,2499,0,0
524,83903.17925,87808.71386,21285.57307,71195.09135,1483,3065,1917,21996.12148,199,1,1
525,88508.89872,92509.89723,22854.38771,76906.82101,1782,3068,2370,23593.58385,430,1,1
526,76529.09133,80012.508,17972.73939,70242.50444,1563,3070,2031,18602.05405,635,1,1
527,67769.36481,70525.80725,14713.20156,63348.16021,1275,3071,1611,15281.81674,479,0,0
528,61711.03145,64536.75435,12404.8015,59575.69026,1155,3072,1373,12878.56495,1005,0,0
529,57085.05126,59632.73734,10732.15,55709.59682,972,3073,1156,11112.14459,1802,1,1
530,51986.66846,54457.09401,8984.788056,51504.80873,900,3074,962,9303.809759,706,1,1
531,52151.41133,54672.48676,8983.690726,52558.13599,919,3075,987,9315.946753,758,0,0
532,54652.56862,57435.60699,9831.026445,55109.36097,1283,3076,1370,10216.75006,1253,1,1
533,83974.98488,87664.67103,21117.16528,72926.84037,1538,3078,2137,21792.85949,308,1,1
534,99565.69532,104051.6562,27481.46914,79236.59437,1709,3079,2274,28293.1161,606,1,1
535,57055.46998,59636.17422,10792.75954,56430.08097,938,3081,1169,11169.57805,477,0,0
536,57011.96425,59795.94615,10656.87032,56630.18248,1368,3082,1457,11052.10998,1657,0,0
537,59979.25447,62751.33793,11802.92207,57845.96687,1172,3083,1367,12188.46226,1175,0,0
538,80509.20922,84440.62854,19617.64202,71254.52062,1551,3084,1925,20203.45206,1133,0,0
539,70488.88301,73718.34983,15567.21797,68093.82276,1458,3085,1823,16068.54509,626,1,1
540,63155.11413,65977.76417,12777.77194,62041.19319,1300,3087,1529,13256.46748,474,0,0
541,66425.72797,69396.37917,14005.56204,64234.22712,1524,3088,1783,14491.97624,1667,0,0
542,69233.50218,72579.51911,15108.8867,66090.87559,1860,3089,2033,15646.43149,809,1,1
543,92266.85249,96851.00429,24549.91424,74018.9668,2215,3090,2257,25219.81389,148,0,0
544,97428.09002,100692.5511,27283.54136,64335.89506,1930,3091,2075,28087.3601,120,0,0
545,94150.95259,99454.22616,25506.30627,74062.76366,1584,3093,2088,25572.99292,206,1,1
546,66861.57285,69921.66352,14179.19234,63734.4269,1457,3094,1806,14649.51782,526,0,0
547,77568.17817,81161.11738,18375.72974,70145.24447,1923,3095,2175,18927.05927,1703,1,1
548,88004.44105,92103.9476,22754.15429,72269.30826,1773,3097,2058,23688.27656,60,0,0
549,69668.85833,72656.63707,15457.92824,63117.68823,1589,3099,1809,15981.99172,333,0,0
550,126316.1824,133193.0116,39035.17484,87568.45026,2022,3101,2577,40109.62078,811,1,1
551,95963.44587,102698.0721,25760.00705,82740.7483,1807,3102,2198,26555.93562,213,1,1
552,111853.8254,116856.62,33051.03299,82790.75666,1563,3103,2144,33968.85932,717,0,0
553,91576.80135,96234.24826,24202.9388,75706.95294,1787,3104,2140,24877.59927,824,1,1
554,74402.60709,77862.51105,17285.42429,67075.51759,1225,3105,1469,17949.95975,451,1,1
555,91193.37097,95316.26384,24279.11137,71256.24084,1789,3106,1959,25025.36429,808,1,1
556,73484.71082,77008.85559,16849.03728,68236.90893,1429,3107,1682,17350.35957,594,1,1
557,69788.76252,73114.67271,15654.35735,63060.13565,1242,3108,1445,16126.53452,758,1,1
558,69354.62323,72574.88365,15402.28773,65295.634,1356,3109,1540,15835.23761,1233,1,1
559,84360.77667,88453.8787,21375.29741,70687.83189,1614,3111,1926,22044.055,618,1,1
560,86048.88017,90150.69587,21811.14641,72927.63416,2074,3113,2267,22477.31964,425,1,1
561,111862.034,118952.6268,32792.23575,85898.8706,2329,3114,2437,33787.21863,188,1,1
562,98031.26175,102405.3072,27052.50834,72485.21879,2221,3115,2319,28013.667,263,0,0
563,63890.28408,67075.28057,13261.06525,59502.36043,1418,3116,1563,13708.75497,678,1,1
564,86233.0686,90167.01213,22055.80417,76194.05097,1731,3121,2188,22848.08661,651,1,1
565,117503.6938,123673.0511,35499.87633,83740.48294,1627,3122,2492,36513.78256,587,1,1
566,113850.0428,118971.1211,33588.81242,84007.52919,1833,3123,2556,34617.91233,417,1,1
567,114569.6181,121615.1107,33904.99083,90756.95895,2122,3124,2613,34686.19227,799,1,1
568,72389.4899,75474.79089,16666.92948,66668.13668,1100,3125,1569,17172.6802,576,0,0
569,158610.4384,166589.4051,52845.38598,104668.073,2352,3126,2763,54251.10007,367,1,1
570,103952.0907,108498.0824,29250.06345,86969.43326,1961,3127,2552,30099.90978,780,1,1
571,68448.83973,71390.42493,15294.02538,64058.12944,1132,3128,1569,15732.53339,579,0,0
572,74539.34093,77716.66701,17337.14191,68552.85265,1330,3129,1678,17855.02014,678,0,0
573,74977.36551,78160.88786,17410.30573,69945.65397,1387,3130,1788,17976.24068,1352,1,1
574,64902.25936,67725.59151,13545.32326,62706.80551,1202,3131,1509,13959.51972,895,0,0
575,68604.87055,71465.55967,14849.18073,65490.00015,1424,3132,1755,15361.97921,702,0,0
576,71393.55537,74523.34322,16120.37138,66077.27445,1459,3133,1721,16540.63346,1117,0,0
577,68576.51779,71643.99073,15003.71788,63406.52038,1393,3134,1729,15490.10119,1759,0,0
578,65331.09655,68252.702,13636.3356,62663.03055,1297,3135,1612,14097.26992,1120,0,0
579,63349.48879,66141.53368,12979.91261,60635.81817,1267,3136,1567,13379.73788,2700,1,1
580,59624.73923,62386.44285,11665.42249,56617.12604,1211,3137,1461,12059.58542,919,0,0
581,59422.5257,62207.43631,11504.12604,57781.11765,1360,3138,1551,11903.94185,1458,0,0
582,59148.81089,61990.02429,11626.09782,54312.78066,1219,3139,1389,12020.27739,1022,1,1
583,63109.47571,66066.69126,12954.34403,58310.79593,1284,3140,1548,13430.43923,1064,1,1
584,120316.791,126666.6984,37152.8299,82250.6188,1694,3141,2391,38258.48407,555,1,1
585,207949.0171,223361.128,74778.44108,95586.64958,1977,3142,2746,76597.6237,542,1,1
586,124192.9219,133180.7519,38106.18649,88483.93354,1713,3143,2552,39149.1641,288,1,1
587,150859.8921,158083.1783,49612.77493,94334.33467,2047,3144,2675,51062.49262,381,1,1
588,108174.6979,113107.1966,31248.45924,83327.5196,1663,3145,2380,32163.54496,776,1,1
589,107691.9729,112949.9094,30725.8367,89608.97239,1965,3146,2563,31674.86728,953,1,1
590,89835.69732,93720.02327,23518.53179,76930.15078,1469,3147,2020,24328.0382,511,1,1
591,70593.94013,73576.36376,16168.17913,63032.21656,1234,3148,1461,16737.7355,244,0,0
592,75170.3891,78420.28318,17588.66935,69052.59645,1369,3149,1649,18074.53936,1419,1,1
593,74634.13977,78060.20724,17458.2037,67224.57653,1418,3150,1617,17919.78293,2521,0,0
594,64668.61733,67589.64107,13573.34428,62592.27141,1174,3151,1404,13997.16848,397,0,0
595,65306.65232,68171.65363,13716.45271,62731.88964,1463,3152,1702,14114.35022,1751,0,0
596,57603.65692,60145.47245,10841.97302,56327.44783,1186,3153,1428,11229.61259,1198,0,0
597,60047.78378,62782.8059,11736.45258,57907.47446,1455,3154,1629,12113.02408,298,0,0
598,57584.57391,60146.7234,10877.80429,56212.76017,1162,3155,1392,11199.63846,1347,0,0
599,63425.74126,66297.92448,13042.85102,59945.14295,1392,3156,1613,13508.23885,2314,0,0
600,61704.60432,64566.24992,12273.04442,60697.79439,1537,3158,1783,12751.06913,409,1,1
601,63647.08437,66608.88188,13026.73535,62224.99299,1578,3159,1761,13479.71847,154,0,0
602,68665.53563,71528.44036,15317.76026,61590.82552,1452,3160,1672,15729.04301,608,0,0
603,107385.7805,113908.9175,30837.69027,72887.46653,1735,3161,2339,31818.26143,457,0,0
604,91675.97896,96492.98528,24261.16623,73459.68889,1547,3162,2117,25017.67606,555,1,1
605,72499.36527,75496.55788,16391.04641,68909.1241,1287,3163,1770,16938.3524,995,0,0
606,71016.04629,74128.50639,15743.72406,68545.61988,1406,3165,1695,16270.67749,1216,1,1
607,66275.83363,68985.74834,14057.46563,63729.97418,1340,3166,1607,14585.80223,728,0,0
608,63359.53275,66087.40536,12921.97498,61762.96722,1272,3167,1468,13377.48014,369,0,0
609,56393.81128,58782.17072,10657.22524,54817.94071,962,3168,1146,10967.69283,374,1,1
610,54308.54285,56516.74907,9752.393353,54126.87062,1116,3169,1199,10084.85358,617,1,1
611,64735.12245,67618.65986,13619.55242,61251.0856,1348,3170,1473,14067.5731,731,1,1
612,49095.93164,51079.58189,8257.170269,49199.4667,884,3171,922,8458.241253,503,0,0
613,57996.72275,60515.36967,11148.45963,55597.29797,1155,3172,1274,11478.24151,1039,1,1
614,57424.55997,60173.27631,10861.67816,56539.6262,1253,3173,1317,11248.73449,794,0,0
615,50571.12464,52723.75294,8459.996774,50653.34704,927,3174,1042,8682.161892,1339,0,0
616,51496.44005,53806.70376,8962.989935,50621.40498,899,3175,1014,9240.622277,1656,1,1
617,47899.51416,50037.0077,7575.729064,48558.22271,819,3177,917,7803.73984,408,0,0
618,64649.82339,67738.13247,13433.55477,62820.34314,1699,3178,1799,13932.14585,2024,0,0
619,61099.89775,63610.89317,12203.24008,58292.23673,1486,3179,1617,12657.53873,354,0,0
620,60800.63735,63503.28904,11983.50032,59585.76853,1310,3180,1478,12407.96973,468,0,0
621,83295.73683,87332.95324,20803.60705,73680.15624,1560,3181,2269,21614.95024,483,0,0
622,81500.38146,85674.86978,20400.6641,70533.22881,1488,3182,2249,21123.74837,525,1,1
623,75317.24584,78915.78726,17657.22097,65696.48856,1449,3183,1967,18284.76136,557,0,0
624,89160.04634,93848.14872,23001.30065,77530.72278,1715,3184,2388,23761.41021,398,1,1
625,95057.3421,99350.15144,25698.08982,79327.15036,1497,3185,2179,26513.5835,405,1,1
626,156116.7514,163286.7066,51531.94117,105062.5927,2200,3186,2681,52828.03997,959,1,1
627,105064.4615,110014.5861,29648.78777,89052.02872,1797,3187,2453,30386.98132,735,1,1
628,112268.942,116995.7608,32928.51854,90749.9034,1653,3188,2280,33819.87555,741,1,1
629,68025.78938,70997.80916,14813.74689,64908.40446,1294,3189,1635,15376.37766,247,1,1
630,74009.00043,77173.9985,16933.05675,71645.94625,1384,3190,1826,17466.14882,479,0,0
631,114337.2093,119664.2708,33509.329,92015.5501,1836,3191,2548,34332.57517,438,1,1
632,70287.67273,73289.11305,15642.64763,66380.74087,1233,3192,1622,16112.31027,1014,1,1
633,105094.7185,109937.5683,29671.85861,88171.49485,1845,3193,2345,30414.60163,1034,1,1
634,73926.09625,77252.11454,17022.72768,68728.76597,1288,3194,1770,17567.18971,655,1,1
635,73261.90939,76619.6923,16653.88085,68548.26606,1492,3195,1890,17241.31456,1759,0,0
636,63960.52463,67007.11613,13116.00994,62468.47281,1179,3196,1593,13597.27349,1340,0,0
637,71614.47574,75282.93617,16229.62885,64439.70628,1305,3197,1719,16787.78085,655,0,0
638,57241.17251,60148.27036,10720.82633,56364.80652,1006,3198,1333,11089.63001,890,0,0
639,60167.00525,63253.32428,11941.84539,57463.89624,1043,3199,1335,12300.12773,3361,0,0
640,48447.90106,50622.15172,7760.911609,48224.25915,762,3200,887,7988.333113,330,0,0
641,53772.01086,56598.06423,9501.783618,54047.96872,1184,3201,1339,9859.646604,1163,1,1
642,80849.3182,84285.47312,19705.11858,74722.6267,1538,3204,2000,20377.29777,1168,0,0
643,100738.9263,105509.7277,27919.92256,84237.53308,1670,3205,2451,28882.89393,262,0,0
644,158404.3837,166106.807,52658.11891,108629.3965,2103,3206,2697,53940.49113,338,1,1
645,108856.9182,114012.8753,30950.58074,92604.40253,1997,3207,2616,31905.08672,509,1,1
646,70595.89631,74832.42882,15730.20387,67576.784,1393,3211,1575,16359.01406,96,1,1
647,64101.27719,67116.39321,13182.00939,62821.34265,1392,3212,1592,13640.11103,988,1,1
648,50664.41659,53042.27178,8543.67083,50477.62987,752,3214,894,8731.347309,1426,0,0
649,60529.37217,63448.06659,12037.22478,57373.51768,957,3215,1214,12409.64171,1158,1,1
650,64715.42308,67821.65289,13582.6706,60151.36131,1181,3216,1492,14000.13636,3488,1,1
651,60728.39802,64096.28931,11831.50943,60359.43297,1578,3217,1750,12345.9425,56,1,1
652,64772.45669,67958.02703,13534.34269,61288.62209,1062,3218,1537,13981.62872,749,1,1
653,56232.65956,58935.20944,10447.93973,54982.86173,889,3219,1153,10741.56504,1316,0,0
654,83155.39119,87393.79926,21045.10993,66417.12358,1286,3220,1820,21655.77692,883,1,1
655,73467.88416,77207.91707,17250.73146,60524.42053,1334,3221,1567,17819.76349,587,1,1
656,67087.01386,70012.0,14988.53702,57030.57502,1035,3222,1271,15335.58314,909,1,1
657,61222.66806,64320.50093,12484.74234,55474.1569,763,3223,942,12503.92526,512,0,0
658,60161.59575,63148.81021,11848.59947,57469.40905,1191,3224,1391,12187.5056,777,1,1
659,80607.67605,85279.25629,20203.77605,60696.52825,1010,3225,1379,20460.48862,260,0,0
660,64639.93829,67977.11385,13537.62688,59831.57065,1197,3226,1477,13823.29658,868,0,0
661,80513.65519,85019.82686,19733.40236,68041.30199,1432,3227,1757,20249.82833,266,0,0
662,75879.88682,79708.50846,18095.83762,64711.80332,1440,3228,1713,18695.14728,899,0,0
663,62109.61429,65625.4019,12979.29714,55337.1808,959,3230,1253,12972.56,192,0,0
664,71987.79142,76050.11306,16817.54581,57304.47253,1003,3231,1323,17047.84795,99,1,1
665,64229.00942,67978.25235,13835.11111,48478.61394,912,3232,1142,13628.74765,65,0,0
666,51589.15479,54458.09337,8986.576167,46409.313,840,3233,1029,9074.605651,119,1,1
667,56513.72329,59758.60043,10584.33333,55144.95391,933,3241,1087,10850.07692,169,0,0
668,54997.26783,57777.78449,10048.08547,51552.84625,905,3250,1174,10320.14289,836,1,1
669,56362.534,59775.0786,10572.01561,50098.39276,854,3260,1081,10519.35173,348,0,0
670,59976.10682,63217.32757,11899.15768,50080.48047,845,3264,1154,11803.48728,171,1,1
671,57283.54668,61162.95122,10834.4537,49922.25892,998,3266,1216,10600.05551,265,0,0
672,53369.93613,57054.96533,9662.80292,46097.55991,801,3272,1012,9669.494526,117,0,0
673,59875.51741,63220.27547,12013.11422,52618.99647,1005,3280,1273,12357.44351,2172,1,1
674,63679.79323,67165.32377,13511.37454,54776.90385,927,3284,1283,13777.2833,192,1,1
675,53312.12621,57235.83819,9528.485437,46389.29694,900,3289,1059,9634.352751,60,0,0
676,53019.9837,56964.56793,9708.845109,48073.97455,830,3294,1108,9752.230978,50,1,1
677,55748.29153,59074.49646,10412.30081,50685.52876,904,3300,1213,10689.81361,788,0,0
678,63637.0925,66363.15089,13090.45856,61124.38525,958,3305,1263,13557.3643,954,1,1
679,49723.68344,52672.59578,8265.006494,47126.95248,666,3311,881,8426.941558,126,1,1
680,53888.52449,57526.75829,9806.042654,46512.64831,762,3315,969,9758.023697,129,1,1
681,53072.42457,55854.62931,9625.825431,47314.26389,695,3318,1163,9729.150862,86,0,0
682,63834.29773,66590.14078,13173.02265,59185.86704,1310,3321,1518,13553.95631,104,1,1
683,57365.57303,60287.34831,10842.29213,53983.60305,1360,3332,1421,10943.80449,74,1,1
684,56209.5667,59482.99891,10428.51461,56002.12367,1167,3337,1316,10788.4129,1891,0,0
685,57050.443,60222.1168,10659.11667,57234.2175,1096,3338,1259,11021.47758,942,1,1
686,63117.35892,66735.07641,12851.15522,61310.96912,1220,3340,1459,13316.86901,1275,0,0
687,67003.33826,70673.45938,14347.66027,65567.62783,1454,3341,1668,14960.94682,108,1,1
688,61666.78237,65360.27067,12271.12637,60987.61921,1034,3342,1236,12696.25507,227,1,1
689,62996.11889,66626.03584,13093.1779,56829.00514,1045,3350,1365,13480.44862,3488,1,1
690,55970.88422,59518.627,10443.20276,53808.97256,1064,3351,1208,10579.57601,562,1,1
691,60696.45972,64417.29435,12112.1179,56631.02633,1227,3352,1406,12487.61545,1022,0,0
692,56324.14307,59280.45156,10637.12707,53535.77827,783,3355,979,10865.5384,892,0,0
693,49735.33365,52558.39854,8167.886722,49547.75277,835,3356,1032,8369.63072,931,1,1
694,68103.96988,71839.43147,14890.8279,62108.41355,1327,3357,1533,15353.10695,224,1,1
695,55504.88942,58768.72354,10490.82464,51248.22789,905,3363,1170,10688.33886,249,0,0
696,50944.40443,54305.62978,8684.94165,49376.56463,716,3370,867,8642.466801,128,0,0
697,52599.36771,56136.76084,9308.872945,52174.18953,703,3373,921,9273.276532,135,1,1
698,54875.88772,57807.69506,9926.291692,52528.44617,865,3377,1097,10133.84678,593,1,1
699,56324.03318,58800.93405,10501.71174,54172.6198,823,3380,1078,10733.96806,455,1,1
700,61093.19457,65264.92142,12437.84004,45940.80446,751,3393,1019,12118.44995,219,1,1
701,66642.92553,73183.32447,14734.87766,36581.15842,804,3395,1156,13800.34574,43,1,1
702,56267.60722,59401.5372,10539.67842,50467.45947,904,3400,1177,10774.69799,1114,1,1
703,59661.34009,63228.078,11551.26677,53824.91634,774,3414,961,11228.84087,112,1,1
704,58513.42917,62557.93917,11646.39833,44081.97778,886,3418,1099,11135.82,205,1,1
705,61266.26173,65535.64938,12337.23267,46673.39,785,3419,989,12010.42963,93,1,1
706,53850.99286,57376.51429,9685.428571,44913.00952,645,3423,735,9299.25,42,1,1
707,60418.37333,66013.56667,11998.28667,42338.30876,713,3424,955,11161.95,45,1,1
708,62151.94018,65194.47856,12914.01894,57095.25113,1169,3427,1408,13273.43669,151,0,0
709,70246.12969,74557.62457,16083.00341,59092.64143,1375,3428,1478,16170.18771,24,1,1
710,62691.02948,65926.9898,12661.08524,61552.1369,1438,3429,1648,13039.14456,2391,0,0
711,65956.46008,69550.40034,13814.98772,65598.97154,1637,3431,1837,14294.09715,237,1,1
712,74356.17815,78294.67568,17110.28205,70221.07601,1679,3437,1890,17597.5036,585,1,1
713,75019.50689,78706.29374,17400.86744,66969.42029,1623,3438,1753,17644.98197,153,0,0
714,82460.94653,86514.73038,20623.76993,74415.65359,1490,3440,1835,21223.31399,115,1,1
715,99079.63009,108095.4812,27208.5768,81076.24236,1783,3441,1881,28016.06583,76,0,0
716,76143.76534,79823.95196,17980.53442,70814.55905,1446,3442,1768,18472.4914,449,1,1
717,66087.80795,69116.80203,14338.67494,58094.49063,1022,3444,1286,14765.95911,574,0,0
718,54783.24581,57358.94693,10067.86835,53562.90506,951,3446,1171,10221.50559,42,0,0
719,57291.02221,60127.81785,10890.88959,51990.00359,777,3450,1051,11119.57053,449,1,1
720,56652.73019,59370.36542,10669.77195,52010.30488,922,3451,1159,10865.69548,287,0,0
721,61193.12913,64471.3979,12473.30931,55510.07719,973,3453,1177,12811.47748,113,0,0
722,64101.45468,67658.87194,13417.53602,61397.56762,900,3458,1195,13534.96835,100,1,1
723,62009.01957,65804.70939,12952.00294,55252.18727,755,3460,1015,13216.63894,153,1,1
724,58006.30144,61571.89825,11321.65907,53677.60114,862,3461,1004,11516.22248,241,0,0
725,54669.52113,57326.30474,10032.11908,52469.88517,826,3463,1054,9988.044814,223,1,1
726,49695.34338,52193.85599,8303.728101,46622.91984,689,3465,866,8381.685354,573,0,0
727,49189.94817,51521.72561,8378.152439,43693.80282,565,3472,710,8366.417683,107,1,1
728,52262.59382,55526.75267,9180.497868,47349.19196,713,3478,910,9253.904051,211,0,0
729,54529.98707,58391.38075,9933.313218,46002.34249,740,3480,989,9762.511494,155,1,1
730,51467.02611,55319.84595,9166.159269,47503.04878,735,3483,1068,8956.409922,47,1,1
731,48745.38182,51972.1,8282.981818,43109.27711,666,3485,944,7950.054545,8,0,0
732,55076.35153,58331.18341,10345.30349,51293.73514,803,3490,1166,10510.13974,85,1,1
733,52532.17352,55407.83805,9251.824689,48929.3348,859,3496,1058,9212.128106,390,0,0
734,58068.98333,61317.88506,11166.27874,53843.68414,1012,3498,1234,11394.4592,350,1,1
735,55281.01807,58502.64149,10247.13713,52742.84871,854,3500,1064,10540.36675,1875,0,0
736,56678.15571,60122.95597,10606.36822,53224.50441,1202,3501,1367,10914.44735,116,1,1
737,52670.86819,55641.51918,9245.371287,51030.32019,855,3505,1034,9482.086634,299,0,0
738,55467.42424,60681.31061,10162.43939,45579.63043,856,3512,1156,10250.95455,43,0,0
739,54559.9617,57303.49362,9941.957447,49587.5,937,3516,1053,10070.23404,44,1,1
740,51555.24324,54193.01966,8993.911548,48377.34884,689,3517,865,9146.665848,92,1,1
741,54821.90395,57822.88418,10043.44068,49708.13571,586,3518,756,9934.019774,83,1,1
742,55902.92037,58855.10031,10441.86763,52969.2148,699,3523,830,10720.14788,191,1,1
743,50928.01101,53849.16079,8707.488987,45787.4429,766,3525,897,8571.306167,94,0,0
744,54789.01992,59282.35458,10047.66534,47275.26882,610,3527,814,9625.59761,69,0,0
745,55063.63667,58805.40667,10354.54667,44073.91593,774,3533,1039,10204.40333,42,0,0
746,54419.66667,57478.46814,9832.294118,44772.90397,819,3537,965,9259.151961,93,1,1
747,53429.25595,56777.41667,9798.155506,45995.35694,896,3549,1073,9887.441964,167,0,0
748,60750.33802,63673.6531,12252.97336,54761.44955,968,3550,1242,12598.92533,2467,0,0
749,62664.32095,65578.02957,12766.99294,58285.59032,1390,3551,1528,13171.99723,1592,1,1
750,53202.47038,55510.08365,9366.606964,51430.91578,901,3555,1111,9642.768206,1216,1,1
751,51147.13324,53475.66417,8691.266712,49831.66119,812,3556,996,8915.892363,686,0,0
752,56902.01656,60410.77815,10790.61258,51342.2,704,3558,948,10482.56291,87,0,0
753,57766.83453,61309.73477,11066.76225,53000.12528,924,3561,1137,11038.98387,397,1,1
754,57048.91589,60176.65769,10871.87869,52177.81041,944,3564,1165,11147.88098,1122,1,1
755,55930.11111,59515.31638,10483.80603,48436.52625,823,3568,1022,10379.42655,232,0,0
756,51694.33993,54202.04009,8999.214324,45536.05657,739,3579,957,8822.982362,448,1,1
757,47917.87097,50013.18475,7593.504399,45809.68106,697,3580,900,7577.419355,54,1,1
758,57719.05587,61118.32304,11119.31755,49161.75714,894,3585,1142,11300.84864,764,1,1
759,47831.45098,51014.42157,7726.20098,46567.15761,692,3594,961,7859.852941,25,1,1
760,46741.94444,49905.37879,7322.510101,45993.74854,684,3595,886,7222.515152,44,0,0
761,55989.1931,59014.60805,10419.72069,52387.9187,810,3608,977,10591.6023,152,0,0
762,50698.51357,53747.32752,8612.174419,46212.37123,856,3610,1034,8504.257752,110,0,0
763,51798.99035,55208.32046,8998.332046,49152.91164,697,3612,888,8945.511583,112,0,0
764,58569.19347,61638.32407,11466.47807,54192.63091,967,3616,1171,11606.9732,338,1,1
765,54543.69325,58012.84889,9990.451253,51272.7541,845,3620,1063,10144.05606,605,0,0
766,50787.30667,53801.01939,8564.29697,50633.74444,869,3621,1117,8615.682424,161,1,1
767,52240.892,55267.8265,9128.128947,49764.48125,871,3629,1096,9289.118029,589,0,0
768,55418.93839,58786.7877,10408.31012,50863.29449,925,3630,1132,10683.089,1836,0,0
769,62512.65727,66108.97428,12877.26625,56033.45531,1360,3631,1518,13240.64531,706,1,1
770,52790.16324,55836.16016,9233.309548,50558.19438,811,3636,1039,9286.961499,397,1,1
771,56903.2586,59599.41541,11015.47318,49389.62314,761,3638,982,11159.82118,152,1,1
772,55397.21304,58475.87717,10261.1975,51317.12769,835,3644,993,10443.00061,571,0,0
773,58366.90629,61639.22481,11200.21249,57570.67051,1047,3658,1248,11595.26221,369,0,0
774,55643.96884,58148.76276,10267.20983,52554.48189,848,3660,1068,10390.68994,497,0,0
