postcode,tax individuals,avg tax income,avg gross tax paid,avg net tax paid,avg salary,no pensions,avg pension,avg income,no donations,value donations,avg donation value
2842,141,51346.46099,8820.77305,8862.212766,51182.28814,5,4009.6,54085.05674,34,6266,184.2941176
2843,399,55212.14035,10224.96992,10406.66165,54523.71802,11,8908.454545,59086.49373,95,23692,249.3894737
2844,406,56770.31773,10921.83005,11028.17488,50730.43082,13,9262.076923,60690.37685,99,35322,356.7878788
2845,712,72512.88202,16004.78371,16487.70506,69888.77415,11,9391.909091,75046.80899,417,75914,182.0479616
2846,66,64084.22727,13268.65152,13358.65152,59709.96491,1,9822,67832.5,28,7011,250.3928571
2847,747,71209.56225,15823.7095,16172.30924,69260.82303,18,10860,73704.70549,428,85565,199.9182243
2848,360,63509.04444,12970.09444,13097.35556,63437.53799,9,8970.888889,65784.83333,121,58629,484.5371901
2849,464,74521.05819,17444.99136,17656.59914,69493.55,9,7717.666667,78572.65948,151,46416,307.3907285
2850,6403,72442.134,16424.08465,16929.23255,69319.36715,131,7469.984733,75546.00921,2225,795448,357.5047191
2852,1162,83837.91222,21649.24441,22469.25301,70167.3349,21,9431.714286,86788.49742,389,133606,343.4601542
2864,349,60044.70774,11859.70201,12199.25215,57974.2415,3,10982.33333,63185.75072,141,36133,256.2624113
2865,314,59020.21019,11252.08599,11522.28662,58781.4403,4,8982.5,61988.23248,120,20412,170.1
2866,1095,60003.61096,11819.60457,12085.77169,56565.28175,18,9205.111111,63157.60822,425,202111,475.5552941
2867,216,51314.01389,8918.560185,8980.814815,44999.03448,2,19794.5,55093.52315,80,25515,318.9375
2868,214,60571.30841,12936.46729,13030.58411,48202.44509,5,10580.6,64848.28505,74,17359,234.5810811
2869,412,55498.70631,10431.39078,10496.19903,52352.53642,8,13226.375,59616.74515,103,48874,474.5048544
2870,4540,61585.34295,12351.66322,12636.01256,59439.14779,81,7254.197531,64579.0685,1910,524129,274.413089
2871,3331,58691.02252,11461.74332,11603.21315,52632.14439,82,7506.426829,62322.0015,1053,290319,275.7065527
2873,226,60756.97345,12543.99115,12140.65487,47468.97902,5,10377.6,66211.29204,45,14022,311.6
2874,166,48757.1988,8036.403614,7700.825301,44842.98095,3,7893.333333,52899.85542,29,12180,420
2875,309,54269.76052,10046.2589,9181.644013,48138.80861,5,8473,58716.89968,72,22463,311.9861111
2876,131,51170.51145,9000.900763,8491.083969,49413.07292,2,16370.5,53787.00763,29,9680,333.7931034
2877,1459,57069.33379,10928.86018,10951.37286,51491,56,9985.25,60186.13982,492,135724,275.8617886
2878,132,75250.34848,17515.2803,16910.73485,56375.56579,2,11007.5,80117.19697,37,8951,241.9189189
2879,198,68069.88384,14590.96465,14978.5202,62260.37805,3,12617.33333,70930.21717,48,20494,426.9583333
2880,6623,63326.20791,12858.61921,13069.39484,61079.2281,171,8333.023392,65716.74951,1901,591152,310.9689637
2898,196,61370.43367,12608.31122,11715.37245,48308.08772,3,14292,63296.07653,58,102641,1769.672414
2899,51,82787.37255,21019.82353,19169.96078,73234.60714,1,20062,86090.70588,11,3788,344.3636364
800,3836,80439.0086,20041.76694,20319.62982,73077.89073,8,10832,83350.99009,1240,412673,332.8008065
801,1201,84259.60949,21112.3475,21118.42298,80336.2218,18,7848.222222,87784.58701,433,170964,394.8360277
804,289,87627.03114,21657.0346,21594.20069,82378.03802,3,11638,90962.18339,113,44472,393.5575221
810,16956,72332.05379,16109.73683,16251.42109,70174.69852,207,6879.376812,75201.57679,7089,2675600,377.4298208
811,586,81247.87031,19466.69454,19523.28328,78536.86982,14,6366.857143,84166.45051,244,85425,350.102459
812,9914,70571.93514,15274.25469,15313.32146,69415.30501,160,7241.68125,73118.01099,4273,1212031,283.6487245
813,157,75799.79618,17280.61783,16892.03185,74305.26761,2,2851.5,78217.07006,67,20651,308.2238806
814,262,79142.38931,18740.29389,18939.70992,76144.96903,5,7987.4,82401.76336,108,38038,352.2037037
820,11123,84160.95487,20760.58033,21078.48782,77015.86339,91,6830.373626,87489.84599,4216,1726826,409.5887097
821,749,76496.60748,17650.83311,17689.47263,71094.33075,11,11284.45455,79397.34179,254,67563,265.996063
822,3017,61105.07193,12290.7113,11805.10275,57208.39376,54,9037.351852,63068.33908,677,216710,320.1033973
828,541,92748.63031,24440.97043,24750.02588,74255.00616,6,8809.666667,95755.63586,167,38158,228.491018
829,121,69752.28099,15437.93388,15398.38017,64748.74561,0,0,72292.94215,40,10168,254.2
830,9799,71291.49362,15479.8804,15614.84947,71260.41744,153,6531.627451,74124.8954,4208,1129190,268.3436312
831,1466,75349.67872,17001.20327,17061.50273,73365.72214,26,7570.961538,78212.0075,584,145968,249.9452055
832,6480,75671.92639,17044.26096,17325.3358,75603.31895,76,6360.842105,78607.22006,2819,669471,237.4852785
834,272,77644.04044,17966.25735,17932.95588,74820.36948,5,4093.2,80670.46324,113,30228,267.5044248
835,2877,80743.81995,19160.96906,19335.58672,76117.25214,50,6589.26,83631.26382,1088,348060,319.9080882
836,3733,76981.05545,17616.23654,17751.41039,76208.36337,47,6646.659574,79865.39459,1421,339841,239.156228
837,558,71065.52688,15533.95699,15544.26523,72220.97904,8,6180.125,73989.88889,174,60803,349.4425287
838,294,75870.7483,17081.94218,17065.07823,74209.51673,6,6955.166667,79311.58844,115,37938,329.8956522
839,493,76237.05477,17236.4787,17480.9716,74776.19828,7,3600.857143,79338.05274,185,42449,229.4540541
840,97,78889.80412,18443.50515,18468.83505,76735.01299,1,5017,82101.63918,34,12705,373.6764706
841,249,71721.16064,15710.46185,15640.55422,72563.32189,1,12334,74351.24498,103,25074,243.4368932
845,265,63249.4,12701.35472,12321.4,63829.14575,3,7586,66315.58491,102,40224,394.3529412
846,149,67712.28188,14508.45638,14518.60403,67033.4812,5,10092.2,70363.7047,37,9659,261.0540541
847,143,71473.17483,15571.88112,15547.52448,71211.35115,6,8747.333333,75488.14685,37,16952,458.1621622
850,2880,64606.54167,13168.59826,13123.67986,62357.34613,39,7534.666667,66888.91701,940,314556,334.6340426
851,1145,67940.10044,14320.57118,14412.83493,64634.48276,16,9115.9375,70764.03493,316,131367,415.7183544
852,1032,54589.19283,10165.31686,9479.510659,51646.13166,17,10096.70588,56689.78391,188,51890,276.0106383
853,345,70994.24638,15092.87826,14674.37391,72396.06977,2,1740,73822.54783,156,26764,171.5641026
854,297,66569.94276,14547.36027,14032.15488,60121.21505,7,8821.428571,68643.24916,46,19002,413.0869565
860,700,66437.70143,13763.76286,13236.75286,67010.99704,6,6634.166667,70849.32143,284,104255,367.0950704
861,533,55417.42589,10005.49156,9388.487805,56859.34165,4,9111.25,58560.90056,177,45736,258.3954802
862,157,51520.83439,8730.140127,7909.076433,48506.5894,2,8157,54052.51592,26,6625,254.8076923
870,11096,66100.15483,13837.19142,13918.18565,64164.21201,153,7529.431373,68752.56318,4416,2037349,461.3562047
871,2012,66119.03827,13777.77187,13801.81362,64792.14377,42,6598.190476,69240.61133,836,606779,725.812201
872,2209,51901.74015,9122.439565,8487.184699,49200.32377,48,10004.95833,54100.65912,455,207221,455.4307692
880,500,85724.256,21175.45491,20378.248,82868.71339,2,6750,88342.398,198,137149,692.6717172
881,1504,82101.20612,19563.65559,18918.8012,84251.87059,6,9460.833333,86312.26795,770,398618,517.6857143
885,505,103014.4495,27522.25,27548.41782,101957.3891,1,2163,106473.0752,158,107841,682.5379747
886,678,77216.09882,17719.4904,17304.52802,78613.29641,1,4844,79407.80973,242,70063,289.5165289
4000,7927,89379.37101,23656.75382,24286.9373,77406.21939,31,9158.064516,92761.01274,2457,1693761,689.3614164
4005,9580,105850.5127,30085.43967,30951.27338,85886.98694,70,8288.942857,110528.1418,3840,2851543,742.5893229
4006,7213,94133.62235,25812.46954,25940.25315,82569.81268,36,8204.972222,97820.3649,2604,2862989,1099.458141
4007,6473,121646.6578,36933.00479,38089.79886,87674.60613,62,8701.080645,128522.1055,2452,10983784,4479.520392
4008,189,82254.87302,20216.44444,20944.66138,71941.83425,7,9974,84624.17989,66,11300,171.2121212
4009,86,119757.0116,37520.32558,38804.61628,60088.95,1,11998,128094.1628,19,406637,21401.94737
4010,1455,75834.65155,17651.23505,18333.14158,72324.04872,16,8659,79111.7244,608,299136,492
4011,8012,104025.1166,29481.23433,30270.46568,83197.40711,94,8485.648936,109201.4631,3295,7742076,2349.643703
4012,10578,77116.98478,18214.44436,18884.86604,71109.34944,157,7232.152866,80251.53006,4526,1870495,413.2777287
4013,2424,71554.8519,15913.27805,16481.42285,69563.66323,33,6409.969697,74324.2599,1042,371612,356.6333973
4014,5568,67541.84842,14375.67762,14853.40248,65262.92412,112,7752.446429,70238.18517,2511,797705,317.6841896
4017,16269,66539.05864,14047.69987,14479.08993,64786.38621,330,7389.257576,69252.74736,7266,2400963,330.4380677
4018,4718,61289.74756,12043.68667,12351.23315,61010.89855,122,7667.598361,63614.87897,2106,590253,280.2720798
4019,7862,62036.26952,12507.50623,12867.30259,60388.15425,216,8106.921296,65068.63877,3524,1049621,297.849319
4020,8931,69500.55391,15426.24801,15703.83742,64673.49968,228,7417.074561,72678.47901,3705,1193644,322.1711201
4021,3626,56466.05074,10478.3246,10787.9021,56015.32821,111,8452.567568,59064.13458,1526,363336,238.0969856
4022,2415,55743.75072,10220.67081,10531.46418,56087.88486,74,8271.743243,58567.70849,1077,351212,326.1021356
4025,81,49879.61728,8329.074074,8319.271605,49429.17808,2,12606,51804.44444,20,6745,337.25
4029,111,130161.018,37858.91892,40424.84685,124745.4815,0,0,132740.1351,18,4627,257.0555556
4030,7736,80619.91223,19639.72029,20251.87797,73774.41684,80,8101.075,84037.18291,3285,1473618,448.5899543
4031,6350,75981.25433,17548.68211,18250.15102,72359.1186,66,7121.424242,79282.28126,2893,1487871,514.3003802
4032,6874,65514.52357,13801.70876,14145.33503,62751.31917,178,8152.58427,68168.87576,2791,1016023,364.0354712
4034,19849,66391.87873,14046.96347,14467.11426,63945.86899,435,7896.995402,69097.2783,8638,2887633,334.2941653
4035,11676,79662.99572,19184.75443,19762.95486,73303.18886,194,7200.469072,83241.79633,5351,2263907,423.0811063
4036,3048,59472.07185,11463.12139,11847.40256,58353.11282,65,8071.907692,61863.46785,1363,442190,324.4240646
4037,3823,76454.71253,17737.16348,18322.12372,72787.21591,43,6737.023256,79745.91473,1715,616520,359.4868805
4051,13742,86807.11556,22067.07251,22798.04948,78000.44355,160,8229.95625,90628.78729,6318,5132202,812.31434
4053,20603,70337.17114,15426.62245,15935.35136,68283.73297,405,7584.953086,73330.28292,9499,3867844,407.1843352
4054,6537,64508.58078,13307.04118,13701.96451,63667.79165,158,7233.607595,67032.68839,2947,1063982,361.0390227
4055,9466,73491.36837,16580.75,17086.9476,70824.32419,160,6999.95,76310.04183,4572,1814492,396.8705162
4059,5541,82329.26566,20395.82987,21073.26692,74315.2585,47,7841.531915,86036.0213,2234,1855823,830.717547
4060,6415,97280.14575,26270.33635,27086.00499,85336.30868,68,6562.308824,101658.2267,3020,2528132,837.1298013
4061,7717,85559.34249,21405.50551,22079.28923,79296.73227,127,7537,89305.62874,3733,2293057,614.2665417
4064,5944,104064.6371,29473.38828,30302.88324,87408.25048,32,6555.15625,108251.1459,2399,1349989,562.7298875
4065,4521,113813.002,33019.12525,33939.33024,92262.51273,48,6411.083333,118828.3754,2077,2002571,964.165142
4066,8512,86499.84927,22193.46619,22816.87629,75659.40415,78,7310.769231,90593.91283,3394,2850487,839.8606364
4067,3404,111368.1777,32868.14899,33648.82432,83494.30996,40,6741.1,117323.75,1400,4580205,3271.575
4068,10831,102819.3462,29213.47622,29913.42277,82725.60509,110,8148.227273,106789.0794,4486,4156574,926.5657601
4069,16063,110053.4555,31751.36432,32341.52394,89865.86673,202,7558.574257,114656.9211,7028,6831187,971.9958736
4070,5092,80913.27219,19575.92634,20182.54772,76631.01551,75,7259.466667,84652.34564,2065,2427395,1175.493947
4073,4311,85620.38808,21472.64904,22051.1299,79146.02985,70,6280.514286,89000.84737,1918,1119708,583.7893639
4074,11636,72821.18185,16481.11844,16997.20127,69673.82967,200,6993.58,76062.53833,4997,2062194,412.6864118
4075,10698,85451.85726,21634.00776,22256.01047,76177.59568,144,8622.243056,89055.83115,4733,2941485,621.4842595
4076,1864,54992.35086,9942.863734,10307.09925,54635.24664,25,8809.28,57349.64163,626,225032,359.4760383
4077,9045,52315.70702,9059.980652,9360.549364,52104.35935,204,8641.568627,54469.04511,2873,1049702,365.3679081
4078,11006,62754.09313,12608.02181,13014.73951,62710.78487,190,6988.2,65345.65065,4382,1601343,365.4365586
4101,9898,87319.88695,22682.5986,23352.74995,75048.35827,71,9565.788732,91288.24823,3882,3102353,799.1635755
4102,3111,67719.13211,14773.57014,15335.80778,64065.5451,27,8039.666667,70600.2594,1143,572972,501.287839
4103,6680,72528.82335,16728.30063,17290.38443,64821.09932,62,8989.225806,75395.40704,2651,1164094,439.1150509
4104,3018,90444.93406,23681.72115,24511.86315,74565.65197,48,8795.4375,94340.7896,1327,1134234,854.7354936
4105,6264,75058.69748,17589.64745,18237.21264,67434.5358,74,7969.797297,78101.13665,2638,1546445,586.2187263
4106,704,61924.8196,12815.9929,13345.41619,59796.45086,5,11344.2,64541.28835,238,155829,654.7436975
4107,2854,61232.1794,12100.10515,12582.89418,61038.18137,52,7731.192308,63690.16398,1176,443358,377.005102
4108,2198,56847.96724,10643.02866,10991.904,55349.00099,31,7330,59132.73203,779,279349,358.5994865
4109,14600,63186.60582,13389.36096,13736.03363,57651.87146,206,8055.73301,66062.97788,4917,3045023,619.2847265
4110,3985,57344.17842,10783.63488,11170.34806,56898.56923,59,8950.79661,59862.56738,1395,450286,322.7856631
4111,456,64905.60746,13659.0636,14134.07895,60998.28271,8,6603.5,67205.73846,191,71384,373.7382199
4112,3040,66480.48849,14146.98783,14607.72599,64944.47068,41,9206.804878,69489.11447,1122,717452,639.4402852
4113,12620,62459.0042,12875.71202,13320.17868,60871.79989,185,7269.308108,65085.42013,4391,2396121,545.6891369
4114,8609,48722.65617,7836.782902,8012.664537,48748.6073,227,7875.38326,50860.71739,2945,1176214,399.3935484
4115,8683,63082.22838,12775.53243,13264.97962,62495.10235,145,7247.944828,65864.73016,3385,1034104,305.4960118
4116,10692,62957.8483,12875.1143,13393.86644,61554.10668,127,7687.456693,65791.35073,3792,1291201,340.5065928
4117,585,56493.8188,10331.30598,10860.65299,57285.86447,3,8142.333333,59348.68718,202,53324,263.980198
4118,13359,57940.34127,10963.49775,11379.48537,57582.55388,213,7591.511737,60746.40804,5157,1504101,291.6620128
4119,2780,63862.47914,13378.23633,13869.87338,61723.7501,50,7385.62,66593.2982,1019,540704,530.6221786
4120,4742,70752.99473,15746.53114,16332.85049,65386.03671,44,8016.704545,73718.96816,1909,821444,430.300681
4121,11696,80328.16305,19403.91166,19949.42904,73234.63132,187,7479.705882,83582.83866,5274,2658130,504.0064467
4122,19468,65962.25164,13993.5316,14444.7238,63729.49697,374,7988.879679,68707.25042,8162,3576222,438.155109
4123,7981,64326.35321,13281.51003,13727.07129,61947.11538,149,6808.624161,67216.57399,3273,1748758,534.2981974
4124,7927,61732.8553,12280.38615,12723.05437,60930.6773,124,7025.379032,64713.62319,2827,742682,262.7102936
4125,2907,61578.16925,12427.70372,12794.74819,58789.65008,63,7381.84127,64405.44892,990,286768,289.6646465
4127,11363,61288.72366,12328.30635,12726.83842,58922.66793,206,7736.257282,64037.72138,4442,1756213,395.365376
4128,7825,63516.43284,12941.21981,13409.54492,62798.13386,125,6461.064,66532.92243,2984,986028,330.4383378
4129,3107,59661.72353,11566.74831,11942.97747,58474.23184,53,6231.169811,62740.56324,1130,312121,276.2132743
4130,3934,68369.87214,14839.99695,15301.0333,64054.50322,45,7798.466667,71669.55567,1438,534581,371.7531293
4131,3581,53310.50796,9350.57079,9668.258308,53435.42806,78,7106.474359,55998.4119,1342,404869,301.6907601
4132,9108,51364.01427,8659.358256,8920.541282,52198.99217,201,8110.631841,53950.43379,3459,1272261,367.8117953
4133,6147,56277.14088,10415.19268,10754.17309,56006.46688,134,7447.634328,59202.83228,2121,716635,337.8760019
4151,8722,80413.67462,19572.97361,20276.26794,71779.19262,96,7725.135417,83813.49645,3794,1891978,498.676331
4152,21653,80705.01224,19593.83135,20172.2353,73740.6246,325,7566.76,84188.87378,9743,5283189,542.2548496
4153,2186,79069.96752,18919.29643,19595.97301,70438.77023,32,7232.40625,82359.84492,970,392078,404.2041237
4154,5091,86165.67747,21467.60538,22125.6042,80278.42935,54,6985.222222,89880.70674,2187,822808,376.2267947
4155,741,121876.6316,37009.86486,38111.75843,75610.2409,3,13424.66667,126726.8785,251,331256,1319.74502
4156,1464,90504.30533,23604.0417,24351.26776,77346.67186,16,8679.125,95731.63046,613,283766,462.91354
4157,8728,64170.02498,13306.40518,13753.46024,61087.72626,149,7889.161074,66891.05752,3637,1151186,316.5207589
4158,1711,63616.92694,12930.28012,13353.63413,62110.64387,39,7994.666667,66473.59673,741,209903,283.2699055
4159,6485,68616.82221,14920.56854,15389.5983,65601.75556,133,7260.902256,71502.57116,2920,882903,302.3640411
4160,8413,77206.31499,18306.2829,18781.52989,72091.53188,173,6922.358382,80584.08891,3798,3272913,861.7464455
4161,7522,59752.5811,11600.48936,11967.02725,59124.51372,147,6635.061224,62276.72614,3370,785783,233.1700297
4163,6722,82262.17584,20707.88528,21114.05832,68454.92575,173,8161.531792,85864.46043,2774,2168815,781.8366979
4164,6143,71604.60133,16015.10469,16544.55543,68892.20217,97,7399.680412,74836.28602,2595,942579,363.2289017
4165,15577,67804.53258,14558.55419,15012.77903,65518.84884,346,7343.479769,71040.22495,6330,2023303,319.6371248
4169,6963,93260.45885,25155.79853,25903.31725,77509.98804,58,7798.275862,97195.76203,2638,2122550,804.6057619
4170,12383,82336.83647,20200.61844,20906.45772,76114.19308,148,7869.344595,85947.07211,5435,2355201,433.3396504
4171,8256,113899.1328,33159.98376,34088.22892,95903.7595,75,6766.933333,118590.8314,3652,2115245,579.2018072
4172,2246,75430.12511,17351.56857,18040.79608,73106.82815,21,6526.904762,78776.77694,982,305454,311.0529532
4173,4066,64030.46532,13100.52853,13601.10871,63583.57506,79,7199.886076,66859.02656,1859,573376,308.4324906
4174,1270,62218.35748,12323.42362,12863.04331,62214.62426,21,7731.619048,64864.77795,576,136886,237.6493056
4178,10946,68582.27471,14859.49918,15357.39183,66660.51153,237,7701.949367,71419.02896,5098,1699141,333.2956061
4179,8781,75157.84546,17418.53662,17892.95262,71046.53756,188,6787.223404,78490.22446,4095,1469263,358.7943834
4183,822,60425.16545,12119.36983,12482.88564,55151.67254,20,9055.5,63528.60949,381,139919,367.2414698
4184,1366,55535.58931,10303.93631,9964.284041,52959.33392,81,7135.851852,57845.84114,451,126562,280.6252772
4205,1646,54654.48785,9767.351762,10028.5887,54877.25165,63,9498.126984,57344.42284,637,192669,302.4631083
4207,19955,57735.62967,10959.7225,11309.57514,56394.3239,461,7782.563991,60666.68048,6675,2548206,381.7537079
4208,7891,64155.03472,13114.18695,13663.99164,64128.71186,119,6941.193277,67718.55494,2923,827394,283.0632911
4209,16953,62175.85413,12576.3168,13044.04943,61522.65898,304,7160.611842,65646.7299,6026,1783966,296.0448058
4210,7995,62752.9546,12796.88149,13207.86554,61465.49369,153,7515.464052,66052.19675,2744,766229,279.2379738
4211,25398,59764.0563,11805.29338,12177.06386,58095.62275,582,7746.182131,63595.10477,8722,2840477,325.6680807
4212,11802,76411.3169,18337.76093,18814.80537,67906.41367,240,7563.6375,80320.30046,3835,1625580,423.8800522
4213,12137,65532.91752,14016.18884,14393.4179,61466.00705,232,7057.189655,68930.89495,4230,2028095,479.4550827
4214,15658,61421.99183,12496.62439,12901.37687,58301.69288,358,7321,64767.90944,5363,2748431,512.4801417
4215,18047,58518.6006,11662.75932,11931.72261,54553.33243,451,7983.330377,61680.40528,5773,2954601,511.7964663
4216,14788,73524.88923,17459.06959,17835.22336,61798.97352,455,7888.272527,77373.62016,4719,1781190,377.4507311
4217,17106,79065.83216,20066.13132,20540.05004,60987.94296,323,8095.972136,83179.33526,4739,3315702,699.6627981
4218,15049,73981.44302,17718.59178,18207.98963,61099.33282,315,8363.060317,78539.48482,4819,6389515,1325.900602
4219,172,60317.31395,12400.39535,12768.47674,51170.03101,4,10811,63702.18605,44,29429,668.8409091
4220,13989,64644.28673,13712.85233,14075.62385,60700.7514,303,8204.310231,68325.23904,4817,1693017,351.4670957
4221,11210,62625.31151,12985.35778,13285.73693,58920.74855,294,7427.411565,66040.37074,4068,1317452,323.8574238
4223,6110,70173.33224,16163.62398,16607.70245,59945.37109,160,7918.74375,73801.17496,2140,830662,388.1598131
4224,2886,62277.05301,12934.0298,13313.5194,58588.1953,64,7434.5625,65760.58524,1036,285155,275.246139
4225,3124,62624.55058,13172.15397,13431.88604,56044.5351,88,7560.215909,66518.5685,1052,719989,684.4001901
4226,13930,63341.64975,13208.57253,13485.48737,59286.97267,419,7369.890215,66810.2537,4772,1619439,339.362741
4227,8220,61825.40414,12610.6035,13001.75876,59515.14157,172,8051.290698,65080.27238,2810,885760,315.2170819
4228,2414,68479.13753,15162.24275,15604.85543,63259.76367,38,7737.026316,72278.31193,768,252992,329.4166667
4230,235,60552.86809,13041.46383,13242.99574,66450.12,6,9479.666667,64368.28511,72,25735,357.4305556
4270,1669,64476.5746,13338.10791,13733.96525,63496.6929,24,7151.958333,67589.83044,504,151397,300.390873
4271,879,60651.54608,12150.53925,12418.78498,58424.28177,34,7697.882353,63926.46416,313,187236,598.1980831
4272,1862,67504.95811,14811.92047,14932.7594,63410.97963,49,7513.734694,70816.45757,686,284562,414.8134111
4275,1350,62430.98667,12618.84889,12981.03037,61646.32957,23,7950.73913,65681.3763,464,124128,267.5172414
4280,6744,61932.19499,12335.68689,12815.67912,62262.94286,129,6934.883721,65204.23028,2537,574504,226.450138
4285,6987,59721.73408,11663.3548,11996.44096,58416.44274,145,7746.413793,62733.18005,2422,778953,321.6156069
4287,220,52860.38636,9178.481818,8944.068182,49532.16316,7,9141.714286,55569.90455,69,37222,539.4492754
4300,21839,62199.2692,12437.16306,12921.88589,61945.48033,352,7200.142045,64938.68607,8307,2966735,357.1367521
4301,9979,54723.26876,9782.983462,10129.54474,54901.94732,227,7712.030837,57276.12536,3804,1478614,388.6997897
4303,1111,52257.93609,8996.068407,9217.476148,52083.92931,30,9531.633333,54780.43834,430,200119,465.3930233
4304,5769,55418.47235,10059.7464,10354.5117,54722.2147,144,7694.340278,57879.31236,2247,734288,326.7859368
4305,23143,58820.81325,11227.54021,11541.12272,58142.42098,525,7564.878095,61425.61651,9394,2798044,297.8543751
4306,13981,67390.40927,14364.54914,14784.42322,65380.35375,211,7283.886256,70409.77427,5423,1857584,342.5380786
4307,586,58424.14334,11147.26451,11466.54096,58611.74031,8,11893.75,61322.43515,225,65120,289.4222222
4309,1025,57070.09659,10766.48828,10924.04683,55412.57206,17,7046.058824,59993.98146,392,138416,353.1020408
4310,2072,58046.61824,11200.44546,11207.24083,54567.82448,38,8327.973684,60838.99421,837,248919,297.3942652
4311,3204,57363.3377,10845.27871,11031.86017,56535.1077,75,7568.213333,60420.44007,1054,264787,251.2210626
4312,784,64570.66837,13669.72194,13868.48597,61550.47156,22,8872.227273,67726.10587,237,53858,227.2489451
4313,601,56426.79534,10580.04992,10447.87022,56416.78295,12,8752.75,59543.81531,176,44261,251.4829545
4340,1819,58226.96372,11080.20682,11319.15668,58667.90838,39,7179.871795,61305.85322,689,228137,331.1132075
4341,4712,58582.5885,11218.99724,11435.86863,58466.74237,114,8411.894737,61625.79181,1505,336200,223.3887043
4342,894,58276.42729,11288.19128,11206.47092,53613.3734,23,9362.086957,61157.57718,257,68124,265.07393
4343,4102,54122.74403,9821.149927,10064.94978,51255.31736,70,8281.557143,56515.06387,1199,305747,255.0016681
4344,957,57825.48067,10930.59875,11190.59143,56956.99055,13,7896.692308,60590.41275,316,72430,229.2088608
4346,353,60893.44759,11866.25779,12196.31728,59872.52941,6,7336.666667,63952.37394,143,37625,263.1118881
4347,454,56614.42952,10469.65639,10764.35903,54384.01235,7,8014.571429,59243.71586,142,32081,225.9225352
4350,43963,65048.47629,13757.75643,14161.87747,59746.67614,1077,7809.73909,68054.53998,17649,7309256,414.1456173
4352,11555,67476.99818,14436.58695,14805.76833,63892.57895,191,7779.989529,70709.68135,4461,1409438,315.9466487
4353,134,63098.39552,13117.38806,12669.86567,68051.0354,3,9772,66574.3209,37,15648,422.9189189
4354,406,58093.48276,10955.36207,11260.9064,60153.37968,9,5120.666667,60922.93103,123,26064,211.902439
4355,762,57598.08005,11073.14173,11047.40026,57412.59472,32,9326.5,60206.56168,255,88327,346.3803922
4356,1886,59043.69035,11610.76034,11879.31018,57046.92529,33,9192.757576,62835.31283,575,169034,293.9721739
4357,974,59401.75873,11567.67351,11711.33778,57604.68794,26,8698.807692,62572.64682,300,111176,370.5866667
4358,826,59397.49637,11533.70823,11767.65981,57690.63699,15,5715.933333,62979.0339,288,116899,405.8993056
4359,459,55186.69935,10095.84749,10398.18736,55162.83005,12,5884.25,57691.69499,138,77796,563.7391304
4360,246,55175.16667,10230.29268,10400.39837,56155.62871,6,9031.666667,58630.45528,74,13935,188.3108108
4361,797,58093.85069,11364.79172,11268.31242,52757.39759,20,8130.85,61589.85445,246,65805,267.5
4362,819,58435.08669,11317.29304,11329.5873,54125.03125,21,8413.52381,61637.40049,264,64280,243.4848485
4363,290,60817.17241,12420.30345,12634.98621,54129.2125,4,6937,64529.81034,97,20391,210.2164948
4364,123,71669.34959,16527.43089,16758.97561,51834.33708,2,6813,77732.49593,34,25786,758.4117647
4365,112,51683.48214,9098.776786,8816.732143,53574.03093,5,7833,54617.5625,32,3497,109.28125
4370,6425,54163.32358,9771.269105,10013.20109,53414.26883,164,8159.219512,57110.51004,2082,759898,364.9846302
4371,255,53923.82353,9750.043137,9658.376471,54416.05479,5,4725.6,56608.11765,68,18878,277.6176471
4372,49,43893.53061,6340.163265,6301.571429,45734.21053,0,0,46826.20408,17,2530,148.8235294
4373,350,52309.18,9188.608571,9378.845714,51460.29712,4,8536,55362.04857,115,26883,233.7652174
4374,122,57515.04918,10978.18033,10841.97541,56402.9633,1,18368,61347.71311,35,10327,295.0571429
4375,81,53951.17284,9812.407407,9929.580247,48944.08065,3,7142.333333,57678.40741,17,2185,128.5294118
4376,122,45238.4918,7169.581967,7157.42623,40419.72566,0,0,47193.78689,25,4580,183.2
4377,202,44798.43069,6738.985149,6825.351485,43030.25309,4,9472.75,48081.32178,55,11377,206.8545455
4378,91,50618.16484,8843.362637,9083.197802,47695.86585,0,0,53716.02198,18,2733,151.8333333
4380,2828,50960.92291,8930.145332,8966.962518,47815.29264,68,7833.514706,53730.62129,940,390075,414.9734043
4381,167,47185.7006,7398.934132,7373.844311,46570.37589,4,10280.5,49779.66467,48,16109,335.6041667
4382,195,52243.63077,9204.825641,8878.287179,48049.96026,4,7419,55725.14872,62,23521,379.3709677
4383,270,43815.13704,6350.877778,6268.537037,42991.58333,4,4011,45580.47407,62,6769,109.1774194
4385,390,57486.69231,11166.94872,11350.83846,56018.72012,5,6532.8,61637.05897,110,40200,365.4545455
4387,479,50012.42171,8387.605428,8627.929019,50534.8092,7,10376.28571,52898.66597,110,27608,250.9818182
4388,124,51181.09677,8927.362903,8917.556452,54054.70588,3,5726.333333,55548.6129,52,7823,150.4423077
4390,3174,60162.53529,12024.46723,12292.46408,53854.30011,69,6777.347826,63732.74197,1216,217974,179.2549342
4400,756,60846.45635,11957.14947,12105.46296,59878.39118,21,6930.142857,63703.09921,287,58229,202.8885017
4401,2201,58048.6906,10930.62335,11210.97819,58308.67415,44,7970.727273,60632.75511,763,155127,203.3119266
