postcode,tax individuals,avg tax income,avg gross tax paid,avg net tax paid,avg salary,no pensions,avg pension,avg income,no donations,value donations,avg donation value
5491,763,65491.21232,13894.00655,14245.44954,53548.40097,7,9620.142857,69431.24509,274,86965,317.3905109
5495,150,60020.62,11670.23333,11535.09333,57328.17778,6,9749.333333,62757.19333,62,12571,202.7580645
5501,2974,57822.70948,10962.14896,11290.46604,55925.06394,54,8025.055556,60568.38097,986,234931,238.2667343
5502,624,64709.17308,13660.84295,13596.17308,53616.634,17,8195.823529,68033.84295,246,53406,217.097561
5510,57,64037.82456,13985.94737,12118.14035,42617.54545,1,19171,69949.61404,18,11033,612.9444444
5520,196,58647.20408,11339.7551,11036.77551,50041.28378,11,8317.090909,63497.76531,74,17644,238.4324324
5521,56,75819.80357,18072.27273,17053.85714,44920.03333,0,0,83150,5,625,125
5522,456,64766.94298,13715.35746,13383.06579,51326.62687,27,7480.444444,68998.07018,161,47436,294.6335404
5523,702,66041.54986,13887.44302,13718.02422,58743.95833,23,6752.173913,70121.98006,273,84438,309.2967033
5540,5095,60034.56016,11753.4157,12034.55132,58257.60358,146,7831.075342,62471.50952,1904,523135,274.7557773
5550,324,53284.35802,9392.197531,9004.108025,46938.28309,3,8589,56040.11111,145,50057,345.2206897
5552,98,62517.02041,13174.20408,13107.39796,41614.18182,3,14203.33333,67971.39796,17,5940,349.4117647
5554,2068,61269.65329,12319.14085,12335.3293,51477.61985,57,8044.824561,64368.03723,630,198077,314.4079365
5555,280,60199.275,11994.61071,11557.40714,42506.39333,4,3779.75,65843.12857,49,23952,488.8163265
5556,1152,55469.4184,10244.90625,10240.23438,51648.06989,63,7467.793651,58663.50955,348,81233,233.4281609
5558,1420,58963.35634,11532.1493,11357.97183,52574.08807,53,6682.377358,62009.28169,419,127649,304.6515513
5560,178,76560.53371,18105.58989,16989.82022,44064.87611,4,13302.75,82217.6573,63,24798,393.6190476
5570,122,59205.18852,11695.2377,11607.45902,47993.05051,2,6729.5,63256.63934,42,6378,151.8571429
5571,609,61885.00164,12543.78982,12289.09031,49749.78132,28,7879.428571,65536.8358,152,211688,1392.684211
5572,79,74783.40506,17762.53165,17555.05063,48006.53488,3,14581.33333,81145.98734,25,21207,848.28
5573,741,63815.08772,13275.5857,13329.01484,48999.45709,20,7901.65,68698.36572,215,159991,744.144186
5575,773,56544.92109,10776.42303,10603.41656,48602.09123,20,9224.05,60766.42561,193,73372,380.1658031
5576,408,59462.82353,11994.35784,11925.35784,50955.47138,10,7618.8,63408.34314,115,29217,254.0608696
5577,199,51299.8794,8880.39196,8859.582915,44177.22727,6,12091.66667,54072.15578,44,9848,223.8181818
5580,130,56892.58462,10724.89231,10310.67692,42341.36471,3,3859.333333,61413.31538,39,20442,524.1538462
5581,164,67748.02439,14784.53659,14659.20732,56410.14414,6,9718.333333,70876.06707,40,10315,257.875
5582,212,58489.0283,11336.82075,10943.21226,51064.24,13,8972.384615,61577.50943,66,26845,406.7424242
5583,246,55142.65041,10163.82114,9858.536585,48892.2963,7,5749.857143,57889.94715,69,15389,223.0289855
5600,3035,75394.54432,17059.82636,17709.67446,74403.77978,47,7443.680851,78313.27842,1410,368787,261.5510638
5602,519,68069.24855,14683.14836,14844.7264,64051.96117,4,11646.75,71277.48555,144,101265,703.2291667
5603,161,57952.72671,11102.5528,10892.61491,48958.85088,5,10130.8,61129.86957,39,14493,371.6153846
5604,69,59842.42029,12042.17391,12163.37681,58133.83333,2,14441,62926.82609,22,15609,709.5
5605,692,61654.79913,12619.83792,12489.52023,50894.6994,20,6055.55,65551.93353,158,46495,294.2721519
5606,6696,61590.07004,12446.6107,12691.06511,54779.71363,153,7906.163399,64516.75418,1817,553539,304.6444689
5607,1173,59318.80136,11831.08355,11700.69906,54036.46341,28,7234.321429,62878.87809,275,138735,504.4909091
5608,4800,66808.97333,14000.93497,14544.87063,66766.75613,112,7954.4375,69189.74146,2065,476003,230.5099274
5609,623,80607.74639,18759.00963,19742.76083,81505.33167,7,6657.857143,83307.82343,289,75642,261.7370242
5630,57,61795.80702,12376.10526,12318.66667,52241.78049,0,0,66725.91228,9,2502,278
5631,594,71381.67172,16118.94276,15748.89057,49339.90201,8,8243.125,76358.20707,138,98001,710.1521739
5632,113,82961.88496,20078.07965,19449.35398,42899.28814,1,11055,87655.45133,23,17582,764.4347826
5633,140,57069.63571,11129.72857,10680.1,41173.89189,3,3794.666667,62214.70714,19,6740,354.7368421
5640,492,60422.77846,11992.31504,12021.96951,51603.40356,11,7748.545455,64767.8252,103,46209,448.631068
5641,449,63672.18931,13131.44766,12641.75056,47146.49281,10,9985.2,68305.2784,87,26120,300.2298851
5642,89,66854.97753,14530.19101,13736.04494,33592.55,0,0,73432.34831,10,7120,712
5650,59,65859.88136,14147.10169,13291.16949,30074.96154,0,0,72997.45763,9,4980,553.3333333
5651,83,85271.24096,21371.90361,20422.60241,48344,0,0,93940.95181,16,9464,591.5
5652,348,61526.85057,12519.20402,12619.89943,48041.11373,3,7566,65528.1092,70,18548,264.9714286
5654,82,61701.9878,12397.14634,11506.45122,44590.62069,4,10946.5,65814.29268,18,5714,317.4444444
5655,45,50699.8,9243.222222,9137.333333,32173.59375,2,15170,56129.13333,7,4329,618.4285714
5661,72,53851.65278,9866.097222,10093.625,48575.26,1,1054,57499.05556,6,2857,476.1666667
5670,172,58493.3314,11258.75581,11502.27326,51346.42188,4,3750.5,62428.88372,49,14316,292.1632653
5671,75,86986.77333,21399.96,20687.14667,42707.18367,0,0,95033.16,15,4007,267.1333333
5680,900,59018.53889,11612.99778,11634.20111,51183.21037,16,11051.6875,62368.58556,171,173305,1013.479532
5690,1640,59551.36829,11577.86159,11655.91829,53482.71773,38,8038.078947,62834.73232,361,111288,308.2770083
5700,4475,62787.02905,12658.67531,12809.00536,61808.54283,160,7779.66875,65662.16067,2708,494034,182.4350074
5710,1069,66126.65201,13862.73152,14091.11413,66473.71556,26,7204.384615,69605.34892,644,94516,146.7639752
5720,98,68238.83673,14440.86735,14268.17347,64522.82222,1,8287,71617.53061,51,19486,382.0784314
5722,153,70663.54902,15397.49673,15137.18301,74792.61702,4,11778.25,73326.56863,54,28503,527.8333333
5723,614,56679.02117,10515.28339,9826.503257,56349.80519,11,7928.363636,58820.64821,157,111208,708.3312102
5724,54,71994.81481,16374.44444,16011.16667,59046.18421,2,7833,73674.90741,9,6279,697.6666667
5725,2278,100581.259,26223.51273,26397.46576,102641.0672,5,7830.8,103709.4601,948,415879,438.6909283
5731,269,81200.69888,19073.88848,18958.95539,83477.55849,3,10328.33333,83565.71747,152,24672,162.3157895
5732,54,52288.2963,9180.222222,8182.240741,49657.08696,1,4333,54240.72222,30,3801,126.7
5733,38,56069.81579,10195.39474,9299.368421,49877.43333,2,10450.5,58319.07895,12,16356,1363
5734,59,48552.08475,7732.813559,6788.186441,49041.31034,2,13709.5,50374.94915,10,1707,170.7
7000,6557,71684.14366,16321.45995,16686.38463,63316.30511,119,7113.403361,74601.3012,3102,1736027,559.6476467
7004,3347,78020.09561,18892.13329,19300.32686,65050.49891,67,7881.761194,81583.88945,1546,2549577,1649.144243
7005,5782,89370.93878,23521.78796,24013.50173,70677.6762,164,6749.939024,93264.101,2605,2784846,1069.038772
7007,1374,76128.10044,17768.59213,17986.61936,69106.62649,29,6493.862069,79303.53421,677,549612,811.8345643
7008,5418,64907.80989,13566.87318,13906.5347,60436.41741,128,6269.398438,67266.6148,2618,1029510,393.2429335
7009,4803,53123.53175,9413.790712,9652.927337,51457.5393,144,7904.805556,54927.9138,2039,509445,249.8504169
7010,5559,51375.9025,8702.678899,8835.991725,50169.85793,207,8009.628019,53060.78216,2401,526230,219.1711787
7011,5464,52257.68027,8973.968155,9155.343887,51307.24088,195,7890.241026,54054.46779,2382,493674,207.2518892
7012,354,56123.08192,10185.94915,10578.90678,55367.32308,6,8759.5,58396.21751,136,37738,277.4852941
7015,4518,61967.98517,12408.74613,12549.0104,58837.27534,194,7355.304124,64272.33201,2286,772034,337.7226597
7016,701,46713.15407,7180.459344,7288.42796,46151.79695,33,6565.30303,48281.98431,279,37778,135.4050179
7017,2436,57618.88342,10759.68227,11113.90025,55661.60144,51,7285.490196,59902.16502,1003,223114,222.44666
7018,8880,62562.77579,12691.72376,12946.89764,58674.03389,360,7331.047222,64932.94065,4360,1699547,389.8043578
7019,1771,49863.04122,8199.589497,8421.027668,49086.78932,61,7579.803279,51794.59119,819,180192,220.014652
7020,1216,65109.32155,13613.50493,13863.28947,60352.41801,15,8165.266667,67807.40214,517,183130,354.2166344
7021,1131,62304.25818,12577.90451,12919.75332,57855.1366,32,5732.3125,65078.06012,529,226221,427.6389414
7022,358,55826.89944,10129.81564,10317.87989,54740.71845,10,7868.2,58198.67318,168,53876,320.6904762
7023,131,61530.38931,12273.16031,12636.51145,58457.69912,3,4829,63976.0916,51,18506,362.8627451
7024,267,60760.71161,11912.74157,12283.40075,55286.82301,10,8440.5,63106.94757,124,33939,273.7016129
7025,827,63106.90326,12953.83555,13120.31681,58243.73055,22,7549.318182,65499.49456,366,113809,310.9535519
7026,362,50950.36464,8703.994475,8913.127072,50706.96519,7,5623.428571,53307.75691,133,23279,175.0300752
7027,84,48613.36905,7857.261905,7951.654762,50199.9589,0,0,50770.55952,27,3363,124.5555556
7030,5683,52132.34225,9022.799226,9227.317262,50408.42355,160,7782.5625,54268.16805,2196,406299,185.0177596
7050,4931,60627.39931,11989.01845,12237.52342,57878.72658,157,7207.694268,62940.92963,2423,1168579,482.2860091
7052,3090,65198.8699,13720.24401,13944.47346,60537.87945,94,7019.276596,67707.03269,1452,537040,369.862259
7053,1554,76825.74324,17981.70335,18004.66281,68337.01736,55,7272.690909,79892.50579,831,812475,977.7075812
7054,3741,61612.3491,12332.2633,12607.1382,58436.30343,74,5832.013514,63929.70756,1604,695358,433.5149626
7055,182,53791.71978,9373.576923,9769.148352,52140.52326,4,4013.75,55751.4011,96,25452,265.125
7109,3145,57803.32369,11201.65776,11328.22734,53412.86571,89,7260.52809,60037.53545,1079,466294,432.1538462
7112,926,55302.2689,10242.37838,10188.00108,51379.79821,35,8549.228571,57555.86285,317,171346,540.5236593
7113,371,53235.49865,9431.665768,9582.086253,51101.30696,10,7643.7,55531.43935,110,49814,452.8545455
7116,669,53959.87294,9719.729447,9928.605381,51606.48889,10,7490.2,56317.03288,216,74711,345.8842593
7117,320,59604.15625,11876.51875,12026.54375,50714.23938,5,8719,62473.33438,86,21501,250.0116279
7120,547,50657.56673,8742.718464,8770.457038,43918.36364,15,10693.13333,53276.12614,180,35897,199.4277778
7140,3652,53623.41484,9534.600657,9693.755203,51572.86324,107,8322.616822,56011.10542,1611,308879,191.7312228
7150,1074,60336.22067,11977.38863,12018.44227,57417.45515,20,5416.7,62643.90968,397,166924,420.4634761
7155,300,60830.12667,12035.06,12113.27667,60182.26471,7,6219.285714,63113.75667,116,53258,459.1206897
7162,244,65988.79098,14534.51639,14682.02869,55883.22995,6,12608,73846.23361,85,1211062,14247.78824
7163,123,59658.20325,11799.56098,10839.85366,55898.33333,6,5944.5,61460.52033,49,15549,317.3265306
7170,2333,69404.70553,15224.70424,15592.47535,63046.58922,42,6912.52381,72217.23961,1018,357598,351.2750491
7171,1304,54376.25077,9669.994632,9812.839724,53208.50419,36,6628.027778,56294.23083,576,113132,196.4097222
7172,1312,53438.76524,9455.284299,9688.785061,50736.1936,31,8418.354839,55998.31936,498,121272,243.5180723
7173,2491,52489.42232,9118.019671,9305.792854,51441.37772,63,7876.539683,54609.31192,1037,212636,205.0491803
7174,68,52621.04412,9697.382353,10011.58824,51416.96552,0,0,55160.63235,20,3966,198.3
7175,81,54711.97531,9877.037037,10173.2716,47488.37879,2,8865,57846.95062,25,14820,592.8
7176,50,58358.56,10837.2,11285.3,51815.90909,1,1962,62198.64,14,14694,1049.571429
7177,158,52260.29114,9373.620253,9404.594937,49097.49091,8,7332.625,55389,46,10045,218.3695652
7178,73,53940.64384,9859.315068,9420.589041,51555.3871,2,13781,57811.16438,24,8478,353.25
7179,132,59707.96212,11819.98485,11295.65909,50741.51852,3,10650.33333,63062.24242,57,57952,1016.701754
7180,48,48008.29167,7667.583333,7806.6875,47741.94595,0,0,49489.08333,17,4466,262.7058824
7182,71,46168.38028,7058.43662,7113.014085,46636.90323,2,12390.5,48333.57746,31,5006,161.483871
7184,212,47361.66981,7598.981132,7639.117925,44557.20442,11,6888.272727,49992.86792,76,19442,255.8157895
7185,40,61390.45,12233.05,11768,56641.70968,1,3413,64509.75,13,5830,448.4615385
7186,39,52660.10256,9186.461538,9503.128205,50090.81818,1,6988,55113.12821,13,2646,203.5384615
7187,37,59888.7027,12380.89189,11667.51351,47824.75,0,0,61922.81081,9,3409,378.7777778
7190,954,56380.41614,10756.03354,10648.47484,51098.24169,45,9067.022222,58826.57338,305,118506,388.5442623
7209,155,63368.85161,13352.99355,13356.25806,44182.07692,5,7077.6,67629.27742,55,18117,329.4
7210,333,54438.62162,9975.303303,9948.396396,46516.20678,11,8438.454545,57382.13514,93,97345,1046.72043
7211,81,55856.7284,10655.18519,9995.345679,45059.5493,2,2487,58841.75309,20,2283,114.15
7212,731,60289.76334,12201.63201,12494.26402,53196.32759,17,5196,62987.86594,261,230208,882.0229885
7213,71,53278.83099,9509.605634,9743.056338,51299.04839,2,11287.5,56310.09859,20,6617,330.85
7214,149,59410.22148,11669.18792,11626.97987,59459.47015,5,6725.6,61617.3557,56,12997,232.0892857
7215,1077,57295.32219,11258.35097,11064.63045,51651.73737,21,7411.47619,59828.41876,329,100396,305.1550152
7216,912,52095.0614,9260.002193,9208.176535,46340.87692,28,8303.357143,54221.8125,297,81997,276.0841751
7248,4538,49422.42486,8129.228074,8262.470472,48027.23815,114,8255.95614,51196.95901,1507,376790,250.0265428
7249,4414,55164.07046,10066.99909,10376.57997,52720.26784,128,7960.570313,57192.4812,1636,489488,299.198044
7250,20919,63552.75238,13293.15911,13638.39945,56695.59349,519,7545.321773,66079.04938,8253,4464419,540.9449897
7252,1124,66775.61477,14433.10587,14708.70374,60325.15035,25,6411.04,69393.12811,397,129375,325.8816121
7253,1317,58415.86333,11227.63602,11466.03645,56498.0131,46,7889.086957,60261.75323,441,92938,210.7437642
7254,203,55718.48276,10220.21675,9789.832512,53059.73797,2,6402,57601.68966,63,15169,240.7777778
7255,321,58172.7134,11532.19315,10604.65109,49210.78516,10,5833.7,60868.14953,81,39055,482.1604938
7256,680,58090.57941,11121.57794,10030.12206,50542.48502,8,10876.5,60232.06912,164,45018,274.5
7258,405,81719.40247,20488.7284,21233.7284,61501.08815,7,6973.857143,85182.23951,148,121547,821.2635135
7259,198,53627.84848,9609.60101,9691.989899,49715.88571,5,8650.6,55911.57576,48,15195,316.5625
7260,1092,52027.69963,9003.195055,9177.283883,48999.12308,23,6648.217391,54215.587,285,62216,218.3017544
7261,128,54796.54688,10233.90625,10210.25,44453.42574,4,6198.5,58384.01563,16,3844,240.25
7262,653,56467.80398,10788.90812,10806.58346,49494.25865,16,8122.25,58924.62175,248,51815,208.9314516
7263,188,54751.84574,10190.54787,9653.085106,47784.22143,3,12294,57288.96809,50,20575,411.5
7264,161,54129.28571,10001.64596,9361.142857,46484.83721,3,13426.33333,55969.58385,48,7766,161.7916667
7265,86,50914.62791,8650.895349,8514.674419,48025.25397,3,6166.333333,53500.5814,24,6214,258.9166667
7267,327,55179.99388,10045.20795,10183.52599,52567.64138,6,4663,57244.263,96,16036,167.0416667
7268,415,59444.8506,11564.85301,11950.33494,55973.18384,7,10389.14286,61761.44096,135,54741,405.4888889
7270,1304,58644.77147,11576.40414,11597.58742,53252.49914,38,8608.605263,60720.37193,408,87340,214.0686275
7275,1210,59479.29339,11769.47438,11746.23554,53592.79063,27,8827,61932.66281,398,164436,413.1557789
7276,205,53744.36585,9514.165854,9533.487805,53411.99462,5,4816,55839.01463,90,21906,243.4
7277,2182,61123.47342,12235.19478,12539.63932,58171.32461,61,7034.540984,63612.02841,781,397456,508.9065301
7290,918,53591.45316,9515.593682,9802.720044,51897.25116,16,8148.9375,55646.84532,340,94080,276.7058824
7291,242,55907.22727,10254.80165,10499.61983,53522.875,6,5749.833333,58207.14463,88,17513,199.0113636
7292,244,55051.21311,10288.97541,10089.02869,54460.27273,3,3793,57766.55328,79,28638,362.5063291
7300,1394,56267.70014,10438.56241,10732.73386,52891.4434,22,7375.409091,58532.05667,524,155811,297.3492366
7301,1645,57430.27173,11061.38359,11317.92158,50575.13525,39,7098.333333,59891.84377,565,248349,439.5557522
7302,615,57094.44553,11013.50732,11150.32033,49862.1875,10,10216.4,59501.19837,184,64846,352.423913
7303,946,60610.32558,12365.91226,12585.85835,53044.66626,18,7376.777778,63078.63531,279,125133,448.5053763
7304,1989,54162.0357,9879.322938,9837.007541,50379.99457,44,6936.704545,56894.54248,572,340764,595.7412587
7305,365,52440.06301,9135.331507,9278.328767,50911.70245,6,8390.833333,54627.6274,107,17230,161.0280374
7306,1328,55261.96536,10182.2869,10302.39383,53541.60209,21,8272.095238,57840.64307,386,166216,430.611399
7307,3709,59496.33702,11663.79105,11903.26126,56726.03775,95,7774.8,62098.23456,1264,391103,309.4169304
7310,9953,56956.1071,10835.17774,11103.49,53333.66644,271,8210.760148,59463.34934,3625,1244792,343.3908966
7315,5335,56475.24105,10563.19254,10780.35858,54159.41194,171,7741.695906,58838.55127,1662,513648,309.0541516
7316,2297,61394.59948,12399.62037,12713.15324,57782.47276,48,7932.395833,63959.06704,726,300479,413.8829201
7320,6335,59571.21863,11712.88508,12061.16511,56467.01621,145,7737.641379,61927.51965,2132,748721,351.1824578
7321,1564,61397.09015,12351.55691,12591.15601,58303.88057,33,7113.060606,63879.62276,461,218442,473.8438178
7322,1413,60427.092,12017.10403,12301.02619,55714.17056,49,9537.77551,62856.04883,496,211820,427.0564516
7325,3018,58894.97283,11418.84526,11618.60106,56615.82144,70,6874.914286,61409.55368,996,335642,336.9899598
7330,2753,54932.85325,10013.9713,10046.40102,49791.83727,41,8282.804878,56853.28151,695,181931,261.771223
7331,254,58157.87402,11210.55118,11398.59055,49924.86667,4,5053,61341.75197,77,19997,259.7012987
7467,624,70547.46154,15282.66987,15657.78686,68224.03289,12,6638.333333,72950.76442,270,76923,284.9
7468,310,63887.49032,13155.09355,12852.49032,62193.84249,4,7364.25,66123.60323,88,16308,185.3181818
7469,273,69425.01465,14903.45055,15409.38828,68466.212,1,11368,71522.12088,90,19095,212.1666667
7470,288,83091.85417,20006.24306,20584.30208,82639.11348,0,0,85682.96528,132,35450,268.5606061
3000,11413,79184.91264,20395.77879,20457.82485,65581.87246,41,9253.634146,83616.00806,3398,16825803,4951.67834
3002,2944,134989.0425,42907.68095,44063.33832,90685.37251,17,8248.411765,141463.1478,1274,2329127,1828.200157
3003,2208,73087.40851,16793.4454,17484.60054,68010.78498,8,7703,76157.15444,853,373673,438.0691676
3004,5339,116487.4025,35292.85813,36286.80483,84291.35757,32,9809.5,122133.0963,2054,5631949,2741.942064
3006,8116,85060.62272,21679.19707,22507.33218,75924.56607,21,8586.142857,88851.9565,3126,2558228,818.3710813
3008,4661,85642.87685,21826.13817,22529.85754,76094.79963,14,7689.071429,89234.39326,1583,648153,409.4459886
3010,53,95884.13208,26829.9434,27859.98113,95351.56863,1,7273,100525.3396,17,65719,3865.823529
3011,8805,61549.74957,12357.69016,12864.34867,60318.44718,67,7535.343284,64090.37047,3791,1314978,346.8683725
3012,10622,62283.47373,12505.88481,13052.06524,61345.9249,102,8220.22549,65082.21644,4874,1450381,297.5750923
3013,7014,75879.79926,17421.41475,18140.52652,73352.25348,64,7912.859375,79291.58326,3535,1359625,384.6181047
3015,8026,77317.24221,17982.29066,18747.5233,74761.30366,61,7154.704918,80787.54249,3989,1302197,326.4469792
3016,7381,96100.9435,25780.86436,26502.06273,82052.27299,86,8828.744186,100581.2834,3702,4061178,1097.02269
3018,5577,69231.175,15022.71336,15549.58741,66443.34098,98,7941.459184,72379.86875,2862,827255,289.0478686
3019,2671,51250.17746,8750.440285,9040.717709,51300.96697,35,9252.4,53522.14526,1056,225424,213.469697
3020,14277,52213.42845,9052.94179,9337.750648,52028.9964,214,7868.224299,54590.46529,6575,1548993,235.588289
3021,16676,50453.80379,8431.109512,8678.854042,50963.25839,290,7807.058621,52805.42516,7840,1775538,226.4716837
3022,1425,53043.96211,9316.445614,9581.417544,53687.26835,34,7668.529412,55638.34526,688,161680,235
3023,24042,58902.23338,11295.62635,11775.04762,59537.86091,299,7902.086957,61939.82905,12222,2972951,243.2458681
3024,8657,57422.52836,10696.55955,11128.53552,58321.87827,157,7358.464968,60602.83817,4454,1077953,242.019084
3025,4261,61481.95729,12209.53745,12678.82633,61151.55239,71,7842.014085,64411.63506,1998,546305,273.4259259
3026,134,71948.06716,16322.6791,16983.74627,61689.33898,1,13409,75268.88806,49,35323,720.877551
3027,2438,65580.04307,13507.51231,14214.06563,68196.40925,12,6097.416667,68760.77523,1047,337653,322.495702
3028,12129,57936.96933,10925.23879,11314.84607,58010.72637,163,7977.993865,60649.43276,6226,1386011,222.6166078
3029,33920,57788.7429,10869.52183,11310.77311,58708.89722,436,7570.928899,60704.04251,16381,4267360,260.5066846
3030,39424,64403.7083,13275.54992,13818.14534,64221.62378,481,7685.241164,67637.63573,19123,5126881,268.1002458
3031,8494,72866.89381,16447.23166,17138.56004,69844.35474,58,8930.448276,76084.83235,4003,1792898,447.8885836
3032,12895,75042.40279,17497.08395,17988.61939,69440.54059,104,8528.028846,78713.09903,6205,3431728,553.0585012
3033,5754,66384.81752,14050.83681,14489.95534,63301.04293,139,7500.870504,69688.11731,2962,685066,231.2849426
3034,4531,65454.16222,13861.44491,14326.44207,60559.63556,85,8742.317647,68522.80931,2287,624081,272.8819414
3036,2958,76812.30933,18117.29432,18716.07606,65595.27911,58,7624.465517,80617.25389,1442,374398,259.6380028
3037,20137,59183.24621,11362.73462,11867.69544,59883.07621,205,7715.434146,62279.04916,10262,2228438,217.1543559
3038,12902,61854.73663,12401.37834,12861.59805,59872.86188,153,8378.928105,65040.47163,6806,2456570,360.941816
3039,6854,82634.61599,20378.47328,21118.62737,74080.44842,53,8786.415094,86511.95419,3461,1550945,448.1204854
3040,12629,84765.67234,21489.89974,22209.51405,71616.26682,173,8375.601156,88898.93151,6338,4394960,693.4301041
3041,5618,78094.64525,18529.99181,19050.49751,71638.78348,89,6785.303371,81804.87237,2950,1354770,459.2440678
3042,6786,65326.06779,13599.74974,14090.47686,63573.9921,132,7670.219697,68725.27763,3700,914701,247.2164865
3043,7539,59539.79812,11549.68272,11945.58376,58289.03778,176,7336.659091,62685.74758,4237,1052680,248.4493746
3044,11076,66439.11259,14060.0422,14605.75758,64137.32126,174,8192.126437,69567.89816,5623,1742321,309.8561266
3046,12137,57991.4586,11012.41218,11400.88902,58045.05596,214,7458.794393,60744.9752,5900,1463838,248.1081356
3047,4854,47915.04265,7646.027818,7823.344252,49100.60749,110,9017.745455,50304.77235,2263,760152,335.9045515
3048,4496,47732.85276,7573.67927,7806.173043,48886.80665,82,8495.853659,50072.35609,2224,616564,277.2320144
3049,4134,60286.90542,11835.99032,12208.64175,59030.30494,54,7889.240741,63462.78931,2277,482200,211.7698726
3050,41,74338.26829,17198.17073,17965.65854,71758.21053,0,0,78435.43902,17,3855,226.7647059
3051,5320,72710.11259,16838.15192,17434.35545,65591.7443,35,8896.114286,76073.3188,2212,1681953,760.3765823
3052,2224,81673.7536,20451.18435,21095.24236,69688.78958,21,9992.285714,85883.58363,969,1216515,1255.433437
3053,4768,74648.19086,17846.65561,18407.75713,64915.94513,31,10593.32258,78160.21225,1738,1790504,1030.209436
3054,4398,90316.41019,23943.64036,24617.86971,73820.96614,35,8266.628571,94701.88904,1996,3079664,1542.917836
3055,6346,66674.23101,14312.4948,14865.92389,63052.88883,54,8246.518519,69496.71068,3018,1298163,430.140159
3056,11720,66858.92884,14304.27505,14869.78848,63442.54197,62,8610.645161,69757.04283,5447,3248491,596.381678
3057,5274,67776.35078,14622.64203,15206.37675,64263.7378,34,7207.235294,70559.54702,2458,970095,394.6684296
3058,14351,63688.37015,13116.94671,13637.36632,62142.2083,157,8644.942675,66365.38234,6770,2358437,348.3658789
3059,6289,67451.69025,14610.14583,15102.4492,61651.44582,60,6432.7,70915.27492,3356,922245,274.8048272
3060,4018,55139.60154,10151.19512,10523.77203,55171.31437,59,9787.220339,57806.0824,1754,549339,313.1921323
3061,1457,56667.9547,11146.30405,11538.86479,55609.16956,24,10175,59052.3617,606,145523,240.1369637
3062,100,85920.45,22265.47,23183.97,57324.90361,3,9954.666667,87929.15,28,6156,219.8571429
3063,292,71161.13356,16018.54452,16697.95205,68763.21176,1,7049,75471.15411,147,132953,904.4421769
3064,24018,55180.43176,10010.86051,10419.00371,56116.61291,266,7448.364662,57963.25256,12643,3342425,264.3696116
3065,5071,83903.17925,21285.57307,21996.12148,71195.09135,31,10613.35484,87808.71386,2087,2077862,995.6214662
3066,3297,73847.19624,16988.113,17675.61237,67973.50973,31,10195.74194,76988.7067,1339,561482,419.3293503
3067,3702,74213.81902,17215.26946,17888.68639,67385.66736,28,9156.25,77675.38142,1637,851117,519.9248626
3068,9439,88508.89872,22854.38771,23593.58385,76906.82101,77,8332.792208,92509.89723,4658,3908180,839.0253328
3070,11563,76529.09133,17972.73939,18602.05405,70242.50444,71,9020.28169,80012.508,5770,3208260,556.0242634
3071,8218,67769.36481,14713.20156,15281.81674,63348.16021,71,7549.577465,70525.80725,4002,1725445,431.1456772
3072,13226,61711.03145,12404.8015,12878.56495,59575.69026,154,8318.928571,64536.75435,6010,2039290,339.3161398
3073,17871,57085.05126,10732.15,11112.14459,55709.59682,266,7868.176692,59632.73734,8003,2003600,250.3561165
3074,6681,51986.66846,8984.788056,9303.809759,51504.80873,111,7038.081081,54457.09401,3197,729040,228.0387864
3075,6761,52151.41133,8983.690726,9315.946753,52558.13599,110,7664.090909,54672.48676,3245,632401,194.8847458
3076,11987,54652.56862,9831.026445,10216.75006,55109.36097,164,7705.20122,57435.60699,6201,1526317,246.1404612
3078,5423,83974.98488,21117.16528,21792.85949,72926.84037,51,7329.039216,87664.67103,2712,1653659,609.7562684
3079,7700,99565.69532,27481.46914,28293.1161,79236.59437,93,8563.827957,104051.6562,3611,2574486,712.9565217
3081,4747,57055.46998,10792.75954,11169.57805,56430.08097,93,10103.88172,59636.17422,2069,688038,332.5461576
3082,13148,57011.96425,10656.87032,11052.10998,56630.18248,148,8056.202703,59795.94615,6774,1513153,223.376587
3083,11526,59979.25447,11802.92207,12188.46226,57845.96687,205,7785.897561,62751.33793,5370,1544273,287.5741155
3084,11514,80509.20922,19617.64202,20203.45206,71254.52062,189,8240.486772,84440.62854,5507,3160886,573.9760305
3085,6043,70488.88301,15567.21797,16068.54509,68093.82276,114,7182.842105,73718.34983,2974,1239042,416.6247478
3087,3829,63155.11413,12777.77194,13256.46748,62041.19319,57,7672.947368,65977.76417,1921,513855,267.493493
3088,12414,66425.72797,14005.56204,14491.97624,64234.22712,200,7205.32,69396.37917,6051,2129526,351.9295984
3089,5729,69233.50218,15108.8867,15646.43149,66090.87559,72,6753.694444,72579.51911,2668,791862,296.7998501
3090,1166,92266.85249,24549.91424,25219.81389,74018.9668,9,9316.555556,96851.00429,470,229229,487.7212766
3091,822,97428.09002,27283.54136,28087.3601,64335.89506,6,6982.5,100692.5511,289,108005,373.7197232
3093,1835,94150.95259,25506.30627,25572.99292,74062.76366,44,7959.727273,99454.22616,835,1705657,2042.702994
3094,4125,66861.57285,14179.19234,14649.51782,63734.4269,84,6228.297619,69921.66352,2095,858425,409.7494033
3095,13835,77568.17817,18375.72974,18927.05927,70145.24447,168,7723.892857,81161.11738,6436,3018952,469.072716
