postcode,no of collectors,avg streets,new coll ratio,total collected,total donated,total received,avg collected,avg donated,avg received,avg coll age,no weekends,prof ratio,no prof coll,profitable
801,2,4,0.5,618.55,0,618.55,309.28,0,309.28,68.5,4,1,2,1
804,3,2.67,0,356.6,50,406.6,118.87,16.67,135.53,68.5,4,1,3,1
810,38,2.08,0.66,3782.75,349.25,4132,99.55,9.19,108.74,58.45,4,0.55,38,1
811,2,2,0.5,323,0,323,161.5,0,161.5,,4,1,2,1
812,21,2.33,0.76,1759.1,200,1959.1,83.77,9.52,93.29,64.18,4,0.62,21,1
813,1,2,1,155.7,0,155.7,155.7,0,155.7,,4,1,1,1
814,2,2,1,226.15,0,226.15,113.08,0,113.08,,4,1,2,1
820,17,2.65,0.82,2360.65,100,2460.65,138.86,5.88,144.74,67.56,4,0.65,17,1
822,1,1,0,52.9,0,52.9,52.9,0,52.9,,4,0,1,0
828,2,2,1,267,0,267,133.5,0,133.5,,4,1,2,1
830,18,2.17,0.5,1464.35,400,1864.35,81.35,22.22,103.58,51.7,4,0.61,18,1
831,1,1,0,10,0,10,10,0,10,,4,0,1,0
832,9,1.89,0.56,1706.35,57,1763.35,189.59,6.33,195.93,61.4,4,0.67,9,1
835,3,2.33,1,189.75,0,189.75,63.25,0,63.25,55,4,0.33,3,0
836,4,2.25,1,467.3,20,487.3,116.83,5,121.83,55.67,4,0.75,4,1
838,1,3,1,238,0,238,238,0,238,,4,1,1,1
839,1,2,0,238,0,238,238,0,238,71,4,1,1,1
841,1,2,1,0,50,50,0,50,50,71,4,0,1,0
845,2,2,1,211.05,0,211.05,105.53,0,105.53,66,4,0.5,2,1
850,2,2,1,305.65,0,305.65,152.83,0,152.83,29,4,0.5,2,1
851,2,2,0.5,218.7,20,238.7,109.35,10,119.35,73,4,0.5,2,1
860,1,3,0,203.3,0,203.3,203.3,0,203.3,68,4,1,1,1
870,38,2.05,0.61,3711,340,4051,97.66,8.95,106.61,60.52,4,0.66,38,1
871,8,2.5,0.63,832.95,0,832.95,104.12,0,104.12,56,4,0.63,8,1
880,3,2,1,125,100,225,41.67,33.33,75,48.5,4,0.33,3,0
881,6,4.67,0.17,1367.05,27.95,1395,227.84,4.66,232.5,76.8,4,1,6,1
1350,1,3,0,90,60,150,90,60,150,,4,1,1,1
1360,1,2,1,330,0,330,330,0,330,,4,1,1,1
1460,1,1,0,150,0,150,150,0,150,70,4,1,1,1
1499,1,1,0,42,0,42,42,0,42,46,4,0,1,0
1565,2,5,1,514,100,614,257,50,307,60.5,4,1,2,1
1570,1,1,0,100,0,100,100,0,100,69,4,1,1,1
1671,1,1,0,255,0,255,255,0,255,,4,1,1,1
1675,2,1,0,119,0,119,59.5,0,59.5,82,4,0,2,0
1680,1,1,0,50,0,50,50,0,50,,4,0,1,0
1710,1,1,1,125,0,125,125,0,125,,4,1,1,1
1755,3,1,0.33,479,0,479,159.67,0,159.67,71,4,1,3,1
1765,2,5.5,0.5,124,0,124,62,0,62,,4,0,2,0
1790,1,9,1,149,0,149,149,0,149,64,4,1,1,1
1805,1,9,1,30,0,30,30,0,30,,4,0,1,0
1848,1,1,0,43,0,43,43,0,43,31,4,0,1,0
2000,4,3,1,1216.5,150,1366.5,304.13,37.5,341.63,67,4,1,4,1
2007,3,1,1,301,0,301,100.33,0,100.33,66,4,0.67,3,1
2008,3,3.67,0.67,194,0,194,64.67,0,64.67,45,4,0.33,3,0
2009,4,3,1,484.75,0,484.75,121.19,0,121.19,,4,0.75,4,1
2010,11,1.73,0.82,605.25,170,775.25,55.02,15.45,70.48,47.25,4,0.45,11,0
2011,4,3,0.75,398,0,398,99.5,0,99.5,60,4,0.75,4,1
2015,6,1,0.67,804.35,0,804.35,134.06,0,134.06,67.33,4,0.83,6,1
2016,6,5,0.5,463.25,0,463.25,77.21,0,77.21,71.5,4,0.33,6,1
2017,6,6.5,0.67,627.1,0,627.1,104.52,0,104.52,56.33,4,0.33,6,1
2018,12,2.33,0.67,657,48,705,54.75,4,58.75,71.5,4,0.25,12,0
2019,5,1,0.6,588.5,0,588.5,117.7,0,117.7,50,4,0.6,5,1
2020,13,3.46,0.69,860.75,141.75,1002.5,66.21,10.9,77.12,55.33,4,0.46,13,1
2021,25,2.6,0.52,3187.3,528,3715.3,127.49,21.12,148.61,60,4,0.76,25,1
2022,14,2.71,0.79,1631.9,70,1701.9,116.56,5,121.56,71.88,4,0.79,14,1
2023,15,3.13,0.67,1726,1126,2852,115.07,75.07,190.13,62.33,4,0.73,15,1
2024,13,5.38,0.92,906,138,1044,69.69,10.62,80.31,53.2,4,0.46,13,1
2025,13,2.85,0.54,1801.5,90,1891.5,138.58,6.92,145.5,63.8,4,0.69,13,1
2026,29,2.66,0.72,2455.7,790.55,3246.25,84.68,27.26,111.94,67.55,4,0.55,29,1
2027,7,3.43,0.57,2311.05,0,2311.05,330.15,0,330.15,76.5,4,0.86,7,1
2028,5,2.6,0.6,329,560,889,65.8,112,177.8,77.5,4,0.4,5,1
2029,17,2.41,0.59,1988.75,50,2038.75,116.99,2.94,119.93,65.5,4,0.59,17,1
2030,21,2.14,0.67,2809.05,108.55,2917.6,133.76,5.17,138.93,71.64,4,0.62,21,1
2031,43,2.56,0.53,3935.6,160,4095.6,91.53,3.72,95.25,57.5,4,0.56,43,1
2032,23,3.13,0.74,1898.6,130,2028.6,82.55,5.65,88.2,65.78,4,0.35,23,1
2033,12,1.67,0.5,1718.1,0,1718.1,143.18,0,143.18,71.86,4,0.83,12,1
2034,22,1.77,0.68,2285.5,115,2400.5,103.89,5.23,109.11,71.9,4,0.41,22,1
2035,29,3.31,0.59,2051.95,150,2201.95,70.76,5.17,75.93,59.67,4,0.45,29,1
2036,31,4.9,0.84,2145.75,55,2200.75,69.22,1.77,70.99,58.79,4,0.32,31,0
2037,14,2.79,0.5,2908.4,160,3068.4,207.74,11.43,219.17,65,4,0.71,14,1
2038,9,1.11,0.78,744,50,794,82.67,5.56,88.22,63.43,4,0.56,9,1
2039,6,6.83,0.67,776.4,0,776.4,129.4,0,129.4,65.8,4,0.67,6,1
2040,15,3.27,0.6,1195.5,656,1851.5,79.7,43.73,123.43,60.67,4,0.6,15,1
2041,31,3.68,0.77,3734.1,65,3799.1,120.45,2.1,122.55,65.53,4,0.74,31,1
2042,10,2.6,0.5,704.9,15,719.9,70.49,1.5,71.99,59.25,4,0.5,10,0
2043,2,2,0.5,104,0,104,52,0,52,68.5,4,0,2,0
2044,10,1.1,0.5,923.75,5,928.75,92.38,0.5,92.88,58.29,4,0.5,10,1
2045,14,2.14,0.5,1394.5,96,1490.5,99.61,6.86,106.46,54.3,4,0.57,14,1
2046,52,2.94,0.62,5601.1,340,5941.1,107.71,6.54,114.25,62.07,4,0.62,52,1
2047,15,3.67,0.73,908.5,150,1058.5,60.57,10,70.57,42,4,0.4,15,0
2048,5,5.8,1,419.5,120,539.5,83.9,24,107.9,65.5,4,0.8,5,1
2049,11,1.73,0.36,2754.2,20,2774.2,250.38,1.82,252.2,66.17,4,0.82,11,1
2050,4,7,0.75,248.4,60,308.4,62.1,15,77.1,60.5,4,0.5,4,1
2060,22,3.95,0.86,2945.15,275,3220.15,133.87,12.5,146.37,63.25,4,0.77,22,1
2061,3,3.67,0.33,184,0,184,61.33,0,61.33,,4,0.33,3,0
2062,9,2.78,0.67,1185,35,1220,131.67,3.89,135.56,58.67,4,0.78,9,1
2063,22,2.68,0.68,2559.25,264.8,2824.05,116.33,12.04,128.37,68.5,4,0.77,22,1
2064,16,1.56,0.75,2556.7,200,2756.7,159.79,12.5,172.29,60,4,0.81,16,1
2065,32,3,0.59,3804.9,295,4099.9,118.9,9.22,128.12,62.67,4,0.66,32,1
2066,52,2.75,0.6,6230.25,489,6719.25,119.81,9.4,129.22,62.42,4,0.69,52,1
2067,23,4.87,0.74,2909.5,107,3016.5,126.5,4.65,131.15,65.83,4,0.78,23,1
2068,36,2.61,0.53,3983.85,400,4383.85,110.66,11.11,121.77,61.6,4,0.61,36,1
2069,38,3.32,0.55,4028.5,130,4158.5,106.01,3.42,109.43,61.08,4,0.5,38,1
2070,33,2.76,0.58,3617.3,75,3692.3,109.62,2.27,111.89,58.79,4,0.61,33,1
2071,29,2.76,0.72,3621.3,78,3699.3,124.87,2.69,127.56,64.36,4,0.86,29,1
2072,21,1.86,0.71,1858.2,545,2403.2,88.49,25.95,114.44,60.29,4,0.67,21,1
2073,50,2.38,0.62,5092.15,383,5475.15,101.84,7.66,109.5,62.3,4,0.66,50,1
2074,60,3.1,0.6,8307.2,585,8892.2,138.45,9.75,148.2,66.9,4,0.73,60,1
2075,40,2.48,0.63,4414.45,239.2,4653.65,110.36,5.98,116.34,59.64,4,0.68,40,1
2076,59,2.86,0.59,6236.5,216,6452.5,105.7,3.66,109.36,64.05,4,0.56,59,1
2077,66,2.64,0.8,6940.3,5,6945.3,105.16,0.08,105.23,60,4,0.55,66,1
2079,25,2.04,0.48,2423.9,45.2,2469.1,96.96,1.81,98.76,61.8,4,0.6,25,1
2080,7,2.57,0.71,626.7,40,666.7,89.53,5.71,95.24,62.5,4,0.57,7,1
2081,10,3.3,0.6,1245.45,0,1245.45,124.55,0,124.55,53.67,4,0.5,10,1
2082,14,1.29,0.36,2222.3,110,2332.3,158.74,7.86,166.59,56.29,4,0.64,14,1
2083,7,2.29,0.43,834.5,0,834.5,119.21,0,119.21,70,4,0.71,7,1
2084,12,2.67,0.83,948.5,25,973.5,79.04,2.08,81.13,51,4,0.33,12,1
2085,39,3.18,0.67,4206.1,56,4262.1,107.85,1.44,109.28,64.36,4,0.64,39,1
2086,37,2.89,0.54,3600.25,195,3795.25,97.3,5.27,102.57,66.35,4,0.59,37,1
2087,42,1.93,0.64,4607.2,686,5293.2,109.7,16.33,126.03,63.53,4,0.69,42,1
2088,51,3.39,0.73,7174.75,1101,8275.75,140.68,21.59,162.27,68.35,4,0.65,51,1
2089,20,3.4,0.65,1701.85,385,2086.85,85.09,19.25,104.34,57.5,4,0.55,20,1
2090,19,3.58,0.58,1793,85,1878,94.37,4.47,98.84,69.73,4,0.53,19,1
2092,16,4.13,0.56,2180.55,48,2228.55,136.28,3,139.28,65.5,4,0.94,16,1
2093,60,3.28,0.65,5279.9,587,5866.9,88,9.78,97.78,61.19,4,0.63,60,1
2094,15,3.67,0.53,1284.6,175,1459.6,85.64,11.67,97.31,55.29,4,0.6,15,1
2095,15,3.07,0.67,2261.65,0,2261.65,150.78,0,150.78,61.43,4,0.67,15,1
2096,19,2.26,0.53,1427.6,160,1587.6,75.14,8.42,83.56,66.14,4,0.47,19,1
2097,29,1.83,0.72,2598.5,170,2768.5,89.6,5.86,95.47,58.6,4,0.52,29,1
2099,55,2.56,0.58,4481.9,415,4896.9,81.49,7.55,89.03,65.29,4,0.45,55,1
2100,36,3.22,0.56,3156.1,400,3556.1,87.67,11.11,98.78,58.95,4,0.61,36,1
2101,24,3.33,0.63,2626.65,0,2626.65,109.44,0,109.44,76.92,4,0.63,24,1
2102,10,5.6,0.8,821,20,841,82.1,2,84.1,60.25,4,0.6,10,1
2103,22,2.55,0.86,2261.45,50,2311.45,102.79,2.27,105.07,69.57,4,0.73,22,1
2104,10,1.9,0.9,2013.4,0,2013.4,201.34,0,201.34,72.33,4,0.7,10,1
2105,4,3.25,0.25,388.85,0,388.85,97.21,0,97.21,74,4,0.5,4,1
2106,26,5.04,0.92,1991.1,74,2065.1,76.58,2.85,79.43,66.6,4,0.46,26,1
2107,29,3.28,0.62,2768.3,235,3003.3,95.46,8.1,103.56,69.23,4,0.62,29,1
2108,4,5.5,0.75,320,0,320,80,0,80,64,4,0.5,4,1
2110,18,4.11,0.78,2856.55,592,3448.55,158.7,32.89,191.59,65.6,4,0.72,18,1
2111,31,2.35,0.58,4322.25,207,4529.25,139.43,6.68,146.1,66.85,4,0.74,31,1
2112,55,2.65,0.67,5098.6,275,5373.6,92.7,5,97.7,61.84,4,0.56,55,1
2113,43,2.37,0.49,3503.15,241.3,3744.45,81.47,5.61,87.08,67.36,4,0.53,43,1
2114,40,2.08,0.58,3273.3,359,3632.3,81.83,8.98,90.81,59.22,4,0.63,40,1
2115,12,4.5,0.83,980.1,20,1000.1,81.68,1.67,83.34,56.5,4,0.42,12,1
2116,10,4.2,0.7,734.15,50,784.15,73.42,5,78.42,64.6,4,0.5,10,1
2117,27,3.81,0.59,2572.5,96,2668.5,95.28,3.56,98.83,60.13,4,0.63,27,1
2118,46,2.37,0.65,3878.8,105,3983.8,84.32,2.28,86.6,57.5,4,0.46,46,1
2119,27,3.41,0.7,4411,500,4911,163.37,18.52,181.89,64.62,4,0.67,27,1
2120,61,2.75,0.59,5805.25,298,6103.25,95.17,4.89,100.05,52.29,4,0.66,61,1
2121,55,1.82,0.64,4011,415,4426,72.93,7.55,80.47,64.35,4,0.38,55,1
2122,62,2.61,0.63,6491.3,148,6639.3,104.7,2.39,107.09,67.86,4,0.53,62,1
2125,36,3.19,0.64,3634.35,145,3779.35,100.95,4.03,104.98,60,4,0.47,36,1
2126,50,3.12,0.68,4956.7,100,5056.7,99.13,2,101.13,62.14,4,0.5,50,1
2127,7,3.71,0.43,540.9,20,560.9,77.27,2.86,80.13,58.25,4,0.43,7,1
2128,2,1,0.5,99,0,99,49.5,0,49.5,55,4,0,2,0
2130,6,2.33,1,642,0,642,107,0,107,60,4,0.67,6,1
2131,22,2.14,0.68,2159,10,2169,98.14,0.45,98.59,65.5,4,0.41,22,1
2132,20,2.65,0.75,1420.45,220,1640.45,71.02,11,82.02,51.33,4,0.55,20,1
2133,18,2.5,0.78,1590.65,295,1885.65,88.37,16.39,104.76,56.78,4,0.61,18,1
2134,11,1,0.45,930.85,20,950.85,84.62,1.82,86.44,65.83,4,0.45,11,1
2135,27,1.63,0.56,4093.4,0,4093.4,151.61,0,151.61,58.91,4,0.81,27,1
2136,11,1.82,0.45,1037.6,0,1037.6,94.33,0,94.33,77,4,0.64,11,1
2137,37,2.59,0.51,3979.5,35,4014.5,107.55,0.95,108.5,63.63,4,0.51,37,1
2138,16,2.13,0.75,1950.9,0,1950.9,121.93,0,121.93,60.5,4,0.56,16,1
2140,4,3,0.75,75,110,185,18.75,27.5,46.25,45.33,4,0.25,4,0
2141,13,2.31,0.54,888.7,0,888.7,68.36,0,68.36,57.4,4,0.46,13,0
2142,13,4.15,0.69,1057.3,2,1059.3,81.33,0.15,81.48,60.75,4,0.23,13,1
2143,10,1,0.5,704.5,4,708.5,70.45,0.4,70.85,66.33,4,0.5,10,0
2144,10,1,0.7,861.5,0,861.5,86.15,0,86.15,68.75,4,0.4,10,1
2145,89,2.28,0.57,8600.2,380,8980.2,96.63,4.27,100.9,66.11,4,0.52,89,1
2146,24,2.46,0.75,1517.05,113,1630.05,63.21,4.71,67.92,63.58,4,0.33,24,0
2147,56,4.29,0.73,4850.75,150,5000.75,86.62,2.68,89.3,57.07,4,0.45,56,1
2148,83,2.88,0.66,6684.3,231,6915.3,80.53,2.78,83.32,64.67,4,0.42,83,1
2150,9,2.89,1,527.3,0,527.3,58.59,0,58.59,51,4,0.22,9,0
2151,32,2.81,0.59,3981.45,110,4091.45,124.42,3.44,127.86,62.5,4,0.75,32,1
2152,21,2.29,0.52,2033.7,46,2079.7,96.84,2.19,99.03,64.14,4,0.52,21,1
2153,136,2.82,0.6,15267.4,360,15627.4,112.26,2.65,114.91,62.75,4,0.59,136,1
2154,81,3.06,0.63,9241.15,385.55,9626.7,114.09,4.76,118.85,62.92,4,0.73,81,1
2155,60,3.4,0.78,4597.7,345,4942.7,76.63,5.75,82.38,56.94,4,0.55,60,1
2156,20,1.75,0.6,2288.2,20,2308.2,114.41,1,115.41,64.4,4,0.7,20,1
2157,9,2.78,0.78,860.9,120,980.9,95.66,13.33,108.99,58.86,4,0.56,9,1
2158,20,2.25,0.65,2760.6,320,3080.6,138.03,16,154.03,67.29,4,0.7,20,1
2159,7,2.14,0.71,627,50,677,89.57,7.14,96.71,63.67,4,0.57,7,1
2160,23,2.22,0.65,1831.8,43,1874.8,79.64,1.87,81.51,56.92,4,0.48,23,1
2161,24,2.92,0.71,1843.75,70,1913.75,76.82,2.92,79.74,62.42,4,0.33,24,1
2162,15,2.67,0.53,1438.2,0,1438.2,95.88,0,95.88,62.5,4,0.6,15,1
2163,5,4.2,0.6,171.2,150,321.2,34.24,30,64.24,61,4,0.4,5,0
2164,28,2.64,0.64,2552.05,60,2612.05,91.14,2.14,93.29,60.81,4,0.54,28,1
2165,30,2.53,0.47,2003.35,80,2083.35,66.78,2.67,69.45,55.33,4,0.37,30,0
2166,32,2.81,0.56,3134.05,370,3504.05,97.94,11.56,109.5,63.64,4,0.41,32,1
2167,10,3.9,0.7,762.55,50,812.55,76.26,5,81.26,54.5,4,0.4,10,1
2168,25,4.24,0.72,1733.8,30,1763.8,69.35,1.2,70.55,58.17,4,0.36,25,0
2170,91,2.81,0.67,7230.65,500,7730.65,79.46,5.49,84.95,61.61,4,0.46,91,1
2171,19,4.11,0.63,1356.35,118,1474.35,71.39,6.21,77.6,48.77,4,0.42,19,1
2172,7,3.57,1,888.5,0,888.5,126.93,0,126.93,65,4,0.57,7,1
2173,14,4.36,0.71,1133.6,30,1163.6,80.97,2.14,83.11,48,4,0.5,14,1
2174,1,1,1,76,0,76,76,0,76,,4,1,1,1
2175,3,1,0.33,271,0,271,90.33,0,90.33,,4,0.67,3,1
2176,65,3.2,0.57,6469.8,130,6599.8,99.54,2,101.54,55.63,4,0.49,65,1
2177,2,1.5,0.5,117.4,0,117.4,58.7,0,58.7,57,4,0,2,0
2178,5,4.4,0.8,412.2,10,422.2,82.44,2,84.44,68,4,0.6,5,1
2179,8,5.25,0.63,614.45,110,724.45,76.81,13.75,90.56,74.5,4,0.5,8,1
2190,17,3.06,0.59,1461.55,230,1691.55,85.97,13.53,99.5,52.8,4,0.76,17,1
2191,9,2,0.22,863.55,60,923.55,95.95,6.67,102.62,68.57,4,0.67,9,1
2192,13,1.69,0.69,1306.7,79,1385.7,100.52,6.08,106.59,68.5,4,0.54,13,1
2193,18,1.5,0.5,1716.6,44,1760.6,95.37,2.44,97.81,47.13,4,0.56,18,1
2194,9,4.56,0.67,596.5,10,606.5,66.28,1.11,67.39,55.67,4,0.33,9,0
2195,15,2.13,0.53,1778.85,0,1778.85,118.59,0,118.59,67.67,4,0.53,15,1
2196,15,3.93,0.6,1299.15,10,1309.15,86.61,0.67,87.28,67.17,4,0.47,15,1
2197,8,3,1,514.75,50,564.75,64.34,6.25,70.59,43.5,4,0.25,8,0
2198,19,3.32,0.68,1903.6,62,1965.6,100.19,3.26,103.45,66,4,0.68,19,1
2199,16,3.56,0.75,2041.55,50,2091.55,127.6,3.13,130.72,57.22,4,0.5,16,1
2200,31,3.61,0.77,2698.85,0,2698.85,87.06,0,87.06,70.55,4,0.52,31,1
2203,10,4.2,0.6,716.85,200,916.85,71.69,20,91.69,56,4,0.5,10,1
2204,27,3.74,0.59,3155.95,260,3415.95,116.89,9.63,126.52,62.14,4,0.63,27,1
2205,14,1.07,0.36,1259.35,20,1279.35,89.95,1.43,91.38,57.29,4,0.5,14,1
2206,33,2.36,0.45,3856.9,150,4006.9,116.88,4.55,121.42,67.61,4,0.73,33,1
2207,36,2.94,0.58,3346.1,218,3564.1,92.95,6.06,99,56.75,4,0.61,36,1
2208,17,1.47,0.47,1233.1,139.9,1373,72.54,8.23,80.76,63.5,4,0.41,17,1
2209,27,2.07,0.56,1970.3,297.25,2267.55,72.97,11.01,83.98,66.25,4,0.48,27,1
2210,48,2.73,0.48,5143.3,365,5508.3,107.15,7.6,114.76,66.29,4,0.65,48,1
2211,39,3.15,0.59,2729.6,270.6,3000.2,69.99,6.94,76.93,66.35,4,0.41,39,1
2212,27,2.81,0.67,2400.55,168,2568.55,88.91,6.22,95.13,64.67,4,0.59,27,1
2213,43,1.65,0.37,4486.5,10,4496.5,104.34,0.23,104.57,62.57,4,0.63,43,1
2214,10,2.1,0.4,1185.2,0,1185.2,118.52,0,118.52,70.5,4,0.7,10,1
2216,14,2.14,0.64,1013.2,25,1038.2,72.37,1.79,74.16,61.38,4,0.36,14,0
2217,24,2.33,0.63,2237.95,15,2252.95,93.25,0.63,93.87,65.64,4,0.42,24,1
2218,16,2,0.63,1198.25,95,1293.25,74.89,5.94,80.83,62.8,4,0.5,16,1
2219,30,1.83,0.6,2959.55,153,3112.55,98.65,5.1,103.75,68,4,0.5,30,1
2220,23,1.83,0.74,2755.3,60,2815.3,119.8,2.61,122.4,61.75,4,0.48,23,1
2221,37,4.41,0.65,7765.05,50,7815.05,209.87,1.35,211.22,62.6,4,0.73,37,1
2222,11,3.91,0.91,882.6,20,902.6,80.24,1.82,82.05,59,4,0.45,11,1
2223,54,2.57,0.67,5625,190,5815,104.17,3.52,107.69,66.81,4,0.46,54,1
2224,27,3.07,0.63,2557.6,20,2577.6,94.73,0.74,95.47,64.38,4,0.48,27,1
2225,8,3,0.63,808.25,0,808.25,101.03,0,101.03,51.5,4,0.5,8,1
2226,26,3,0.81,1919.4,60,1979.4,73.82,2.31,76.13,61.25,4,0.42,26,1
2227,36,2.86,0.56,2484.85,335,2819.85,69.02,9.31,78.33,59.83,4,0.44,36,1
2228,28,2.75,0.57,2686.6,95,2781.6,95.95,3.39,99.34,59.55,4,0.57,28,1
2229,60,2.57,0.58,6152.15,448,6600.15,102.54,7.47,110,64.28,4,0.52,60,1
2230,67,3.7,0.66,5713.15,475,6188.15,85.27,7.09,92.36,68.59,4,0.58,67,1
2231,4,1,0.25,480,0,480,120,0,120,72.67,4,0.5,4,1
2232,66,3.11,0.59,7008.5,330,7338.5,106.19,5,111.19,64.92,4,0.59,66,1
2233,83,2.67,0.54,6455.45,95,6550.45,77.78,1.14,78.92,60.59,4,0.41,83,1
2234,78,2.9,0.65,7666.05,136,7802.05,98.28,1.74,100.03,61.03,4,0.54,78,1
2250,166,2.66,0.63,12114.72,851,12965.72,72.98,5.13,78.11,64.01,4,0.44,166,1
2251,109,2.47,0.44,9386.35,376,9762.35,86.11,3.45,89.56,67.68,4,0.45,109,1
2256,56,2,0.64,4440.6,210,4650.6,79.3,3.75,83.05,68.55,4,0.43,56,1
2257,79,3.11,0.65,6338.15,230,6568.15,80.23,2.91,83.14,65.02,4,0.51,79,1
2258,12,4.25,0.67,1271.5,20,1291.5,105.96,1.67,107.63,62,4,0.67,12,1
2259,126,2.47,0.69,8924.45,661.65,9586.1,70.83,5.25,76.08,65.18,4,0.43,126,1
2260,56,2.59,0.52,5117.95,661,5778.95,91.39,11.8,103.2,63.38,4,0.54,56,1
2261,119,2.13,0.64,8981.75,310,9291.75,75.48,2.61,78.08,64.45,4,0.39,119,1
2262,39,1.95,0.62,2534.3,130,2664.3,64.98,3.33,68.32,67.24,4,0.38,39,0
2263,57,2.26,0.47,4492.55,0,4492.55,78.82,0,78.82,63.43,4,0.42,57,1
2264,52,2.83,0.6,4568.6,330,4898.6,87.86,6.35,94.2,66.81,4,0.48,52,1
2265,18,2.17,0.61,2100.25,0,2100.25,116.68,0,116.68,66.56,4,0.61,18,1
2267,13,3,0.85,1276,20,1296,98.15,1.54,99.69,73,4,0.62,13,1
2278,8,2.13,0.5,393.85,0,393.85,49.23,0,49.23,44.25,4,0.25,8,0
2280,82,3.17,0.61,6457.2,66,6523.2,78.75,0.8,79.55,64.73,4,0.39,82,1
2281,43,2.6,0.63,3174.15,270,3444.15,73.82,6.28,80.1,64.27,4,0.49,43,1
2282,60,2.83,0.62,4798.7,380,5178.7,79.98,6.33,86.31,60.23,4,0.53,60,1
2283,59,2.66,0.58,4799.45,170,4969.45,81.35,2.88,84.23,63.72,4,0.47,59,1
2284,26,3.77,0.77,2039.7,200,2239.7,78.45,7.69,86.14,68.56,4,0.46,26,1
2285,61,3.46,0.61,4394.75,135,4529.75,72.05,2.21,74.26,61.8,4,0.38,61,0
2286,6,1,0.5,377.65,10,387.65,62.94,1.67,64.61,61,4,0.5,6,0
2287,69,3.29,0.7,5450.55,395,5845.55,78.99,5.72,84.72,58.24,4,0.32,69,1
2289,63,2.38,0.59,5967.05,273,6240.05,94.72,4.33,99.05,62.44,4,0.63,63,1
2290,88,2.81,0.57,6280.25,455,6735.25,71.37,5.17,76.54,62.44,4,0.43,88,1
2291,35,2.4,0.57,3811.15,162,3973.15,108.89,4.63,113.52,66.13,4,0.6,35,1
2292,6,3.83,0.83,177.55,20,197.55,29.59,3.33,32.93,41,4,0.17,6,0
2293,4,3.75,0.75,465.45,0,465.45,116.36,0,116.36,58,4,0.75,4,1
2294,2,2,0.5,250.2,0,250.2,125.1,0,125.1,,4,1,2,1
2295,7,1,0.71,763.75,0,763.75,109.11,0,109.11,64.67,4,0.57,7,1
2296,2,9,1,115,0,115,57.5,0,57.5,,4,0.5,2,0
2297,2,1.5,1,259,0,259,129.5,0,129.5,,4,1,2,1
2298,24,2.08,0.54,1323.3,220,1543.3,55.14,9.17,64.3,64.18,4,0.33,24,0
2299,19,1.42,0.47,1149,80,1229,60.47,4.21,64.68,63.14,4,0.21,19,0
2300,10,3.4,0.6,1175,45,1220,117.5,4.5,122,67.4,4,0.6,10,1
2302,1,9,1,45,0,45,45,0,45,,4,0,1,0
2303,20,3.05,0.65,2132.7,60,2192.7,106.64,3,109.64,66.5,4,0.65,20,1
2304,14,1.07,0.57,717.1,50,767.1,51.22,3.57,54.79,64.86,4,0.14,14,0
2305,39,2.74,0.62,3841.75,115,3956.75,98.51,2.95,101.46,64.18,4,0.44,39,1
2306,2,2,0.5,80.8,0,80.8,40.4,0,40.4,77,4,0,2,0
2307,6,1,0.33,292.65,15,307.65,48.78,2.5,51.28,63.5,4,0.33,6,0
2315,49,2.53,0.59,3907.5,115,4022.5,79.74,2.35,82.09,67.19,4,0.41,49,1
2316,18,2.83,0.67,1784.6,30,1814.6,99.14,1.67,100.81,62.33,4,0.44,18,1
2317,28,2.61,0.61,2175.3,65,2240.3,77.69,2.32,80.01,65.14,4,0.39,28,1
2318,29,3.07,0.55,2409.65,70,2479.65,83.09,2.41,85.51,61.39,4,0.41,29,1
2319,26,2.08,0.73,1827.1,110,1937.1,70.27,4.23,74.5,67.21,4,0.35,26,0
2320,67,2.04,0.61,5481.95,100,5581.95,81.82,1.49,83.31,59.55,4,0.48,67,1
2321,22,3.59,0.73,1609.7,186,1795.7,73.17,8.45,81.62,59.33,4,0.55,22,1
2322,52,2.69,0.69,3547.8,190,3737.8,68.23,3.65,71.88,56.12,4,0.37,52,0
2323,71,2.3,0.55,5996.1,136,6132.1,84.45,1.92,86.37,63.74,4,0.52,71,1
2324,49,3.55,0.69,3967,197.5,4164.5,80.96,4.03,84.99,66.68,4,0.45,49,1
2325,41,2.73,0.56,2811.85,95,2906.85,68.58,2.32,70.9,56.92,4,0.37,41,0
2326,12,3.08,0.67,840.7,110,950.7,70.06,9.17,79.23,60.29,4,0.5,12,1
2327,16,2.69,0.56,863.25,136,999.25,53.95,8.5,62.45,63.75,4,0.38,16,0
2328,3,1.67,0.67,246,0,246,82,0,82,65.5,4,0.67,3,1
2330,32,2.78,0.59,2974.35,20,2994.35,92.95,0.63,93.57,59.96,4,0.41,32,1
2333,35,4.26,0.49,3725.1,20,3745.1,106.43,0.57,107,63.64,4,0.57,35,1
2334,4,1,0.25,164,0,164,41,0,41,59.67,4,0,4,0
2335,6,3.67,0.67,513,250,763,85.5,41.67,127.17,65,4,0.67,6,1
2336,2,1,1,190,0,190,95,0,95,72,4,0.5,2,1
2337,13,2.23,0.46,1509.95,0,1509.95,116.15,0,116.15,69,4,0.85,13,1
2340,106,2.78,0.62,8531.6,1341,9872.6,80.49,12.65,93.14,63.33,4,0.47,106,1
2343,8,2.13,0.5,571.5,20,591.5,71.44,2.5,73.94,56.25,4,0.38,8,0
