postcode,no of collectors,avg streets,new coll ratio,total collected,total donated,total received,avg collected,avg donated,avg received,avg coll age,no weekends,prof ratio,no prof coll,profitable
3085,19,1.32,0.68,1472.05,70,1542.05,77.48,3.68,81.16,66.36,4,0.47,19,1
3087,24,1.21,0.46,1654.8,138,1792.8,68.95,5.75,74.7,64.25,4,0.42,24,0
3088,63,1.38,0.75,3446.85,382,3828.85,54.71,6.06,60.78,58.28,4,0.29,63,0
3089,19,1.26,0.68,1387.3,75,1462.3,73.02,3.95,76.96,66,4,0.42,19,1
3090,3,1,0.33,191.2,20,211.2,63.73,6.67,70.4,56.5,4,0.33,3,0
3091,1,1,1,22,0,22,22,0,22,56,4,0,1,0
3093,6,1.33,0.83,628.4,0,628.4,104.73,0,104.73,77,4,0.33,6,1
3094,20,1.4,0.4,1264.55,132.35,1396.9,63.23,6.62,69.85,65.89,4,0.45,20,0
3095,58,1.29,0.66,5085.5,200,5285.5,87.68,3.45,91.13,60.94,4,0.5,58,1
3096,2,1,1,117.3,0,117.3,58.65,0,58.65,,4,0.5,2,0
3097,3,1.67,0.67,142,20,162,47.33,6.67,54,56,4,0,3,0
3099,7,1,0.57,257.75,115,372.75,36.82,16.43,53.25,66.25,4,0.43,7,0
3101,42,1.17,0.71,5348.95,435,5783.95,127.36,10.36,137.71,62.05,4,0.55,42,1
3102,13,1,0.85,1049.9,55,1104.9,80.76,4.23,84.99,57.43,4,0.46,13,1
3103,36,1.47,0.67,2514.1,104,2618.1,69.84,2.89,72.73,62.93,4,0.33,36,0
3104,46,1.35,0.7,3803.25,139.6,3942.85,82.68,3.03,85.71,62.39,4,0.39,46,1
3105,16,1.25,0.63,1179.35,50,1229.35,73.71,3.13,76.83,68.4,4,0.31,16,1
3106,30,1.5,0.67,2302.3,102,2404.3,76.74,3.4,80.14,62.35,4,0.37,30,1
3107,33,1.27,0.55,2536.7,40,2576.7,76.87,1.21,78.08,61.12,4,0.48,33,1
3108,35,1.49,0.69,2568.3,76,2644.3,73.38,2.17,75.55,67.44,4,0.37,35,1
3109,68,1.24,0.74,5047.3,127,5174.3,74.23,1.87,76.09,65.39,4,0.43,68,1
3111,17,1.41,0.82,1317,5,1322,77.47,0.29,77.76,65.27,4,0.35,17,1
3113,13,1.38,0.69,1073,20,1093,82.54,1.54,84.08,46.64,4,0.46,13,1
3114,7,1.43,0.86,679.7,23.3,703,97.1,3.33,100.43,58.25,4,0.71,7,1
3115,8,1,0.75,352,70,422,44,8.75,52.75,62.5,4,0.25,8,0
3116,21,1.38,0.62,1544.95,58.1,1603.05,73.57,2.77,76.34,66.93,4,0.38,21,1
3121,12,1.33,0.58,879,50,929,73.25,4.17,77.42,51.13,4,0.33,12,1
3122,27,1.15,0.67,2825.8,186.8,3012.6,104.66,6.92,111.58,65.06,4,0.52,27,1
3123,13,1.08,0.54,1152.76,204.34,1357.1,88.67,15.72,104.39,65.5,4,0.38,13,1
3124,69,1.16,0.7,6431.25,635,7066.25,93.21,9.2,102.41,66.58,4,0.54,69,1
3125,24,1.29,0.54,1536,150,1686,64,6.25,70.25,58.5,4,0.33,24,0
3126,23,1.35,0.65,2836.6,20,2856.6,123.33,0.87,124.2,60.53,4,0.57,23,1
3127,53,1.32,0.75,3887.95,485,4372.95,73.36,9.15,82.51,62.07,4,0.49,53,1
3128,27,1.3,0.67,1678.75,211.5,1890.25,62.18,7.83,70.01,62.19,4,0.48,27,0
3129,45,1.18,0.51,2862.8,430.4,3293.2,63.62,9.56,73.18,62.52,4,0.44,45,0
3130,77,1.31,0.53,6449.75,163,6612.75,83.76,2.12,85.88,65.79,4,0.48,77,1
3131,35,1.6,0.63,2586.6,30,2616.6,73.9,0.86,74.76,59.74,4,0.4,35,0
3132,29,1.21,0.52,2028.25,115,2143.25,69.94,3.97,73.91,64.93,4,0.45,29,0
3133,54,1.5,0.65,3885.8,113,3998.8,71.96,2.09,74.05,62.41,4,0.35,54,0
3134,55,1.44,0.76,3844.4,65,3909.4,69.9,1.18,71.08,61.79,4,0.42,55,0
3135,38,1.45,0.61,2242.85,110,2352.85,59.02,2.89,61.92,58.46,4,0.24,38,0
3136,76,1.3,0.67,5883.4,371.8,6255.2,77.41,4.89,82.31,63.87,4,0.42,76,1
3137,23,1.39,0.65,1396.1,98,1494.1,60.7,4.26,64.96,63.29,4,0.26,23,0
3138,38,1.53,0.61,2181.2,94,2275.2,57.4,2.47,59.87,61.07,4,0.24,38,0
3139,20,1.4,0.75,1601.25,100,1701.25,80.06,5,85.06,55,4,0.4,20,1
3140,31,1.16,0.68,2790.4,192,2982.4,90.01,6.19,96.21,60.95,4,0.39,31,1
3141,18,1.22,0.83,2161.63,100,2261.63,120.09,5.56,125.65,63.56,4,0.72,18,1
3142,26,1.46,0.85,3672.65,200,3872.65,141.26,7.69,148.95,70.07,4,0.65,26,1
3143,11,1.55,0.82,1017.5,20,1037.5,92.5,1.82,94.32,68.8,4,0.45,11,1
3144,20,1.45,0.8,1754.05,420,2174.05,87.7,21,108.7,67.11,4,0.6,20,1
3145,35,1.11,0.66,3448.45,225,3673.45,98.53,6.43,104.96,56.11,4,0.63,35,1
3146,59,1.2,0.66,4845.7,535,5380.7,82.13,9.07,91.2,63.71,4,0.58,59,1
3147,37,1.3,0.68,2874.3,170,3044.3,77.68,4.59,82.28,62.71,4,0.54,37,1
3148,8,1.5,0.88,407.7,0,407.7,50.96,0,50.96,65.17,4,0.13,8,0
3149,92,1.28,0.61,6467.9,513.3,6981.2,70.3,5.58,75.88,68.38,4,0.38,92,1
3150,141,1.49,0.55,9505,630,10135,67.41,4.47,71.88,61.78,4,0.34,141,0
3151,23,1.61,0.65,1390.05,40.35,1430.4,60.44,1.75,62.19,59.31,4,0.3,23,0
3152,57,1.4,0.7,3780.05,40,3820.05,66.32,0.7,67.02,60.88,4,0.33,57,0
3153,26,1.12,0.5,1814.25,20,1834.25,69.78,0.77,70.55,68.36,4,0.35,26,0
3154,5,1,0.8,198.75,100,298.75,39.75,20,59.75,42.5,4,0.2,5,0
3155,38,1.76,0.68,2073.55,60,2133.55,54.57,1.58,56.15,59.69,4,0.21,38,0
3156,48,1.54,0.71,3019.7,258,3277.7,62.91,5.38,68.29,59.71,4,0.38,48,0
3158,15,1.33,0.53,1091.65,40,1131.65,72.78,2.67,75.44,60.56,4,0.6,15,1
3159,2,1,1,65,0,65,32.5,0,32.5,72,4,0,2,0
3160,14,1.43,0.71,747,90,837,53.36,6.43,59.79,66.6,4,0.14,14,0
3161,21,1.29,0.76,1250.6,220,1470.6,59.55,10.48,70.03,58.71,4,0.33,21,0
3162,15,1.13,0.6,1585.1,14.5,1599.6,105.67,0.97,106.64,64.7,4,0.47,15,1
3163,32,1.25,0.72,2348.45,40,2388.45,73.39,1.25,74.64,61,4,0.41,32,0
3165,44,1.3,0.55,3323.25,109.8,3433.05,75.53,2.5,78.02,66.18,4,0.45,44,1
3166,31,1.52,0.84,2119.4,34.35,2153.75,68.37,1.11,69.48,58.44,4,0.29,31,0
3167,12,1.08,0.75,529.65,60,589.65,44.14,5,49.14,59.25,4,0.17,12,0
3168,5,1.4,0.4,235.25,150,385.25,47.05,30,77.05,68,4,0.4,5,1
3169,13,1.23,0.85,937.95,70,1007.95,72.15,5.38,77.53,60.5,4,0.54,13,1
3170,31,1.29,0.45,2617.45,20,2637.45,84.43,0.65,85.08,60.63,4,0.45,31,1
3171,15,1.13,0.93,981.05,10,991.05,65.4,0.67,66.07,59.09,4,0.27,15,0
3172,40,1.35,0.68,3269.55,150,3419.55,81.74,3.75,85.49,65.72,4,0.45,40,1
3173,25,1.44,0.88,1312,170,1482,52.48,6.8,59.28,63.06,4,0.2,25,0
3174,27,1.11,0.67,1599.6,165.5,1765.1,59.24,6.13,65.37,63.93,4,0.37,27,0
3175,55,1.51,0.65,4261.55,242.3,4503.85,77.48,4.41,81.89,65.03,4,0.36,55,1
3177,8,1.38,0.75,387,3,390,48.38,0.38,48.75,58.83,4,0.13,8,0
3178,65,1.32,0.75,3520.95,283,3803.95,54.17,4.35,58.52,55.74,4,0.2,65,0
3179,5,1.8,0.6,263.4,10,273.4,52.68,2,54.68,62.5,4,0.2,5,0
3180,11,1.18,0.55,743.25,18.45,761.7,67.57,1.68,69.25,65.2,4,0.45,11,0
3181,18,1.44,0.83,973.45,210,1183.45,54.08,11.67,65.75,60.67,4,0.44,18,0
3182,15,1.4,0.73,772.45,380,1152.45,51.5,25.33,76.83,68.13,4,0.33,15,1
3183,8,1.25,0.88,347.5,50,397.5,43.44,6.25,49.69,70.8,4,0.25,8,0
3184,3,1,0.67,263,0,263,87.67,0,87.67,54,4,0.33,3,1
3185,16,1.25,0.5,1333,142,1475,83.31,8.88,92.19,62.63,4,0.38,16,1
3186,63,1.35,0.7,7039.9,233,7272.9,111.74,3.7,115.44,69.33,4,0.62,63,1
3187,46,1.22,0.59,3145.8,429.4,3575.2,68.39,9.33,77.72,69.16,4,0.5,46,1
3188,39,1.18,0.67,2817.95,200,3017.95,72.26,5.13,77.38,64.26,4,0.49,39,1
3189,8,1,0.88,595.4,100,695.4,74.43,12.5,86.93,53.33,4,0.5,8,1
3190,14,1.36,0.64,989.01,18,1007.01,70.64,1.29,71.93,62.13,4,0.36,14,0
3191,21,1,0.9,1367.1,330,1697.1,65.1,15.71,80.81,69.4,4,0.43,21,1
3192,47,1.57,0.62,4000.55,150,4150.55,85.12,3.19,88.31,64.6,4,0.51,47,1
3193,48,1.46,0.56,4634.25,585,5219.25,96.55,12.19,108.73,71.47,4,0.71,48,1
3194,20,1.1,0.55,1843.35,65,1908.35,92.17,3.25,95.42,73.64,4,0.7,20,1
3195,52,1.4,0.73,3737.15,56,3793.15,71.87,1.08,72.95,64.63,4,0.33,52,0
3196,33,1.55,0.79,1655.5,315,1970.5,50.17,9.55,59.71,59.76,4,0.27,33,0
3197,10,1,0.9,397.05,45,442.05,39.71,4.5,44.21,69,4,0,10,0
3198,24,1.29,0.63,1723.55,0,1723.55,71.81,0,71.81,66.28,4,0.29,24,0
3199,75,1.41,0.63,4219.15,539.8,4758.95,56.26,7.2,63.45,63.76,4,0.28,75,0
3200,5,1.2,0.8,127.5,20,147.5,25.5,4,29.5,72.5,4,0,5,0
3201,23,1.3,0.87,1790.45,50,1840.45,77.85,2.17,80.02,59.09,4,0.26,23,1
3204,44,1.2,0.73,2581.05,131,2712.05,58.66,2.98,61.64,64.38,4,0.25,44,0
3205,13,1.31,0.69,512.5,130,642.5,39.42,10,49.42,62.56,4,0.31,13,0
3206,21,1.19,0.62,1708.8,222.75,1931.55,81.37,10.61,91.98,71.44,4,0.48,21,1
3207,19,2.16,0.53,1957.1,260.65,2217.75,103.01,13.72,116.72,67.1,4,0.68,19,1
3211,5,1.2,0.8,503.15,0,503.15,100.63,0,100.63,65,4,0.8,5,1
3212,10,1.3,0.7,834.6,50,884.6,83.46,5,88.46,59,4,0.3,10,1
3214,9,1.11,0.78,347.8,60,407.8,38.64,6.67,45.31,71.63,4,0.11,9,0
3215,15,1.4,0.73,1358.35,16,1374.35,90.56,1.07,91.62,70.64,4,0.6,15,1
3216,145,1.33,0.61,11346.15,800,12146.15,78.25,5.52,83.77,66.72,4,0.34,145,1
3217,2,3,1,206,0,206,103,0,103,76,4,0.5,2,1
3218,19,1.32,0.68,1487.8,125,1612.8,78.31,6.58,84.88,60,4,0.53,19,1
3219,30,1.27,0.7,2005.75,100,2105.75,66.86,3.33,70.19,68.5,4,0.4,30,0
3220,33,1.33,0.64,2531.75,50,2581.75,76.72,1.52,78.23,63.67,4,0.42,33,1
3221,3,1,0.67,258,40,298,86,13.33,99.33,69.5,4,0.33,3,1
3222,42,1.69,0.6,3114.95,75,3189.95,74.17,1.79,75.95,67.32,4,0.36,42,1
3223,19,1.32,0.63,1196.9,5,1201.9,62.99,0.26,63.26,71.64,4,0.26,19,0
3224,26,1.54,0.54,2833.65,10,2843.65,108.99,0.38,109.37,66.14,4,0.46,26,1
3225,23,1.48,0.52,1481.3,220,1701.3,64.4,9.57,73.97,74.67,4,0.48,23,0
3226,33,1.39,0.67,2242.65,20,2262.65,67.96,0.61,68.57,62.46,4,0.33,33,0
3227,12,1.17,0.83,515.1,155,670.1,42.93,12.92,55.84,61.71,4,0.33,12,0
3228,24,1.13,0.67,1394.6,297,1691.6,58.11,12.38,70.48,59.53,4,0.46,24,0
3230,11,1.36,0.82,671.05,0,671.05,61,0,61,61.71,4,0.18,11,0
3231,1,1,1,340,0,340,340,0,340,59,4,1,1,1
3232,2,2.5,1,100,0,100,50,0,50,57,4,0,2,0
3233,3,1,0.67,291,0,291,97,0,97,62,4,0.67,3,1
3241,3,1,1,160,0,160,53.33,0,53.33,69,4,0,3,0
3242,3,1.33,0.67,433,50,483,144.33,16.67,161,,4,0.67,3,1
3249,2,1,0.5,130.2,0,130.2,65.1,0,65.1,,4,0,2,0
3250,40,1.35,0.6,3305.75,129,3434.75,82.64,3.23,85.87,68.61,4,0.28,40,1
3260,12,1.5,0.67,814.45,0,814.45,67.87,0,67.87,72.29,4,0.33,12,0
3264,9,1.11,0.56,755.95,50,805.95,83.99,5.56,89.55,62.83,4,0.56,9,1
3266,8,1.38,0.5,510.1,0,510.1,63.76,0,63.76,57.75,4,0.25,8,0
3272,2,1,0,137,0,137,68.5,0,68.5,68.5,4,0.5,2,0
3280,81,1.26,0.72,6223.5,313,6536.5,76.83,3.86,80.7,65.09,4,0.46,81,1
3284,12,1.92,0.58,1123.35,75,1198.35,93.61,6.25,99.86,68.29,4,0.58,12,1
3289,1,1,1,27.5,30,57.5,27.5,30,57.5,53,4,0,1,0
3294,3,2,0.67,347.45,0,347.45,115.82,0,115.82,59,4,1,3,1
3300,36,1.42,0.53,2645.7,5,2650.7,73.49,0.14,73.63,70.17,4,0.44,36,0
3305,33,1.48,0.73,2509.05,55,2564.05,76.03,1.67,77.7,61.82,4,0.45,33,1
3311,9,1.89,0.67,686.65,110,796.65,76.29,12.22,88.52,67.86,4,0.56,9,1
3315,3,1,0.67,307.5,0,307.5,102.5,0,102.5,69,4,1,3,1
3318,7,1.29,0.57,389.15,40,429.15,55.59,5.71,61.31,74,4,0.43,7,0
3321,2,1.5,0.5,402.2,0,402.2,201.1,0,201.1,45,4,1,2,1
3332,1,1,0,207,0,207,207,0,207,71,4,1,1,1
3337,29,1.66,0.76,1926.6,75,2001.6,66.43,2.59,69.02,61.78,4,0.31,29,0
3338,19,1.11,0.74,1537.1,65,1602.1,80.9,3.42,84.32,62.42,4,0.11,19,1
3340,26,1.35,0.77,1486.3,80,1566.3,57.17,3.08,60.24,56.45,4,0.19,26,0
3341,1,2,1,160,0,160,160,0,160,75,4,1,1,1
3342,3,1.67,0.33,413.5,0,413.5,137.83,0,137.83,49.33,4,1,3,1
3350,109,1.36,0.63,8540.42,529,9069.42,78.35,4.85,83.21,65.46,4,0.46,109,1
3351,3,1.67,0.67,375,0,375,125,0,125,55.33,4,0.33,3,1
3352,12,2.08,0.83,550.2,67,617.2,45.85,5.58,51.43,57.78,4,0.25,12,0
3355,26,1.23,0.58,1812.4,95,1907.4,69.71,3.65,73.36,67.73,4,0.46,26,0
3356,17,1.65,0.59,1349.9,30,1379.9,79.41,1.76,81.17,66.2,4,0.29,17,1
3357,12,1.25,0.75,1010.85,250,1260.85,84.24,20.83,105.07,58.71,4,0.5,12,1
3361,1,1,1,40,0,40,40,0,40,,4,0,1,0
3363,6,1.33,0.83,367,80,447,61.17,13.33,74.5,63.4,4,0.5,6,0
3370,7,1.29,0.71,397.55,0,397.55,56.79,0,56.79,67.5,4,0.29,7,0
3373,4,1,0.5,323,27,350,80.75,6.75,87.5,74,4,0.75,4,1
3377,23,1.39,0.7,1936.15,89,2025.15,84.18,3.87,88.05,65,4,0.39,23,1
3380,19,1.74,0.68,1645.35,44,1689.35,86.6,2.32,88.91,61.5,4,0.42,19,1
3393,17,1.41,0.47,1669.65,10,1679.65,98.21,0.59,98.8,62.85,4,0.47,17,1
3395,1,3,1,217.75,0,217.75,217.75,0,217.75,80,4,1,1,1
3400,62,1.32,0.56,5240.35,215,5455.35,84.52,3.47,87.99,68.21,4,0.52,62,1
3401,1,1,0,212,0,212,212,0,212,,4,1,1,1
3402,4,1.5,0.25,637,50,687,159.25,12.5,171.75,74.5,4,0.75,4,1
3414,12,1.33,0.58,915.05,20,935.05,76.25,1.67,77.92,60.22,4,0.5,12,1
3418,19,1.37,0.42,1687.35,0,1687.35,88.81,0,88.81,71.73,4,0.47,19,1
3419,4,1.75,0.25,411,0,411,102.75,0,102.75,56,4,0.75,4,1
3423,2,1,1,157.45,0,157.45,78.73,0,78.73,56,4,0.5,2,1
3424,2,1,1,116,100,216,58,50,108,83.5,4,1,2,1
3427,2,2,1,102.75,0,102.75,51.38,0,51.38,54,4,0,2,0
3428,2,1,1,200,0,200,100,0,100,56,4,0.5,2,1
3429,53,1.28,0.79,3481.55,235,3716.55,65.69,4.43,70.12,62.39,4,0.32,53,0
3431,1,1,1,150,0,150,150,0,150,73,4,1,1,1
3437,19,2,0.89,1760.75,0,1760.75,92.67,0,92.67,56.08,4,0.42,19,1
3438,6,1.33,0.83,300,60,360,50,10,60,61,4,0.17,6,0
3440,4,1.5,1,281.4,60,341.4,70.35,15,85.35,65.25,4,0.5,4,1
3441,2,1,1,78,10,88,39,5,44,45,4,0,2,0
3442,4,1,0.5,552.6,0,552.6,138.15,0,138.15,64.5,4,0.5,4,1
3444,11,1.09,0.55,690.45,0,690.45,62.77,0,62.77,69.88,4,0.18,11,0
3446,1,1,1,30,0,30,30,0,30,69,4,0,1,0
3450,27,1.26,0.63,2349.65,450,2799.65,87.02,16.67,103.69,69.21,4,0.59,27,1
3451,2,1,0.5,133.2,0,133.2,66.6,0,66.6,70,4,0,2,0
3453,3,1.67,0.33,170,15,185,56.67,5,61.67,71,4,0.33,3,0
3458,1,1,1,128,0,128,128,0,128,66,4,1,1,1
3460,3,1.33,0.67,248,0,248,82.67,0,82.67,75,4,0.33,3,1
3461,2,2,0.5,43.8,40,83.8,21.9,20,41.9,50,4,0,2,0
3462,1,1,1,23,0,23,23,0,23,,4,0,1,0
3463,4,1,1,337.25,0,337.25,84.31,0,84.31,56,4,0.5,4,1
3465,25,1.28,0.6,1337.25,121,1458.25,53.49,4.84,58.33,66.43,4,0.16,25,0
3467,2,1.5,1,169.5,0,169.5,84.75,0,84.75,,4,0.5,2,1
3472,4,2,0.75,327.95,0,327.95,81.99,0,81.99,71.67,4,0.5,4,1
3478,13,1.31,0.62,817.75,60,877.75,62.9,4.62,67.52,69.75,4,0.31,13,0
3480,8,1.25,0.38,959.6,0,959.6,119.95,0,119.95,73.8,4,1,8,1
3483,3,1,0.67,201,50,251,67,16.67,83.67,65.67,4,0.67,3,1
3485,1,3,0,70.2,0,70.2,70.2,0,70.2,82,4,0,1,0
3490,7,1.14,0.29,540.95,65,605.95,77.28,9.29,86.56,68,4,0.57,7,1
3496,10,1.6,0.6,408.15,20,428.15,40.82,2,42.82,71.63,4,0.2,10,0
3498,9,1.78,0.56,676.5,50,726.5,75.17,5.56,80.72,56.8,4,0.44,9,1
3500,59,1.46,0.58,3844.1,215,4059.1,65.15,3.64,68.8,68.4,4,0.39,59,0
3501,2,1.5,0.5,205.55,0,205.55,102.78,0,102.78,66,4,0.5,2,1
3502,2,1,0.5,127.2,0,127.2,63.6,0,63.6,60,4,0.5,2,0
3505,3,1,0.67,214.1,0,214.1,71.37,0,71.37,54,4,0.67,3,0
3512,1,1,1,27,0,27,27,0,27,67,4,0,1,0
3516,1,1,0,88,0,88,88,0,88,69,4,1,1,1
3517,4,1.25,1,349.1,0,349.1,87.28,0,87.28,73.33,4,0.75,4,1
3518,3,1.33,0.67,305.1,0,305.1,101.7,0,101.7,71.5,4,0.67,3,1
